CVEGEO,$CO$,$HCHO$,$NO_2$,$O_3$,$SO_2$,NOM_ENT,NOM_MUN,NOM_LOC,POB_TOTAL,GM_2020
0600700010314,2.109674311861301,0.013407240229548397,0.006358717547011559,11.049037251939447,0.006554191591317754,Colima,Manzanillo,Manzanillo,365,2
0600700010329,2.834350923032262,0.01812337418944278,0.008798118594186978,15.010177287388393,0.009134661129494008,Colima,Manzanillo,Manzanillo,402,2
0600700010333,3.351630318369586,0.022195659285440494,0.010819139651607508,18.138694268917885,0.011707490657889156,Colima,Manzanillo,Manzanillo,267,1
0600700010348,3.084178108066568,0.02046497568069246,0.010232750341886908,16.843000316226124,0.011004271772983796,Colima,Manzanillo,Manzanillo,933,2
0600700010352,2.301520591085699,0.01536460854415881,0.007730508431356529,12.713001266835574,0.008477844782214649,Colima,Manzanillo,Manzanillo,1664,2
0600700010390,3.633548430229865,0.021993746957691303,0.01196076695689405,19.722684315683228,0.013073576042737265,Colima,Manzanillo,Manzanillo,1726,3
0600700010403,3.7050497020330897,0.02186644713374509,0.012017376664750307,19.922472959621548,0.013712006057780743,Colima,Manzanillo,Manzanillo,1637,3
0600700010418,2.5263987565303343,0.016924274241046023,0.008593672691984728,14.369874396847917,0.008440497956105786,Colima,Manzanillo,Manzanillo,162,1
0600700010422,3.2295885090421366,0.01957271232801982,0.010563736080756888,17.567858713421344,0.011275200503654752,Colima,Manzanillo,Manzanillo,1892,2
0600700010437,2.854142155334587,0.020488489124111407,0.009995794968305844,17.022419795368712,0.009832857298959474,Colima,Manzanillo,Manzanillo,2268,3
0600700010456,5.855504208528072,0.03745611895884528,0.01934555757913745,32.63954494467658,0.01999714870682294,Colima,Manzanillo,Manzanillo,2261,3
0600700010460,10.4010892036138,0.0624065000258485,0.0333522430249738,56.15980132645115,0.037289260590795924,Colima,Manzanillo,Manzanillo,2134,3
0600700010475,5.74367936097172,0.035293434950896825,0.01828105102706805,31.200983503593836,0.020116110726756994,Colima,Manzanillo,Manzanillo,710,3
060070001048A,5.864767011509631,0.04955070973760828,0.0234015618999996,42.78181086777747,0.02118929659789539,Colima,Manzanillo,Manzanillo,195,1
0600700010507,2.1384890722416983,0.019268242541758775,0.009079968206229992,17.0325202760113,0.008907828100509567,Colima,Manzanillo,Manzanillo,421,1
0600700010511,8.882370099081289,0.0553720158907727,0.023813244161714126,46.73484290401992,0.022930257901567462,Colima,Manzanillo,Manzanillo,810,3
0600700010530,10.130600059666074,0.06852407938276273,0.0301437933824507,54.78496025676358,0.033785535925018824,Colima,Manzanillo,Manzanillo,87,1
0600700010545,8.863561013015941,0.057746788256561,0.0254518329317544,46.241114978273714,0.026103034834454926,Colima,Manzanillo,Manzanillo,419,1
0600700010564,1.8371445716273735,0.011685365239700242,0.006113388373104014,9.772243648900993,0.0064907284010960265,Colima,Manzanillo,Manzanillo,1409,2
0600700010583,2.437351784119458,0.015581015084349755,0.00806392828857356,12.916042661237167,0.008321902884138423,Colima,Manzanillo,Manzanillo,2959,2
0600700010615,3.8438819366983776,0.02359972468277315,0.010823376676599352,19.50504011127492,0.009835436674328327,Colima,Manzanillo,Manzanillo,2116,3
0600700010634,4.34749182352769,0.026485893187555374,0.01176152967067675,21.822299347493587,0.010611138213014622,Colima,Manzanillo,Manzanillo,918,3
0600700010649,2.410479745984653,0.014349806251717485,0.007998605079123011,12.955068912989663,0.009183359487192993,Colima,Manzanillo,Manzanillo,1797,3
0600700010653,3.9441764414475244,0.03199302171268985,0.01510174481753993,26.25811913233553,0.014280323202597218,Colima,Manzanillo,Manzanillo,1435,3
0600700010668,5.598099675373042,0.0475008805756365,0.022221641602560575,39.32446210392491,0.021525524624210587,Colima,Manzanillo,Manzanillo,530,4
0600700010672,9.39042598973736,0.06064255276963845,0.03153048919261507,50.96926234086601,0.03333737624809535,Colima,Manzanillo,Manzanillo,157,2
0600700010742,7.065278907647019,0.042592469026712876,0.0186135803274222,36.297003115865174,0.01706900144205472,Colima,Manzanillo,Manzanillo,1065,3
0600700010761,6.535055724563636,0.040925817567217346,0.021902971223019076,34.96465606932274,0.024401043318230748,Colima,Manzanillo,Manzanillo,235,1
0600700010831,12.399625248804863,0.0739253029486393,0.033426493474170024,62.02080591167992,0.027434595480890733,Colima,Manzanillo,Manzanillo,149,4
060070001087A,1.544665359467537,0.009205141857251612,0.005128524462216903,8.30429405024612,0.005885957162879983,Colima,Manzanillo,Manzanillo,965,2
0600700010884,1.5929012120455468,0.009622802905382496,0.005289749756175411,8.61849349018809,0.005983065587899278,Colima,Manzanillo,Manzanillo,1034,3
0600700010899,2.911281446146366,0.017779330289098998,0.008399634185427737,14.867996998232387,0.007386893386728633,Colima,Manzanillo,Manzanillo,2293,3
0600700010901,4.419758386537036,0.026932254702724975,0.012892078972856932,22.622839579908383,0.011245627121238406,Colima,Manzanillo,Manzanillo,2976,2
0600700010969,1.465082954453509,0.009042747524282352,0.004639060626120971,7.611534978874296,0.004788436338577728,Colima,Manzanillo,Manzanillo,2439,1
0600700010973,0.1642320620128476,0.0009549894613167754,0.0004710723092959668,0.8261983980977939,0.00035707091359647714,Colima,Manzanillo,Manzanillo,121,4
0600700010988,1.1039035940095554,0.00868237876799746,0.004123075977915726,7.100462310372212,0.0037581223698966507,Colima,Manzanillo,Manzanillo,751,3
0600700010992,0.7418904163843822,0.005615926811374396,0.0026907614328488816,4.627509797597956,0.0025210399207463235,Colima,Manzanillo,Manzanillo,1444,3
0600700011007,1.540899106458359,0.010149041971083602,0.005226397514746695,8.587153818582905,0.005794309464088641,Colima,Manzanillo,Manzanillo,383,2
0600700011011,1.0238335665884146,0.006621350519617285,0.0034575116441677156,5.622885180845625,0.003700994467380718,Colima,Manzanillo,Manzanillo,659,2
0600700011026,1.0681995031206608,0.0069224398468126,0.003621712248645192,5.947680340014603,0.003633507981887703,Colima,Manzanillo,Manzanillo,276,2
0600700011030,3.6976335863305954,0.023779852541051583,0.012507220853043538,20.48918643974175,0.012555098460956695,Colima,Manzanillo,Manzanillo,901,1
0600700011045,1.1851998814935085,0.007603678731918389,0.003930030440768093,6.292150725337212,0.004061802958177094,Colima,Manzanillo,Manzanillo,2010,2
060070001105A,0.4028702938545988,0.002591310915500106,0.0013417577136381577,2.1525347389229097,0.0014018460136403336,Colima,Manzanillo,Manzanillo,1541,1
0600700011064,1.9370425472831516,0.012013554575972661,0.00615687633245168,10.09270389493174,0.006361424749127628,Colima,Manzanillo,Manzanillo,1473,1
0600700011079,1.1774872783395474,0.007276851117557132,0.0037768057107116487,6.126431409083621,0.0038697222658961488,Colima,Manzanillo,Manzanillo,2266,2
0600700011083,0.06467964191616628,0.0003982793059284208,0.00020040290596296757,0.3311369508578207,0.00020364272475244708,Colima,Manzanillo,Manzanillo,151,1
0600700011098,0.4076705568378974,0.00257307407420244,0.0013522550692556248,2.153654978905579,0.0014389353618721496,Colima,Manzanillo,Manzanillo,360,2
0600700011115,0.595562957937227,0.00346533423212707,0.0016661928671096481,2.9715757699453076,0.0013186645506965897,Colima,Manzanillo,Manzanillo,766,2
060070001112A,0.1642320620128476,0.0009549894613167754,0.0004710723092959668,0.8261983980977939,0.00035707091359647714,Colima,Manzanillo,Manzanillo,112,2
0600700011149,0.5405474122862831,0.0033450363811430377,0.0017573013086225068,2.8168400528103787,0.00178678487266933,Colima,Manzanillo,Manzanillo,491,2
0600700011172,0.06617366199302475,0.0003850371369030078,0.0001851325407899609,0.33017508554947805,0.0001465182834107322,Colima,Manzanillo,Manzanillo,179,4
0600700011187,0.19707847441541737,0.0011459873535801305,0.0005652867711551601,0.9914380777173529,0.00042848509631577257,Colima,Manzanillo,Manzanillo,143,3
0600700011191,1.26523833850359,0.007778396834599046,0.004199041916961893,6.631933346466173,0.004670551596994668,Colima,Manzanillo,Manzanillo,446,2
0600700011204,0.18713682339371132,0.0012005808524081668,0.0006205311222265411,0.9934974829479805,0.0006413373091858594,Colima,Manzanillo,Manzanillo,210,2
0600700011219,2.5678032945109885,0.02088829427382085,0.009939939198928112,18.180202944282147,0.008899533538424178,Colima,Manzanillo,Manzanillo,802,2
0600700011223,3.6314500455635903,0.02860253129205605,0.01360322976135804,24.800072496863642,0.01228139783846336,Colima,Manzanillo,Manzanillo,1318,3
0600700011242,4.882541929778515,0.0289894958785712,0.013435928317567597,24.408481045864633,0.011571362209622805,Colima,Manzanillo,Manzanillo,2897,3
0600700011257,3.0351189774133553,0.017433791627782344,0.008497726186621918,15.17709392194131,0.006742767284954171,Colima,Manzanillo,Manzanillo,1544,2
0600700011261,2.1449282559093814,0.012358189241394464,0.006030140561998206,10.726843594569035,0.0047097971700916,Colima,Manzanillo,Manzanillo,2391,1
0600700011295,3.843114799727274,0.022344640463995126,0.011022766782403326,19.33291295241257,0.008353386900192675,Colima,Manzanillo,Manzanillo,1825,1
0600700011308,1.9336841570700822,0.011771434709274374,0.0056651584595410805,9.90753371119239,0.00498104923051966,Colima,Manzanillo,Manzanillo,1507,1
0600700011327,1.919212454593248,0.011710724071803392,0.005882180032059718,9.912406133170409,0.0059487080470265385,Colima,Manzanillo,Manzanillo,2138,1
0600700011331,2.1569071719916555,0.013067450410053876,0.006575802544979503,11.073372607787238,0.006580425718531765,Colima,Manzanillo,Manzanillo,3145,1
0600700011346,0.1952406517633461,0.0011654569094814969,0.0005862177153672696,0.9919103910621959,0.0005735715682015652,Colima,Manzanillo,Manzanillo,244,1
0600700011350,1.1131553453754723,0.006885912718083635,0.0036053656766231994,5.798234969415138,0.0036736319860137846,Colima,Manzanillo,Manzanillo,1429,1
0600700011365,0.34308417622180465,0.002201064896081639,0.0011376403907486586,1.821412052071298,0.001175785066840742,Colima,Manzanillo,Manzanillo,521,1
060070001137A,0.3826857448491396,0.0023615358000752392,0.0012095420374886724,1.985718144290155,0.001246882225949162,Colima,Manzanillo,Manzanillo,559,1
0600700011384,0.12886909231889135,0.0007940004268118157,0.00040145350299055943,0.66217357800139,0.000409560529271665,Colima,Manzanillo,Manzanillo,82,1
0600700011401,2.701692378469959,0.016009697980879305,0.007582345398926053,13.557185697109604,0.006401540882219475,Colima,Manzanillo,Manzanillo,2113,2
060070001144A,0.5159388414703256,0.003082127367306768,0.001531027036763687,2.641890131613544,0.0013498908439576146,Colima,Manzanillo,Manzanillo,182,2
0600700011469,4.59740838506481,0.02733076923588515,0.013647004810745331,23.456004973349835,0.011904457491086913,Colima,Manzanillo,Manzanillo,2103,1
0600700011473,4.530384377626057,0.027192205008236076,0.012387690039093837,22.613734380902052,0.010781256814571611,Colima,Manzanillo,Manzanillo,3262,3
0600700011488,3.666237874054528,0.02200967414021929,0.010100016422417816,18.3226833539842,0.008923298107593545,Colima,Manzanillo,Manzanillo,2898,3
0600700011492,1.8528625358047075,0.010781039833284062,0.005183711142118905,9.244902395385402,0.004102511935500448,Colima,Manzanillo,Manzanillo,1788,1
0600700011505,4.812956498910416,0.028623481824449,0.013447531168036785,24.13372610623122,0.011438979553130849,Colima,Manzanillo,Manzanillo,2811,2
060070001151A,2.1792106167176555,0.012600850914652581,0.006147738999989208,10.896432462433792,0.004721497680980965,Colima,Manzanillo,Manzanillo,2393,1
0600700011524,1.6498971346654518,0.009673708547363106,0.004636061044054176,8.260509576106237,0.0037542527921997186,Colima,Manzanillo,Manzanillo,2181,1
0600700011539,6.734008899940987,0.041617187672858,0.020332197087510426,34.97784809502563,0.019772538671102985,Colima,Manzanillo,Manzanillo,3133,1
0600700011543,6.44740659384493,0.040479271537196326,0.01911511817958065,33.496098580027365,0.01881465690680819,Colima,Manzanillo,Manzanillo,1609,2
0600700011558,1.4476355454599288,0.008287232773875637,0.004122572936880224,7.262072486350611,0.0030993176813777887,Colima,Manzanillo,Manzanillo,1425,1
0600700011562,0.8562049867590991,0.004911008997607895,0.002441119375163731,4.292863030137218,0.0018028843236188004,Colima,Manzanillo,Manzanillo,1364,1
0600700011577,0.4931189291716766,0.0028544037298658385,0.0014115906522772664,2.4779473789142843,0.0010608503509658006,Colima,Manzanillo,Manzanillo,560,1
0600700011581,0.32540108627224407,0.0019424281824691615,0.000977029525612116,1.6531839851036603,0.0009559526136692753,Colima,Manzanillo,Manzanillo,243,1
0600700011596,2.0747557330458664,0.01262251692177678,0.0063504304803081585,10.590130504486668,0.006360914666845825,Colima,Manzanillo,Manzanillo,1650,1
0600700011609,5.220070226662327,0.03050315888432645,0.015219223802698025,26.4359002923371,0.011607110538096687,Colima,Manzanillo,Manzanillo,2629,2
0600700011613,2.442616694186456,0.014258635636510279,0.0071681889256922544,12.391675073299321,0.00523141503473179,Colima,Manzanillo,Manzanillo,2366,2
0600700011628,2.9351042852413656,0.017145121721831164,0.008679651070324102,14.88616315618681,0.006789336137404576,Colima,Manzanillo,Manzanillo,2609,1
0600700011632,2.8878153248559904,0.01665040619237844,0.008465619337141758,14.561267323535747,0.0069637674790703295,Colima,Manzanillo,Manzanillo,2068,1
0600700011647,0.6586192205839222,0.0037776992289291506,0.0018777841347413318,3.3022023308747825,0.0013868340950913848,Colima,Manzanillo,Manzanillo,867,1
0600700011651,3.0769104605580853,0.017942458331425902,0.008505390594523684,15.492941675608156,0.006921190437720156,Colima,Manzanillo,Manzanillo,2136,3
0600700011666,4.372241048311393,0.02513919171700402,0.012187360819573488,21.92660175177701,0.009861714763158008,Colima,Manzanillo,Manzanillo,2918,2
0600700011670,2.530995315909178,0.014396519255948249,0.007154323488821507,12.698306315447061,0.005573120649648104,Colima,Manzanillo,Manzanillo,965,1
0600700011685,0.6585802565272447,0.003776359184979251,0.0018790064791962267,3.302408677624136,0.001392432147388054,Colima,Manzanillo,Manzanillo,982,1
060070001169A,0.9682338626887355,0.005963956848746208,0.0030086343537030105,4.966652968010311,0.0030637411903537896,Colima,Manzanillo,Manzanillo,91,1
0600700011702,2.297925979082977,0.01530505023008608,0.007766571968030876,13.062097272879567,0.007785676378394754,Colima,Manzanillo,Manzanillo,1790,3
