sum,CVE_LOC,CVE_MUN,CVE_ENT,CVEGEO,CVE_AGEB,system:index
0.2724562887625583,0001,001,06,0600100010081,0081,00000000000000000000
0.12286045869941799,0001,001,06,060010001019A,019A,00000000000000000001
0.04532503711265089,0001,001,06,0600100010359,0359,00000000000000000002
0.40538246045745313,0001,001,06,0600100010151,0151,00000000000000000003
0.39422642237228345,0001,001,06,0600100010166,0166,00000000000000000004
0.17757369519952093,0001,001,06,0600100010202,0202,00000000000000000005
0.26384013157177544,0001,001,06,0600100010217,0217,00000000000000000006
0.7811695783850031,0001,001,06,0600100010255,0255,00000000000000000007
0.6584290264977715,0001,001,06,060010001026A,026A,00000000000000000008
0.034951413984368664,0001,001,06,0600100010344,0344,00000000000000000009
0.20547607548932278,0001,001,06,0600100010274,0274,0000000000000000000a
0.01395165899171307,0001,001,06,0600100010363,0363,0000000000000000000b
0.4007687538392154,0001,001,06,0600100010378,0378,0000000000000000000c
0.13297794441080685,0001,001,06,0600100010382,0382,0000000000000000000d
0.24740830222064142,0001,001,06,0600100010397,0397,00000000000000000010
0.003493029343109721,0001,001,06,060010001040A,040A,00000000000000000011
0.3641051039964866,0001,001,06,0600100010109,0109,00000000000000000012
0.1957781480861791,0001,001,06,0600100010147,0147,00000000000000000013
0.5119783868720172,0007,001,06,0600100070240,0240,0000000000000000000e
0.26136046481302805,0007,001,06,0600100070236,0236,00000000000000000014
0.3067570496051747,0007,001,06,0600100070221,0221,00000000000000000015
0.36179843799343603,0035,001,06,060010035033A,033A,0000000000000000000f
0.4523666219404246,0035,001,06,0600100350325,0325,00000000000000000016
0.031598950240088686,0001,002,06,060020001134A,134A,00000000000000000017
0.14370591928559656,0001,002,06,0600200011640,1640,00000000000000000018
0.7803871453279314,0001,002,06,0600200011316,1316,00000000000000000019
0.965802297793666,0001,002,06,0600200011320,1320,0000000000000000001a
0.18971943580577083,0001,002,06,0600200011373,1373,0000000000000000001b
0.44172341184527447,0001,002,06,060020001159A,159A,0000000000000000001c
0.24117062330020983,0001,002,06,0600200011617,1617,0000000000000000001d
0.14971306579949234,0001,002,06,0600200011621,1621,0000000000000000001e
0.3492613965904628,0001,002,06,0600200010676,0676,0000000000000000001f
0.5773194345472027,0001,002,06,0600200010727,0727,00000000000000000020
0.0883473916600305,0001,002,06,0600200011000,1000,00000000000000000021
0.17909729584907833,0001,002,06,0600200010977,0977,00000000000000000022
0.3237800499779794,0001,002,06,0600200011091,1091,00000000000000000023
0.34719485992472865,0001,002,06,0600200011142,1142,00000000000000000024
0.10111664076828379,0001,002,06,0600200011195,1195,00000000000000000025
0.10111664076828379,0001,002,06,0600200011208,1208,00000000000000000026
0.37506676970986674,0001,002,06,0600200011388,1388,00000000000000000027
0.38527338828220614,0001,002,06,0600200010411,0411,00000000000000000028
1.071025970631874,0001,002,06,0600200010464,0464,00000000000000000029
0.036483930550596254,0001,002,06,0600200011496,1496,0000000000000000002a
0.6588116209874936,0001,002,06,0600200010479,0479,0000000000000000002b
1.5046877100319764,0001,002,06,0600200010483,0483,0000000000000000002c
0.3479790439947984,0001,002,06,0600200011481,1481,0000000000000000002d
0.08834362569855346,0001,002,06,0600200010996,0996,0000000000000000002e
0.16292495371183963,0001,002,06,0600200010568,0568,0000000000000000002f
0.55946691614715,0001,002,06,0600200010619,0619,00000000000000000030
0.043395270687466514,0001,002,06,0600200011693,1693,00000000000000000031
0.10973534830605332,0001,002,06,0600200011104,1104,00000000000000000032
0.6659761759130955,0001,002,06,0600200011068,1068,00000000000000000033
