sum,CVE_LOC,CVE_MUN,CVE_ENT,CVEGEO,CVE_AGEB,system:index
1.2544222120123278,0001,001,06,0600100010081,0081,00000000000000000000
0.5628501310453933,0001,001,06,060010001019A,019A,00000000000000000001
0.20917748466508776,0001,001,06,0600100010359,0359,00000000000000000002
1.8656319825657954,0001,001,06,0600100010151,0151,00000000000000000003
1.7199736547027984,0001,001,06,0600100010166,0166,00000000000000000004
0.7720742330740005,0001,001,06,0600100010202,0202,00000000000000000005
1.1414534856739267,0001,001,06,0600100010217,0217,00000000000000000006
3.3283950778073947,0001,001,06,0600100010255,0255,00000000000000000007
2.909371581328855,0001,001,06,060010001026A,026A,00000000000000000008
0.16082124443533158,0001,001,06,0600100010344,0344,00000000000000000009
0.9492542122011305,0001,001,06,0600100010274,0274,0000000000000000000a
0.06436334016300696,0001,001,06,0600100010363,0363,0000000000000000000b
1.7044821525337466,0001,001,06,0600100010378,0378,0000000000000000000c
0.5790639838854784,0001,001,06,0600100010382,0382,0000000000000000000d
1.0612505044520766,0001,001,06,0600100010397,0397,00000000000000000010
0.016082336051440098,0001,001,06,060010001040A,040A,00000000000000000011
1.543856181524101,0001,001,06,0600100010109,0109,00000000000000000012
0.9005080808205475,0001,001,06,0600100010147,0147,00000000000000000013
2.3635647804467963,0007,001,06,0600100070240,0240,0000000000000000000e
1.2059477437377255,0007,001,06,0600100070236,0236,00000000000000000014
1.415021109566352,0007,001,06,0600100070221,0221,00000000000000000015
1.7077976427426456,0035,001,06,060010035033A,033A,0000000000000000000f
2.185965956988124,0035,001,06,0600100350325,0325,00000000000000000016
0.17064005419148034,0001,002,06,060020001134A,134A,00000000000000000017
0.7329136022366137,0001,002,06,0600200011640,1640,00000000000000000018
4.248850868890781,0001,002,06,0600200011316,1316,00000000000000000019
5.103501545417958,0001,002,06,0600200011320,1320,0000000000000000001a
1.023416579307531,0001,002,06,0600200011373,1373,0000000000000000001b
2.456740750697521,0001,002,06,060020001159A,159A,0000000000000000001c
1.3471225732752892,0001,002,06,0600200011617,1617,0000000000000000001d
0.8353383738794828,0001,002,06,0600200011621,1621,0000000000000000001e
1.7904748169114564,0001,002,06,0600200010676,0676,0000000000000000001f
3.052219792962857,0001,002,06,0600200010727,0727,00000000000000000020
0.47758544570401584,0001,002,06,0600200011000,1000,00000000000000000021
0.921202579742681,0001,002,06,0600200010977,0977,00000000000000000022
1.6716612377034021,0001,002,06,0600200011091,1091,00000000000000000023
1.9442979056318748,0001,002,06,0600200011142,1142,00000000000000000024
0.5460481734127371,0001,002,06,0600200011195,1195,00000000000000000025
0.5460481734127371,0001,002,06,0600200011208,1208,00000000000000000026
1.9287683291353797,0001,002,06,0600200011388,1388,00000000000000000027
1.9610581931014068,0001,002,06,0600200010411,0411,00000000000000000028
5.7476024241153505,0001,002,06,0600200010464,0464,00000000000000000029
0.1877815674886153,0001,002,06,0600200011496,1496,0000000000000000002a
3.6327919777382593,0001,002,06,0600200010479,0479,0000000000000000002b
8.38713200019888,0001,002,06,0600200010483,0483,0000000000000000002c
1.7733067533450209,0001,002,06,0600200011481,1481,0000000000000000002d
0.47757749061239096,0001,002,06,0600200010996,0996,0000000000000000002e
0.8694756236368512,0001,002,06,0600200010568,0568,0000000000000000002f
2.8663635823834857,0001,002,06,0600200010619,0619,00000000000000000030
0.22166935189138498,0001,002,06,0600200011693,1693,00000000000000000031
0.5630965907208186,0001,002,06,0600200011104,1104,00000000000000000032
3.3078735629599803,0001,002,06,0600200011068,1068,00000000000000000033
1.7582421567470778,0001,002,06,0600200011706,1706,00000000000000000034
0.7040914842297791,0001,002,06,0600200011689,1689,00000000000000000035
1.483561490841904,0001,002,06,0600200010708,0708,00000000000000000036
0.9721348326092629,0001,002,06,0600200011458,1458,00000000000000000037
1.056913102158053,0001,002,06,0600200011570,1570,00000000000000000038
0.18769966923141007,0001,002,06,0600200011585,1585,00000000000000000039
2.9510868323783814,0001,002,06,0600200010290,0290,0000000000000000003a
1.6199837266733925,0001,002,06,0600200010318,0318,0000000000000000003b
1.7229169043218258,0001,002,06,0600200010337,0337,0000000000000000003c
