sum,CVE_LOC,CVE_MUN,CVE_ENT,CVEGEO,CVE_AGEB,system:index
0.0010695765890465683,0001,001,06,0600100010081,0081,00000000000000000000
4.815840098045393E-4,0001,001,06,060010001019A,019A,00000000000000000001
2.0175038565940805E-4,0001,001,06,0600100010359,0359,00000000000000000002
0.0016483606342272345,0001,001,06,0600100010151,0151,00000000000000000003
0.0014996247264015125,0001,001,06,0600100010166,0166,00000000000000000004
6.26429398166789E-4,0001,001,06,0600100010202,0202,00000000000000000005
9.576705079844658E-4,0001,001,06,0600100010217,0217,00000000000000000006
0.002796997176271119,0001,001,06,0600100010255,0255,00000000000000000007
0.0025795937286029165,0001,001,06,060010001026A,026A,00000000000000000008
1.5486191952508564E-4,0001,001,06,0600100010344,0344,00000000000000000009
8.949161891632407E-4,0001,001,06,0600100010274,0274,0000000000000000000a
6.23980380717071E-5,0001,001,06,0600100010363,0363,0000000000000000000b
0.001370580999413126,0001,001,06,0600100010378,0378,0000000000000000000c
4.7025526640558795E-4,0001,001,06,0600100010382,0382,0000000000000000000d
8.961163729861637E-4,0001,001,06,0600100010397,0397,00000000000000000010
1.37125203723919E-5,0001,001,06,060010001040A,040A,00000000000000000011
0.0012688283893433144,0001,001,06,0600100010109,0109,00000000000000000012
8.429508549707173E-4,0001,001,06,0600100010147,0147,00000000000000000013
0.002721895437778007,0007,001,06,0600100070240,0240,0000000000000000000e
0.001336419904958374,0007,001,06,0600100070236,0236,00000000000000000014
0.001538321410129101,0007,001,06,0600100070221,0221,00000000000000000015
0.0016975216157929618,0035,001,06,060010035033A,033A,0000000000000000000f
0.0021792467468218163,0035,001,06,0600100350325,0325,00000000000000000016
1.3849710517256511E-4,0001,002,06,060020001134A,134A,00000000000000000017
2.738876585093868E-4,0001,002,06,0600200011640,1640,00000000000000000018
0.0034563560355628338,0001,002,06,0600200011316,1316,00000000000000000019
0.004419239946129027,0001,002,06,0600200011320,1320,0000000000000000001a
8.448113759035355E-4,0001,002,06,0600200011373,1373,0000000000000000001b
0.0018775183419655443,0001,002,06,060020001159A,159A,0000000000000000001c
0.0010116646822979885,0001,002,06,0600200011617,1617,0000000000000000001d
6.691191642965957E-4,0001,002,06,0600200011621,1621,0000000000000000001e
8.668100230608499E-4,0001,002,06,0600200010676,0676,0000000000000000001f
0.00175900284496566,0001,002,06,0600200010727,0727,00000000000000000020
3.648821251834105E-4,0001,002,06,0600200011000,1000,00000000000000000021
5.891635752817457E-4,0001,002,06,0600200010977,0977,00000000000000000022
9.810008084571826E-4,0001,002,06,0600200011091,1091,00000000000000000023
0.0014596590595241281,0001,002,06,0600200011142,1142,00000000000000000024
4.431907365522084E-4,0001,002,06,0600200011195,1195,00000000000000000025
4.431907365522084E-4,0001,002,06,0600200011208,1208,00000000000000000026
8.040861352613525E-4,0001,002,06,0600200011388,1388,00000000000000000027
9.734340063802627E-4,0001,002,06,0600200010411,0411,00000000000000000028
0.004743721733096925,0001,002,06,0600200010464,0464,00000000000000000029
6.897867007965874E-5,0001,002,06,0600200011496,1496,0000000000000000002a
