Año,Cve. Edo.,Entidad Fed.,Municipio,Municipio o Deleg.,PM10,PM2.5,SO2,CO,NOX,COV,NH3
2005,1,AGUASCALIENTES,1001,Aguascalientes,"1,989.63","1,232.39","2,955.66","487,747.54","17,847.57","51,355.16","3,785.86"
2005,1,AGUASCALIENTES,1002,Asientos,356.04,236.18,13.88,"13,329.82","1,606.49","3,847.42","2,240.95"
2005,1,AGUASCALIENTES,1003,Calvillo,302.59,258.75,104.15,"38,162.29","1,820.58","11,201.49",219.45
2005,1,AGUASCALIENTES,1004,Cosío,117.07,79.85,25.49,"5,367.51",486.46,"1,160.01",234.06
2005,1,AGUASCALIENTES,1005,Jesús María,768.54,607.07,848.82,"39,034.50","2,010.53","7,092.35",701.37
2005,1,AGUASCALIENTES,1006,Pabellón de Arteaga,257.42,203.33,57.95,"17,232.99",979.02,"3,244.71","2,242.53"
2005,1,AGUASCALIENTES,1007,Rincón de Romos,317.89,245.18,95.5,"22,002.98","1,321.97","3,571.56","2,573.15"
2005,1,AGUASCALIENTES,1008,San José de Gracia,74.11,50.24,11.92,"3,990.63",547.98,"2,452.04",106.54
2005,1,AGUASCALIENTES,1009,Tepezalá,654.77,442.08,"1,443.18","7,657.01","1,370.05","1,615.40",845.04
2005,1,AGUASCALIENTES,1010,El Llano,252.86,136.62,114.35,"8,874.06","1,368.58","2,979.86","6,828.99"
2005,1,AGUASCALIENTES,1011,San Francisco de los Romo,280.18,206.76,329.24,"13,684.70",878.56,"2,532.46","1,363.29"
2005,2,BAJA CALIFORNIA,2001,Ensenada,"4,088.15","3,281.34","3,874.68","597,766.52","39,329.78","78,358.93","2,889.00"
2005,2,BAJA CALIFORNIA,2002,Mexicali,"4,860.40","3,228.86","8,263.62","946,983.77","58,923.93","102,827.13","6,001.90"
2005,2,BAJA CALIFORNIA,2003,Tecate,"2,318.21","1,912.12","2,252.75","236,635.54","8,767.89","17,838.60",635.59
2005,2,BAJA CALIFORNIA,2004,Tijuana,"2,177.60","1,659.76","11,319.25","1,583,088.43","63,818.89","149,786.64","4,252.07"
2005,2,BAJA CALIFORNIA,2005,Playas de Rosarito,"1,737.88","1,499.40","7,332.01","159,404.13","10,699.18","13,724.26",477.08
2005,3,BAJA CALIFORNIA SUR,3001,Comondú,"2,831.67","2,100.20","7,766.48","40,115.19","23,859.42","21,477.84","1,308.81"
2005,3,BAJA CALIFORNIA SUR,3002,Mulegé,476.6,414.85,"1,260.70","32,140.93","7,287.40","17,230.54",502.14
2005,3,BAJA CALIFORNIA SUR,3003,La Paz,"2,814.56","1,887.54","13,741.75","183,603.70","14,040.98","49,873.32",828.47
2005,3,BAJA CALIFORNIA SUR,3008,Los Cabos,908.45,855.16,421.92,"98,654.30","6,938.81","32,807.92",742
2005,3,BAJA CALIFORNIA SUR,3009,Loreto,67.71,61.12,46.68,"7,171.31",982.93,"1,401.35",134.73
2005,4,CAMPECHE,4001,Calkiní,304.57,252.36,214.6,"9,219.98","1,243.58","52,012.39",528
2005,4,CAMPECHE,4002,Campeche,"2,392.00","1,829.27","17,991.99","71,425.86","10,973.61","107,998.96","2,197.06"
2005,4,CAMPECHE,4003,Carmen,"2,243.97","1,978.08","709,074.21","52,585.04","63,131.42","143,981.85","2,155.57"
2005,4,CAMPECHE,4004,Champotón,"1,597.23","1,220.27",586.75,"22,724.59","7,209.83","217,512.51","1,332.14"
2005,4,CAMPECHE,4005,Hecelchakán,218.07,156.65,59.85,"5,405.36","1,341.66","35,720.86",303.44
2005,4,CAMPECHE,4006,Hopelchén,484.92,268.56,26.14,"11,330.67","3,708.16","277,228.78","1,000.06"
2005,4,CAMPECHE,4007,Palizada,426.91,357.13,11.55,"2,871.01","5,016.55","34,840.09",778.46
2005,4,CAMPECHE,4008,Tenabo,91.15,59.37,45.39,"2,501.50","1,043.77","30,114.77",128.54
2005,4,CAMPECHE,4009,Escárcega,752.09,537.62,84.39,"23,713.36","4,883.73","152,499.52","1,482.29"
2005,4,CAMPECHE,4010,Calakmul,410.3,303.47,25.22,"6,863.09","6,874.69","564,101.30",487.94
2005,4,CAMPECHE,4011,Candelaria,515.23,368.81,38.54,"14,827.42","6,761.05","146,947.49","1,150.24"
2005,5,COAHUILA,5001,Abasolo,35.9,12.86,2.71,352.64,308.03,474.59,61.36
2005,5,COAHUILA,5002,Acuña,893.39,793.33,"2,111.25","33,730.31","4,108.48","11,732.49",610.45
2005,5,COAHUILA,5003,Allende,166.69,111.79,120.62,"6,872.04",432.86,"1,641.08",130.68
2005,5,COAHUILA,5004,Arteaga,291.55,160.74,107.23,"7,027.23","1,648.16","6,029.98",368.09
2005,5,COAHUILA,5005,Candela,75.91,31.69,5,"1,171.33",713.97,"1,260.54",115.36
2005,5,COAHUILA,5006,Castaños,167.3,71.71,164.13,"6,982.32","2,316.34","4,772.92",361.26
2005,5,COAHUILA,5007,Cuatro Ciénegas,138.28,84.81,59.15,"4,653.46","2,615.09","3,769.37",200.07
2005,5,COAHUILA,5008,Escobedo,35.75,20.13,1.39,727.3,493.01,791.32,148.79
2005,5,COAHUILA,5009,Francisco I. Madero,399.85,280.06,145.65,"11,639.30","2,210.75","5,372.08",903.87
2005,5,COAHUILA,5010,Frontera,370.57,279.75,674.15,"13,929.49","1,480.18","3,553.80",234.59
2005,5,COAHUILA,5011,General Cepeda,155.54,78.39,8.07,"2,167.76","2,282.86","4,975.34",549.56
2005,5,COAHUILA,5012,Guerrero,80.73,24.78,6.63,817.89,"1,713.10","3,207.45",179.66
2005,5,COAHUILA,5013,Hidalgo,376.76,89.21,0.55,562.06,871.17,"1,637.32",328.05
2005,5,COAHUILA,5014,Jiménez,93.6,58.25,12.75,"2,938.74","1,433.78","2,917.91",272.1
2005,5,COAHUILA,5015,Juárez,89.86,25.3,0.55,607.56,"1,157.91","2,035.83",96.62
2005,5,COAHUILA,5016,Lamadrid,22.42,13.9,1,550.37,208.46,537.91,25.5
2005,5,COAHUILA,5017,Matamoros,518.72,363.29,121.42,"20,801.31","2,656.80","7,733.07","1,487.58"
2005,5,COAHUILA,5018,Monclova,"12,976.97","10,980.43","4,434.37","50,841.48","5,734.60","9,493.34",605.99
2005,5,COAHUILA,5019,Morelos,97.93,49.85,72.24,"2,936.44",586.72,"1,499.97",89.94
2005,5,COAHUILA,5020,Múzquiz,472.48,362.64,210.68,"17,416.46","2,743.75","10,809.37",584.63
2005,5,COAHUILA,5021,Nadadores,65.72,36.22,4.3,"1,484.55",563.87,"1,175.10",131.06
2005,5,COAHUILA,5022,Nava,"6,542.19","2,861.62","219,177.94","7,898.69","107,348.63","4,163.01","11,116.44"
2005,5,COAHUILA,5023,Ocampo,462.27,387.33,"6,152.50","1,960.08","4,174.44","6,899.27",227.15
2005,5,COAHUILA,5024,Parras,431.69,275.76,203.58,"11,627.32","1,365.07","2,964.52",603.91
2005,5,COAHUILA,5025,Piedras Negras,349.09,195.79,"1,124.94","37,860.49","5,516.04","13,339.16",437.01
2005,5,COAHUILA,5026,Progreso,103.86,37.95,2.01,"1,212.46","1,220.32","2,123.09",125.37
2005,5,COAHUILA,5027,Ramos Arizpe,"1,098.79",713.49,"4,117.49","18,016.22","7,107.15","8,938.89","1,205.55"
2005,5,COAHUILA,5028,Sabinas,378.61,306.57,385.09,"15,089.45","1,295.03","3,684.09",335.9
2005,5,COAHUILA,5029,Sacramento,23.17,12.92,3.19,516.58,216.65,448.16,46.14
2005,5,COAHUILA,5030,Saltillo,"1,611.65",871.93,"6,168.83","180,019.64","11,466.33","35,137.52","2,525.45"
2005,5,COAHUILA,5031,San Buenaventura,141.95,111.06,84.85,"4,673.12","1,612.01","3,351.63",317.27
2005,5,COAHUILA,5032,San Juan de Sabinas,266.22,223.86,576.32,"12,052.37",906.02,"2,868.74",225.21
2005,5,COAHUILA,5033,San Pedro,792.8,533.59,354.63,"19,388.41","4,878.99","9,878.06","1,192.17"
2005,5,COAHUILA,5034,Sierra Mojada,53.62,39.22,6.4,842.47,"1,443.96","1,052.09",213.08
2005,5,COAHUILA,5035,Torreón,"2,034.88","1,591.53","7,111.81","109,903.43","7,529.61","22,227.17","2,369.92"
2005,5,COAHUILA,5036,Viesca,153.95,105.25,13.06,"4,093.27","2,107.78","4,049.76",751.72
2005,5,COAHUILA,5037,Villa Unión,105.7,47.05,2.8,"2,312.60","1,076.41","2,003.39",224.57
2005,5,COAHUILA,5038,Zaragoza,261.15,162.74,65.99,"6,280.81","2,380.90","7,362.25",421.97
2005,6,COLIMA,6001,Armería,142.9,67.13,49.86,"18,634.54","1,635.87","9,420.28",244.6
2005,6,COLIMA,6002,Colima,792.32,296.84,350.28,"85,783.86","4,938.52","20,537.34",923.95
2005,6,COLIMA,6003,Comala,146.69,88.15,21.96,"14,516.87","1,059.35","5,382.57",308.84
2005,6,COLIMA,6004,Coquimatlán,151.73,86.91,17.1,"13,466.09","1,289.91","10,059.03",259.5
2005,6,COLIMA,6005,Cuauhtémoc,"1,762.26","1,617.28","1,319.77","35,589.12","3,039.86","6,827.49",575.35
2005,6,COLIMA,6006,Ixtlahuacán,132.94,73.65,7.08,"4,142.07",686.66,"10,299.85",132.32
2005,6,COLIMA,6007,Manzanillo,"8,936.88","6,583.05","179,259.29","53,086.95","18,684.41","36,693.71",981.35
2005,6,COLIMA,6008,Minatitlán,125.26,68.6,6.16,"4,817.85",468.78,"7,000.37",158.71
2005,6,COLIMA,6009,Tecomán,488.04,267.64,"4,337.38","58,069.05","6,023.32","18,797.09",961.47
2005,6,COLIMA,6010,Villa de Álvarez,208.12,95.61,128.75,"47,796.82","2,128.09","9,090.39",399.51
2005,7,CHIAPAS,7001,Acacoyagua,135.9,82.44,6.33,820.55,250.22,"5,624.58",100.83
2005,7,CHIAPAS,7002,Acala,244.33,147.32,17.19,"1,760.59",942.42,"5,781.62",256.45
2005,7,CHIAPAS,7003,Acapetahua,429.78,194.72,13.48,"2,900.83","1,772.22","5,027.21",409.1
2005,7,CHIAPAS,7004,Altamirano,175.57,132.27,5.11,"1,347.37",446.76,"9,076.24",185.32
2005,7,CHIAPAS,7005,Amatán,144.6,101.34,2.31,725.34,541.64,"8,050.77",267.17
2005,7,CHIAPAS,7006,Amatenango de la Frontera,203.56,151.58,6.31,"1,839.38",427.52,"2,342.20",154.36
2005,7,CHIAPAS,7007,Amatenango del Valle,63.46,47.57,24.52,358.93,219.44,712.45,62.59
2005,7,CHIAPAS,7008,Angel Albino Corzo,242.96,164.98,18.49,"2,389.12",897.25,"12,264.55",734.61
2005,7,CHIAPAS,7009,Arriaga,236.91,199.18,95.1,"5,833.58","1,345.96","12,304.30",519.81
2005,7,CHIAPAS,7010,Bejucal de Ocampo,43.74,33.04,0.47,262.34,52.42,177.7,59.58
2005,7,CHIAPAS,7011,Bella Vista,127.8,90.95,1.83,"1,102.60",437.32,"2,555.00",137.6
2005,7,CHIAPAS,7012,Berriozábal,187.04,162.39,30.69,"3,267.80",687.43,"8,415.25",354.95
2005,7,CHIAPAS,7013,Bochil,173.63,136.65,8.64,"1,874.90",363.45,"3,581.35",224.59
2005,7,CHIAPAS,7014,El Bosque,123.14,83.61,3.27,768.92,289.63,"2,971.37",149.69
2005,7,CHIAPAS,7015,Cacahoatán,237.17,197.66,13.29,"3,560.97",668.65,"6,324.90",525
2005,7,CHIAPAS,7016,Catazajá,163.92,91.93,3.99,"1,006.10",998.99,"3,780.35",504.9
2005,7,CHIAPAS,7017,Cintalapa,"2,078.43","1,727.36",223.88,"22,905.00","3,754.33","36,541.21","1,106.42"
2005,7,CHIAPAS,7018,Coapilla,61.17,40.86,2.99,281,110.16,"2,056.75",354.33
2005,7,CHIAPAS,7019,Comitán de Domínguez,762.85,605.95,125.79,"22,144.77","2,717.20","10,287.64",659.58
2005,7,CHIAPAS,7020,La Concordia,656.73,463.78,38.64,"5,862.71","3,877.18","50,527.93","1,117.22"
2005,7,CHIAPAS,7021,Copainalá,129.35,100.16,6.68,"1,692.70",527.73,"10,031.79",320.98
2005,7,CHIAPAS,7022,Chalchihuitán,109.1,72.45,1.53,494.53,196.26,"5,058.55",102.04
2005,7,CHIAPAS,7023,Chamula,371.5,319,6.64,"3,393.08",770.57,"3,621.00",354.54
2005,7,CHIAPAS,7024,Chanal,58.98,45.02,1.19,325.33,317.5,929.17,56.14
2005,7,CHIAPAS,7025,Chapultenango,48.44,35.59,1.38,257.28,282.73,"6,060.80",162.36
2005,7,CHIAPAS,7026,Chenalhó,208.62,158.57,3.55,"1,230.81",693.71,"1,991.22",168.02
2005,7,CHIAPAS,7027,Chiapa de Corzo,791.97,492.24,413.8,"8,621.86","2,433.75","13,541.26",424.25
2005,7,CHIAPAS,7028,Chiapilla,47.59,28.31,2.48,192.5,177.34,479.86,63.03
2005,7,CHIAPAS,7029,Chicoasén,33.27,25.43,1.89,184.22,45.26,"3,054.59",55.04
2005,7,CHIAPAS,7030,Chicomuselo,251.1,163.92,7.1,"2,029.57",914.03,"6,747.56",692.66
2005,7,CHIAPAS,7031,Chilón,663.18,488.59,10.92,"4,350.69","1,583.20","47,130.59","1,005.23"
2005,7,CHIAPAS,7032,Escuintla,271.02,158.2,12.86,"1,785.39",788.64,"9,580.26",257.17
2005,7,CHIAPAS,7033,Francisco León,44.58,32.12,0.41,229.7,367.63,"5,108.38",139.9
2005,7,CHIAPAS,7034,Frontera Comalapa,453.28,304.93,23.85,"5,847.48","1,722.64","10,927.83",839.53
2005,7,CHIAPAS,7035,Frontera Hidalgo,119.11,65.3,2.09,425.22,494.39,"1,255.07",92.83
2005,7,CHIAPAS,7036,La Grandeza,46.06,34.14,0.95,316.15,100.99,302.17,55.74
2005,7,CHIAPAS,7037,Huehuetán,352.39,193.77,9.85,"2,777.05","1,436.67","3,610.21",210.62
2005,7,CHIAPAS,7038,Huixtán,124.98,100.85,1.54,780.58,"1,217.71","3,004.50",102.68
2005,7,CHIAPAS,7039,Huitiupán,182.94,112.2,1.91,739.2,637.45,"10,466.06",255.61
2005,7,CHIAPAS,7040,Huixtla,"2,037.95","1,885.07",211.21,"15,169.97","2,295.34","6,389.81",498.47
2005,7,CHIAPAS,7041,La Independencia,332.93,206.62,9.47,"3,341.70","1,001.08","7,602.52",500.03
2005,7,CHIAPAS,7042,Ixhuatán,56.84,43.37,1.75,328.7,244.49,"3,272.62",65.5
2005,7,CHIAPAS,7043,Ixtacomitán,56.26,46.32,3.2,713.77,332.74,"2,136.20",206.06
2005,7,CHIAPAS,7044,Ixtapa,244.17,184.11,11.78,"1,983.39",430.32,"1,378.87",155.65
2005,7,CHIAPAS,7045,Ixtapangajoya,30.09,23.7,0.45,178.27,283.4,"1,423.84",142.13
2005,7,CHIAPAS,7046,Jiquipilas,846.38,650.84,61.74,"7,840.12","2,891.20","20,926.16",850.7
2005,7,CHIAPAS,7047,Jitotol,110.87,87.62,8.73,"1,163.28",200.09,"2,266.31",111.88
2005,7,CHIAPAS,7048,Juárez,142.66,105.36,8.75,"2,048.57","2,423.62","10,216.44",345.97
2005,7,CHIAPAS,7049,Larráinzar,118,87.44,2.66,697.99,329.9,961.29,95.08
2005,7,CHIAPAS,7050,La Libertad,70.86,33.43,1.97,277.38,"1,105.79","2,750.62",442.89
2005,7,CHIAPAS,7051,Mapastepec,936.88,392.64,20.69,"3,995.54","2,375.00","32,443.76",842.52
2005,7,CHIAPAS,7052,Las Margaritas,749.08,514.37,20.83,"6,568.23","3,217.42","49,966.64",868.69
2005,7,CHIAPAS,7053,Mazapa de Madero,49.06,40.9,0.87,442.54,127.57,"1,929.03",57.55
2005,7,CHIAPAS,7054,Mazatán,283.22,154.74,10.05,"1,892.43","1,355.46","4,046.63",269.16
2005,7,CHIAPAS,7055,Metapa,43.23,26.71,1.39,174.78,144.4,386.67,33
2005,7,CHIAPAS,7056,Mitontic,54.39,43.92,0.78,325.66,57.89,252.78,40.02
2005,7,CHIAPAS,7057,Motozintla,420.08,306.49,24.78,"4,966.03","1,600.90","9,124.54",306.21
2005,7,CHIAPAS,7058,Nicolás Ruíz,43.01,23.63,0.3,147.03,130.49,575.44,61.69
2005,7,CHIAPAS,7059,Ocosingo,"1,512.62","1,142.70",66.14,"12,265.49","7,388.49","407,838.98","1,470.78"
2005,7,CHIAPAS,7060,Ocotepec,65.62,51.77,1.88,395.6,16.9,"1,514.40",38.71
2005,7,CHIAPAS,7061,Ocozocoautla de Espinosa,644.98,440.41,91.48,"7,161.13","2,064.44","56,421.42",606.82
2005,7,CHIAPAS,7062,Ostuacán,166.46,107.17,4.52,980.09,"1,684.48","7,697.91",786.19
2005,7,CHIAPAS,7063,Osumacinta,36.84,20.66,1.59,128.49,36.03,"2,011.16",66.44
2005,7,CHIAPAS,7064,Oxchuc,251.4,202.31,5.69,"1,750.10",474.47,"1,585.30",201.73
2005,7,CHIAPAS,7065,Palenque,758.11,518.36,40.86,"8,901.65","4,973.86","57,025.65","1,801.02"
2005,7,CHIAPAS,7066,Pantelhó,119.4,94.31,3.22,709.19,458.57,"1,268.72",152.46
2005,7,CHIAPAS,7067,Pantepec,56.24,47.08,1.17,374.45,89.8,"2,981.78",58.59
2005,7,CHIAPAS,7068,Pichucalco,250.6,189.49,270.71,"2,786.90","3,989.04","8,301.14",866.21
2005,7,CHIAPAS,7069,Pijijiapan,284.59,229.47,22.24,"4,127.32","2,810.39","33,769.81","1,307.05"
2005,7,CHIAPAS,7070,El Porvenir,85.57,70.09,1.8,736.58,165.91,611.89,105.87
2005,7,CHIAPAS,7071,Villa Comaltitlán,218.49,149.99,8.95,"2,101.63","1,417.42","5,164.53",204.12
2005,7,CHIAPAS,7072,Pueblo Nuevo Solistahuacán,185.25,140.3,7.32,"1,625.22",270.57,"4,168.30",213.74
2005,7,CHIAPAS,7073,Rayón,46.75,39.26,6.11,312.3,74.59,"2,934.81",56.23
2005,7,CHIAPAS,7074,Reforma,510.02,470.55,"15,169.48","8,128.03","4,958.48","14,335.03",635.6
2005,7,CHIAPAS,7075,Las Rosas,169.44,132.16,16.56,"2,144.64",742.71,"2,239.94",111.41
2005,7,CHIAPAS,7076,Sabanilla,185.47,125.09,2.17,899.7,291.55,"5,846.20",224.16
2005,7,CHIAPAS,7077,Salto de Agua,426.47,284.6,9.53,"2,200.82","1,837.19","26,410.29",726.21
2005,7,CHIAPAS,7078,San Cristóbal de las Casas,893.79,809.61,147.92,"33,296.06","1,530.69","7,299.12",504.05
2005,7,CHIAPAS,7079,San Fernando,179.65,144.47,14.32,"2,250.99",497.03,"7,215.84",183.19
2005,7,CHIAPAS,7080,Siltepec,279.27,199.59,6.58,"2,298.28",808.59,"27,558.77",287.44
2005,7,CHIAPAS,7081,Simojovel,282.14,178.38,9.3,"1,804.14",646.77,"5,001.42",266.47
2005,7,CHIAPAS,7082,Sitalá,75.24,54.8,2.23,421.64,146.2,553.8,133.1
2005,7,CHIAPAS,7083,Socoltenango,173.08,100.98,4.7,"1,276.24","1,436.77","5,677.64",320.88
2005,7,CHIAPAS,7084,Solosuchiapa,53.64,39.02,1.33,299.87,355.13,"2,950.05",255.66
2005,7,CHIAPAS,7085,Soyaló,65.56,45.97,3.63,423.34,139.84,822.31,63.63
2005,7,CHIAPAS,7086,Suchiapa,135.7,95.7,10.26,"1,858.67",505.44,"4,745.25",188.54
2005,7,CHIAPAS,7087,Suchiate,229.81,168.64,14.15,"3,435.27","1,139.45","3,034.29",200.3
2005,7,CHIAPAS,7088,Sunuapa,21.97,13.62,0.52,104.99,216.98,"1,182.96",179.89
2005,7,CHIAPAS,7089,Tapachula,"1,740.29","1,406.74",287.72,"44,128.25","5,716.10","18,600.76","1,162.31"
2005,7,CHIAPAS,7090,Tapalapa,33.63,26.84,1.38,231.05,60.57,"2,448.65",37.2
2005,7,CHIAPAS,7091,Tapilula,59.28,48.29,3.77,854.25,129.56,776.72,62.24
2005,7,CHIAPAS,7092,Tecpatán,236.01,184.27,11.28,"2,424.05","2,303.74","15,989.44",857.11
2005,7,CHIAPAS,7093,Tenejapa,236.48,186.48,5.05,"1,600.27",659.91,"2,563.68",142.88
2005,7,CHIAPAS,7094,Teopisca,196.72,159.88,18.57,"3,280.83",277.38,"1,770.41",152.18
2005,7,CHIAPAS,7096,Tila,442.19,321.52,8.81,"2,540.08","1,784.66","18,439.19",484.34
2005,7,CHIAPAS,7097,Tonalá,434.15,384.77,50.05,"7,961.64","2,972.81","32,507.51",970.49
2005,7,CHIAPAS,7098,Totolapa,66.94,36.03,1.84,214.71,312.85,"1,592.11",91.46
2005,7,CHIAPAS,7099,La Trinitaria,518.2,330.45,11.76,"6,759.92","2,442.30","23,679.18",793.53
2005,7,CHIAPAS,7100,Tumbalá,198.15,146.03,2.59,"1,128.06",642.36,"11,657.82",249.45
2005,7,CHIAPAS,7101,Tuxtla Gutiérrez,"1,632.73",421.77,530.3,"110,660.41","5,387.08","22,884.11","1,335.45"
2005,7,CHIAPAS,7102,Tuxtla Chico,254.27,190.05,11.17,"2,926.27",786.19,"1,933.20",236.94
2005,7,CHIAPAS,7103,Tuzantán,183.86,134.3,6.34,"1,545.14","1,059.64","2,736.06",122.07
2005,7,CHIAPAS,7104,Tzimol,121.06,80.78,5.2,785.42,"1,346.28","5,263.61",273.5
2005,7,CHIAPAS,7105,Unión Juárez,88.31,69.66,3.47,550.99,305.8,"1,148.21",56.48
2005,7,CHIAPAS,7106,Venustiano Carranza,"3,279.18","2,973.71",200.95,"20,445.77","4,554.14","14,937.69",927.69
2005,7,CHIAPAS,7107,Villa Corzo,"1,012.66",710.91,76.03,"9,039.90","3,611.32","49,167.29","1,589.20"
2005,7,CHIAPAS,7108,Villaflores,852.49,612.4,178.95,"11,665.30","3,815.57","32,043.90","6,653.53"
2005,7,CHIAPAS,7109,Yajalón,185.16,152.45,16.49,"2,213.76",750.72,"5,484.40",219.85
2005,7,CHIAPAS,7110,San Lucas,53.05,32.99,1.93,216.59,383.85,963.25,74.16
2005,7,CHIAPAS,7111,Zinacantán,221.28,169.55,10.41,"1,789.09",345.61,"1,330.19",123.96
2005,7,CHIAPAS,7112,San Juan Cancuc,164.28,124.41,2.43,915.37,558.35,"1,517.48",126.8
2005,7,CHIAPAS,7113,Aldama,23.39,22.39,0.33,223.18,290.53,768.24,16.53
2005,7,CHIAPAS,7114,Benemérito de las Américas,135.97,84.39,5.52,"1,271.20","1,358.94","38,889.09",194.62
2005,7,CHIAPAS,7115,Maravilla Tenejapa,52.14,49.79,1.19,400.54,680.18,"25,630.55",52.61
2005,7,CHIAPAS,7116,Marqués de Comillas,104.16,53.67,1.46,313.58,860.27,"37,342.58",159.05
2005,7,CHIAPAS,7117,Montecristo de Guerrero,31.83,30.37,1.11,421.18,209.17,"6,225.59",18.3
2005,7,CHIAPAS,7118,San Andrés Duraznal,14.99,14.35,0.2,111.65,151.94,"1,192.58",8.2
2005,7,CHIAPAS,7119,Santiago el Pinar,13.6,13.02,0.18,103.12,120.95,385.95,7.61
2005,8,CHIHUAHUA,8001,Ahumada,349.27,148.6,46.4,"11,006.94","3,931.80","4,606.24",336.84
2005,8,CHIHUAHUA,8002,Aldama,280.17,110.95,60.57,"18,132.64","3,127.64","4,748.16",244.3
2005,8,CHIHUAHUA,8003,Allende,280.61,102.48,7.39,"7,572.44","1,519.32","2,510.59",200.46
2005,8,CHIHUAHUA,8004,Aquiles Serdán,38.69,36.88,2.47,"4,259.39",218.05,611.42,16.63
2005,8,CHIHUAHUA,8005,Ascensión,461.58,235.5,549.17,"15,921.01","3,716.43","5,347.30",591.14
2005,8,CHIHUAHUA,8006,Bachíniva,312.37,119.98,6.6,"7,189.70","1,427.15","4,692.57",462.72
2005,8,CHIHUAHUA,8007,Balleza,186.64,119.16,7.07,"9,177.92","1,464.62","12,092.26","1,083.15"
2005,8,CHIHUAHUA,8008,Batopilas,80.84,69.02,10.6,"1,556.73",703.73,"12,978.06",105.54
2005,8,CHIHUAHUA,8009,Bocoyna,259.81,186.79,33.54,"21,922.13","2,581.56","6,819.66",319.3
2005,8,CHIHUAHUA,8010,Buenaventura,448.54,212.07,353.5,"22,948.31","2,899.92","10,105.25",610.6
2005,8,CHIHUAHUA,8011,Camargo,637.64,332.44,203.15,"35,846.42","3,922.70","6,794.77",315.17
2005,8,CHIHUAHUA,8012,Carichí,172.14,81.2,4.15,"6,356.54","1,821.81","10,408.00",267.59
2005,8,CHIHUAHUA,8013,Casas Grandes,196.17,108.9,10.87,"15,075.36","1,706.74","11,226.34",237.28
2005,8,CHIHUAHUA,8014,Coronado,53.27,21.89,1.23,"2,576.02",711.21,897.38,42.13
2005,8,CHIHUAHUA,8015,Coyame del Sotol,28.45,11.68,0.76,"2,337.54","1,292.09","2,871.86",16.32
2005,8,CHIHUAHUA,8016,La Cruz,101.75,38.88,2.67,"3,714.31",583.37,"1,749.86",48.95
2005,8,CHIHUAHUA,8017,Cuauhtémoc,"1,952.23","1,121.96","2,494.77","121,441.92","11,122.18","26,640.36","3,164.85"
2005,8,CHIHUAHUA,8018,Cusihuiriachi,484.24,174.78,8.28,"10,810.40","2,238.08","6,827.67",762.26
2005,8,CHIHUAHUA,8019,Chihuahua,"2,690.14","1,640.88","4,453.41","568,362.59","36,374.23","64,612.64","4,034.36"
2005,8,CHIHUAHUA,8020,Chínipas,60.07,47.52,2.19,"1,246.59",392.4,"13,099.16",62.12
2005,8,CHIHUAHUA,8021,Delicias,"2,047.95","1,468.26","24,268.37","83,560.67","6,903.74","11,398.95","3,255.71"
2005,8,CHIHUAHUA,8022,Dr. Belisario Domínguez,71.22,31.33,2.12,"4,940.96","1,235.40","2,506.70",100.7
2005,8,CHIHUAHUA,8023,Galeana,92.06,42.86,92.95,"6,276.53",967.42,"2,597.49",96.49
2005,8,CHIHUAHUA,8024,Santa Isabel,126.34,53.81,6.72,"9,074.81",990.3,"1,889.47",181.46
2005,8,CHIHUAHUA,8025,Gómez Farías,232.46,108.98,99.67,"10,038.72","1,634.06","3,805.13",390.77
2005,8,CHIHUAHUA,8026,Gran Morelos,88.96,38.57,2.88,"6,280.97","1,058.00","2,142.69",129.67
2005,8,CHIHUAHUA,8027,Guachochi,425.82,316.26,38.89,"17,753.11","3,326.98","13,772.86",561.53
2005,8,CHIHUAHUA,8028,Guadalupe,92.49,58.8,17.6,"11,755.82","1,412.67","3,207.94",94.71
2005,8,CHIHUAHUA,8029,Guadalupe y Calvo,558.11,429.52,84.26,"12,870.46","4,048.74","22,702.46",577.66
2005,8,CHIHUAHUA,8030,Guazapares,85.41,66.03,5.51,"2,162.66",777.58,"7,876.53",84.71
2005,8,CHIHUAHUA,8031,Guerrero,857.39,404.52,46.08,"33,920.46","6,450.54","23,230.18","1,189.73"
2005,8,CHIHUAHUA,8032,Hidalgo del Parral,650.68,533.59,347.24,"94,739.33","4,932.73","10,038.56",350.42
2005,8,CHIHUAHUA,8033,Huejotitán,18.05,8.68,0.4,42.62,452.19,"1,571.63",32.35
2005,8,CHIHUAHUA,8034,Ignacio Zaragoza,178.09,83.97,53.49,"9,513.21","1,725.22","8,312.81",311.49
2005,8,CHIHUAHUA,8035,Janos,320.32,140.9,8.95,"10,278.88","2,865.16","12,247.29",546.42
2005,8,CHIHUAHUA,8036,Jiménez,881.11,366.52,137.82,"25,952.10","4,079.60","7,460.52",450.28
2005,8,CHIHUAHUA,8037,Juárez,"3,566.13","2,487.05","43,698.07","457,116.95","40,010.04","66,917.26","3,463.05"
2005,8,CHIHUAHUA,8038,Julimes,95.88,43.1,4.1,"6,535.77","1,077.91","2,266.05",88.83
2005,8,CHIHUAHUA,8039,López,134.4,49.61,3.62,"4,807.12","1,145.63","2,159.92",88.59
2005,8,CHIHUAHUA,8040,Madera,511.02,310.12,68.85,"32,055.34","4,075.83","27,792.30","1,375.65"
