CVE Estado,Estado,CVE Municipio,Municipio,  PM10,  PM2.5,  SO2,  CO,  NOX,  COV,  NH3
21,Puebla,021,Atzala,0.0017,0.0017,0,0.0093,0.0546,0.0009,0
21,Puebla,034,Coronango,0.731763768,0.608515224,0.0268,3.7699,4.4889,51.3296,0.144
21,Puebla,035,Coxcatlán,0,0,0,0,0,0,0
21,Puebla,040,Cuautinchán,128.8342074,79.87720861,1142.247635,59.5553,1708.6475,6.9716,0.2136
21,Puebla,041,Cuautlancingo,563.0765733,538.1181107,6.843925274,796.8393383,1222.842626,937.2263036,2.203522556
21,Puebla,051,Chietla,2047.907,1168.8054,0,332.993,199.7958,0,0
21,Puebla,054,Chignautla,0.0937,0.0937,0,0.5247,3.0924,0.0529,0
21,Puebla,071,Huauchinango,1.665047375,0.274491061,0.0608,0.0711,1.3236,0.0032,0
21,Puebla,074,Huejotzingo,28.11133389,22.83965749,151.9796,521.8794,3579.5627,145.860604,1.1036
21,Puebla,076,Hueytamalco,0.0127,0.0127,0,0.071,0.4185,0.0072,0
21,Puebla,085,Izúcar de Matamoros,10.10272556,6.809010704,44.46,0.1415,2.8377,0.014,0
21,Puebla,104,Nopalucan,26.7164,17.4027,480.1881,4.1121,44.7563,0.2333,0.6467
21,Puebla,109,Pahuatlán,0.4409,0.4409,0.0347,4.8724,5.8005,0.319,0.1862
21,Puebla,110,Palmar de Bravo,20.14930214,12.52137732,1167.208995,633.6355213,1445.10959,6.1771,0.3103
21,Puebla,114,Puebla,124.4146717,82.80627771,440.2668795,146.6647768,405.3150906,146.9208186,5.246606531
21,Puebla,115,Quecholac,0.68678998,0.63622739,0.0404,5.669,6.7487,0.3712,0.2166
21,Puebla,117,Rafael Lara Grajales,35.0722,22.8509,630.3087,5.4548,59.0785,0.3119,0.8493
21,Puebla,119,San Andrés Cholula,1.553507,1.149741,14.0921,4.4874,6.9402,0.296,0.1822
21,Puebla,128,San José Chiapa,0.7158,0.7158,0.0565,7.9112,9.4181,139.118,0.3024
21,Puebla,132,San Martín Texmelucan,24.2835,22.1369,112.0086,434.3912,2515.5459,308.2362,4.4054
21,Puebla,134,San Matías Tlalancaleca,0.3503,0.2281,6.3001,0.0528,0.5808,0.003,0.0085
21,Puebla,136,San Miguel Xoxtla,131.2181,103.3521,20.39055,223.8819,282.185458,42.063052,8.5572
21,Puebla,140,San Pedro Cholula,1.847125828,1.199325828,30.48493888,1.474843365,6.60091353,0.091389744,0.132242013
21,Puebla,143,San Salvador el Verde,0.0059,0.0015,0.0334,0.0294,0.1175,0.0012,0.0047
21,Puebla,144,San Salvador Huixcolotla,27.5112,17.9187,494.8439,4.5596,45.6192,0.2553,0.664
21,Puebla,149,Santiago Miahuatlán,0.1791,0.0999,0.5998,0.9398,4.5388,11.0758054,0.0845
21,Puebla,153,Tecali de Herrera,11.07215589,3.924787709,38.7241,0.3245,3.5699,0.0182,0.0519
21,Puebla,156,Tehuacán,7.1095,4.6426,96.4694,1.3669,12.0706,0.0872,0.178
21,Puebla,161,Tepanco de López,0.0148,0.0148,0,0.083,0.4892,0.0084632,0
21,Puebla,164,Tepeaca,2.417812259,1.513320218,156.7215,0.423,9.87,0.0494,0
21,Puebla,174,Teziutlán,151.1904426,112.6494723,0.1478,4.877,15.1175,0.3842632,0.1273
21,Puebla,180,Tlahuapan,0.24091996,0.21005088,0.0073,0.9725,2.8335,0.11976,0.0239
21,Puebla,186,Tlatlauquitepec,0.2765,0.177,4.8774,0.0796,0.602,0.0038,0.0128
21,Puebla,197,Xicotepec,0.0004,0.0004,0,0.004,0.0068,0,0
22,Querétaro,004,Cadereyta de Montes,149.4834027,106.5889516,896.0513,2.4185,56.4315,0.2822,0
22,Querétaro,005,Colón,3.719293954,3.585757604,0.137689974,12.04739527,14.46304984,34.74761939,0.429547908
22,Querétaro,006,Corregidora,8.501683068,4.278798174,10.5556,23.5206,68.7814,22.559626,0.3774
22,Querétaro,007,Ezequiel Montes,2.8636,0.705508,0.0047,0.6544,0.7791,0.0428,0.025
22,Querétaro,008,Huimilpan,2.895016,1.72083,0,0,0,0,0
22,Querétaro,011,El Marqués,112.9845429,58.80578959,56.04686849,110.7999948,1632.644195,1739.672739,4.036508071
22,Querétaro,012,Pedro Escobedo,506.5111022,506.440452,7.485900442,803.8813019,1260.80046,20.8372,0.3799
22,Querétaro,014,Querétaro,141.0470671,113.3481413,3.077109007,371.6762126,600.2646981,1667.691974,11.193458
22,Querétaro,016,San Juan del Río,171.9300146,112.3239893,999.4578037,422.1531771,1004.99054,1229.559577,17.10465468
22,Querétaro,017,Tequisquiapan,0,0,0,0,0,0,0
22,Querétaro,018,Tolimán,24.33861778,14.89063898,0,0,0,0,0
23,Quintana Roo,001,Cozumel,5.151483478,1.365358478,3.676768696,5.906631652,74.97192174,0.919880937,0
23,Quintana Roo,003,Isla Mujeres,0.211983067,0.211983067,0.197529676,0.643657676,2.987034126,0.197635668,0
23,Quintana Roo,004,Othón P. Blanco,2095.923295,1193.843049,19.371172,4.2306,281.8228507,9.21460844,0.0098
23,Quintana Roo,005,Benito Juárez,48.48481825,27.81859613,37.69253292,69.3057936,539.9204026,16.96954407,0.125
23,Quintana Roo,007,Lázaro Cárdenas,15.6896,1.9612,14.656,47.9917,222.9767,14.3778,0
23,Quintana Roo,008,Solidaridad,21.42908785,17.91631085,8.480465948,27.63390855,128.2411924,8.485016442,0
24,San Luis Potosí,008,Cerritos,25.677466,15.92002892,39.34760312,1750.168529,6674.619756,7.1051,0.0473
24,San Luis Potosí,009,Cerro de San Pedro,96.63477,69.625352,0,0,0,0,0
24,San Luis Potosí,013,Ciudad Valles,4698.788659,2687.054875,340.34553,756.4495369,542.9446224,16.8197,0.6111
24,San Luis Potosí,015,Charcas,1.956,1.387,0,0,0,0,0
24,San Luis Potosí,018,Huehuetlán,38.5215,25.0901,692.8881,5.807,63.8768,0.3251,0.9292
24,San Luis Potosí,020,Matehuala,0,0,0,0,0,5.72043204,0
24,San Luis Potosí,028,San Luis Potosí,528.6164669,375.8168165,560.1149755,574.6919227,1863.835951,1706.146942,17.07687627
24,San Luis Potosí,035,Soledad de Graciano Sánchez,54.558366,34.3205865,829.6845,12.6109,84.8305,5.365231,1.3686
24,San Luis Potosí,036,Tamasopo,967.2918,550.989,0,313.955,188.373,0,0
24,San Luis Potosí,037,Tamazunchale,1143.5451,1143.538013,15.6037,1791.906,6991.5551,45.9132,0.0163
24,San Luis Potosí,040,Tamuín,168.936693,103.8876014,16350.00059,1066.771286,2583.488829,39.1956,0.2874
24,San Luis Potosí,048,Villa de la Paz,205.8462,148.312187,0,0,0,0,0
24,San Luis Potosí,050,Villa de Reyes,2053.551612,1495.009764,42374.296,361.0966,2383.9081,880.674155,57.1625
24,San Luis Potosí,055,Zaragoza,4.028228919,2.49750193,3245.9324,12.81553433,306.6333,1.0221,0
24,San Luis Potosí,058,El Naranjo,3429.6336,1957.4006,0,557.664,334.5984,0,0
25,Sinaloa,001,Ahome,288.8149227,206.5305343,5983.633414,79.79182209,545.9463646,87.95100223,8.765291864
25,Sinaloa,006,Culiacán,560.6999,314.4877525,1440.675793,91.6372,250.0712,206.9334173,2.2417
25,Sinaloa,009,Escuinapa,0.0021,0.0021,1.25194E-06,0.0117,0.0689,0.0012,0
25,Sinaloa,010,El Fuerte,7.5881,4.9423,136.4873,1.1439,12.5826,0.0644,0.1832
25,Sinaloa,011,Guasave,99.074,64.5295,1782.0359,14.9373,164.2979,0.8409,2.3914
25,Sinaloa,012,Mazatlán,181.7668251,117.7359876,46196.49504,393.4454,3123.9507,112.8182513,62.5897
25,Sinaloa,013,Mocorito,0.009404639,0.009404639,4.88025E-06,0.09989252,0.175383814,0,0
25,Sinaloa,014,Rosario,11.973,7.8083,214.7858104,2.0474,20.6542,0.1114,0.2896
25,Sinaloa,015,Salvador Alvarado,0,0,0,0,0,33.09100674,0
25,Sinaloa,018,Navolato,0,0,0,0,0,0,0
26,Sonora,002,Agua Prieta,530.8366666,502.7366521,6.8314,789.9922,1006.05248,22.59166,1.2558
26,Sonora,003,Alamos,0.2334534,0.20598891,0.208099879,2.27379372,4.403076,0.007323864,0.029295456
26,Sonora,004,Altar,0.101651136,0.101651136,5.27487E-05,1.079699904,1.89565632,0,0
26,Sonora,017,Caborca,2.17983865,0.36045115,1.397752171,2.703283494,32.31930995,8.3997,0
26,Sonora,018,Cajeme,12.97161188,5.35681768,60.7107,6.7933,15.7419,19.30663088,0.1461
26,Sonora,019,Cananea,0.343508082,0.16617093,1.303529252,2.179566696,5.810470176,2.101374078,0.221585905
26,Sonora,021,La Colorada,494.9992895,296.9856715,138.88782,44.7227,1552.9729,5.2305,0.0761
26,Sonora,022,Cucurpe,0.02791728,0.00697932,0.15857015,0.1395864,0.5583456,0.005583456,0.022333824
26,Sonora,023,Cumpas,0,0,0,0,0,3.153,0
26,Sonora,025,Empalme,0,0,0,0,0,0.3188,0
26,Sonora,029,Guaymas,647.636296,455.9839321,13412.1231,113.6837,956.6473,26.38063414,17.995
26,Sonora,030,Hermosillo,356.5814504,308.0500918,2674.461981,571.4515306,1034.58107,1358.544297,0.8113
26,Sonora,033,Huatabampo,5.2579,3.392375,93.5035,0.992,9.545,0.0987,0.1284
26,Sonora,036,Magdalena,3.21735,1.5813,6.2187,6.0784,22.9579,6.953266114,0.8759
26,Sonora,041,Nacozari de García,82.03230803,82.00520828,6.673107059,906.4238945,1080.005497,59.29571557,34.63856184
26,Sonora,042,Navojoa,73.9378495,48.60270534,1135.3857,13.2544,96.7484,346.9471866,1.6602
26,Sonora,043,Nogales,7.74157356,5.06832668,0.0551,5.44402188,8.2395,364.4944577,0.125
26,Sonora,047,Pitiquito,91.6199,91.5813,7.5212,289.4205,2049.4754,66.909576,38.7243
26,Sonora,051,Rosario,0,0,0,0,0,0,0
26,Sonora,052,Sahuaripa,84.9127,10.685925,79.242,260.3556,1207.1274,77.7381,0
26,Sonora,055,San Luis Río Colorado,1.997194887,1.488636096,0,0.4102,0.7199,173.4707411,0
26,Sonora,058,Santa Ana,3.018338,1.832312,0,0.1265,0.2221,0.4352,0
26,Sonora,059,Santa Cruz,0.204491424,0.051122856,1.161511288,1.02245712,4.08982848,0.040898285,0.163593139
26,Sonora,070,General Plutarco Elías Calles,0.0042,0.0031,0,0.0029,0.0052,0,0
27,Tabasco,002,Cárdenas,3257.4418,1865.4938,8.7284,709.2343,552.453,11.80047694,7.772
27,Tabasco,003,Centla,0.2624,0.2624,0.0208,2.9,3.4524,0.19,0.111
27,Tabasco,004,Centro,496.2500276,422.2057045,10.91159558,950.3797818,2973.829464,82.46434912,16.39592074
27,Tabasco,005,Comalcalco,5.4147,5.4147,0.4275,59.8456,71.2448,3.9183,2.2875
27,Tabasco,006,Cunduacán,36.1799,36.1799,2.8562,399.8824,476.1123,26.1827,15.2844
27,Tabasco,008,Huimanguillo,82.0698,82.0389,3.9898,511.754,931.2169,30.9012,17.0915
27,Tabasco,009,Jalapa,39.0826,22.9538,0.1192,22.7971,23.532,1.0926,0.6379
27,Tabasco,010,Jalpa de Méndez,106.6086,106.6086,2.6705,343.7348,789.53934,17.0117,7.8699
27,Tabasco,011,Jonuta,0,0,0,0,0,0,0
27,Tabasco,012,Macuspana,108.3601667,102.8206338,75462.87949,262.9322,1605.523864,156.7429,4.3821
27,Tabasco,013,Nacajuca,1.5473,0.2297,0.0019,0.2664,0.3171,0.0174,0.0102
27,Tabasco,014,Paraíso,198.715184,187.8787335,1281.1222,539.27092,2007.60508,25.5576768,1.8179072
27,Tabasco,016,Teapa,0,0,0,0,0,0,0
27,Tabasco,017,Tenosique,292.3409,167.0451,43.9274,47.5061,32.3324,0.0206,0.0589
28,Tamaulipas,003,Altamira,4715.301576,4154.81233,40978.10381,5708.607966,10938.58,1201.539657,97.56092346
28,Tamaulipas,004,Antiguo Morelos,19.15985703,4.880844244,176.3017,0.4758,16.6547,0.0555,0
28,Tamaulipas,007,Camargo,0,0,0,0,0,0.0056592,0
28,Tamaulipas,009,Ciudad Madero,1816.698959,959.3096513,7532.4344,74120.1782,5984.0239,3786.854649,165.0211
28,Tamaulipas,013,Güémez,0.5896,0.384,10.6056,0.0889,0.9777,0.005,0.0142
28,Tamaulipas,015,Gustavo Díaz Ordaz,0.0011,0.0003,0.0061,0.0054,0.0215,0.0002,0.0009
28,Tamaulipas,016,Hidalgo,0.069,0.069,0,0.7329,1.2867,0,0
28,Tamaulipas,017,Jaumave,0.0875,0.0875,0,0.9295,1.6319,0,0
28,Tamaulipas,020,Mainero,0.9054325,0.581105,0.0066,0.9206,1.0959,45.570706,0.0352
28,Tamaulipas,021,El Mante,1519.1864,867.6557,135.6408,246.9328,159.9822,3.164172607,0.1819
28,Tamaulipas,022,Matamoros,24.93826976,20.2827129,0.994258799,94.99349797,153.2788019,2715.129093,3.49147868
28,Tamaulipas,025,Miguel Alemán,0.0032126,0.0023943,0,0.0043,0.0075,0,0
28,Tamaulipas,027,Nuevo Laredo,55.4701798,43.1027984,0.2549,31.5534,50.762985,168.0491823,1.0154
28,Tamaulipas,032,Reynosa,172.7843251,153.3468685,71697.76158,1749.492342,1987.119255,1386.45153,14.36726725
28,Tamaulipas,033,Río Bravo,93.1078137,82.34270585,62.2489,743.1035,1254.95,56.36017939,28.3821
28,Tamaulipas,035,San Fernando,1.138647917,0.915009994,0,0.037,0.0649,9.258432,0
28,Tamaulipas,038,Tampico,15.0717328,15.0705304,1.1897,166.536,198.2602,10.904,6.3652
28,Tamaulipas,039,Tula,0.0016202,0.0012361,0,0.0027,0.0047,0,0
28,Tamaulipas,040,Valle Hermoso,1592.451058,1592.335264,21.70500024,2494.790305,3894.471211,152.1985854,0
28,Tamaulipas,041,Victoria,49.1630808,32.5791614,867.1809,15.6977,94.9002,26.43093357,1.1644
28,Tamaulipas,043,Xicoténcatl,0,0,0,0,0,0,0
29,Tlaxcala,002,Apetatitlán de Antonio Carvajal,0.000000109,0.000000077,0.00796,0,0.000000039,0,0
29,Tlaxcala,003,Atlangatepec,0.4507,0.4507,0.0002,4.787,8.4046,0,0
29,Tlaxcala,005,Apizaco,10.24354297,9.689596716,0.1366282,16.8002725,49.700392,0.662685,0.2235
29,Tlaxcala,006,Calpulalpan,34.776157,9.998887,949.5334145,5.70916,90.757384,0.06077,0.0344
29,Tlaxcala,007,El Carmen Tequexquitla,0.2649,0.2649,0.0209,2.9278,3.9691,4.620062232,0.112
29,Tlaxcala,010,Chiautempan,0.453900056,0.32180004,0.11554,0.356734749,0.450000062,0,0
29,Tlaxcala,013,Huamantla,0.44528,0.31573,4.61715,0,0.6384,0,0
29,Tlaxcala,015,Ixtacuixtla de Mariano Matamoros,30.28564,18.62542,44.59969,9.31338,15.82866,13.239548,0.1722
29,Tlaxcala,017,Mazatecochco de José María Morelos,1.70868,1.03461,0.01306,0.768,10.56,0,0
29,Tlaxcala,018,Contla de Juan Cuamatzi,0.000000067,0.000000048,5.251E-08,0,0,0,0
29,Tlaxcala,019,Tepetitla de Lardizábal,0.93606,0.66372,9.30301,0,0.30863,0,0
29,Tlaxcala,022,Acuamanala de Miguel Hidalgo,0.0301,0.0301,0.0024,0.3315,0.3948,0.0217,0.0126
29,Tlaxcala,023,Natívitas,0.00017255,0.00017255,0.000011136,0.000920267,0.005464085,7.98357E-05,0.00009912
29,Tlaxcala,025,San Pablo del Monte,3.0590243,2.2436889,24.9777,0.1179,2.6885,1.0212,0.0003
29,Tlaxcala,028,Teolocholco,7.05757,5.0037,0.00185,0.06174,0.30871,0,0
29,Tlaxcala,031,Tetla de la Solidaridad,20.74390927,18.42353066,0.651211445,58.7841623,119.3461649,4.133177847,2.241607722
29,Tlaxcala,032,Tetlatlahuca,0.0199,0.0057,0.01453,0.10152,0.40439,0.00406,0
29,Tlaxcala,033,Tlaxcala,4.9965,1.4446,0,0,37.2695,0,0
29,Tlaxcala,034,Tlaxco,7.0892,3.9252,0,0.2048,0.9593,1801.94,0
29,Tlaxcala,039,Xaloztoc,5.0937995,4.7390596,0.344701644,47.6081,56.73040037,3.139111,1.81896
29,Tlaxcala,041,Papalotla de Xicohténcatl,3.78863,1.08246,0.07415,22.355,20.002373,0,0
29,Tlaxcala,042,Xicohtzinco,20.07899083,6.81890156,0.1435,18.3351,11.7481,45.58445611,0.7023
29,Tlaxcala,043,Yauhquemehcan,98.7218,98.7218,1.3462,154.6616,422.526,3.9608,0
29,Tlaxcala,048,La Magdalena Tlaltelulco,23.80934,10.228249,0.20585,15.99451,125.01746,0.3876,0
29,Tlaxcala,060,Santa Isabel Xiloxoxtla,0.265500052,0.188300037,7.22,0.060000072,0.66,0.01936908,0
30,Veracruz de Ignacio de la Llave,014,Amatlán de los Reyes,3.8279,2.3109,416.3338322,3.0547,33.0976,0.212355,0.0192
30,Veracruz de Ignacio de la Llave,016,La Antigua,1708.6484,975.1798,0,277.829,166.6974,0,0
30,Veracruz de Ignacio de la Llave,017,Apazapan,84.28268793,52.25526652,2.254292187,820.8346329,3683.74567,4.1415,0.0392
30,Veracruz de Ignacio de la Llave,021,Atoyac,2787.3307,1591.535,59.5706,453.119,276.4883,0.0755,0.2148
30,Veracruz de Ignacio de la Llave,028,Boca del Río,41.7466,41.7035,0.7915,77.8079,264.894,2.5886,0.563
30,Veracruz de Ignacio de la Llave,034,Cerro Azul,2.999,2.999,0.2369,33.1487,39.463,2.1702,1.2671
30,Veracruz de Ignacio de la Llave,038,Coatepec,744.7059337,426.2235337,842.0671033,125.8889819,149.4331575,0.4009,1.1489
30,Veracruz de Ignacio de la Llave,039,Coatzacoalcos,504.398,495.1988,779.4246,3574.1937,8014.6789,661.4100734,128.0943
30,Veracruz de Ignacio de la Llave,044,Córdoba,851.4414,485.1593,133.1977393,164.3698,168.8608,1.8901,1.2454
30,Veracruz de Ignacio de la Llave,045,Cosamaloapan de Carpio,4673.5768,2670.5565,713.7403,759.4607,517.8865,0.335,0.9571
30,Veracruz de Ignacio de la Llave,048,Cosoleacaque,194.4268,194.399925,50.40894,759.4118,1608.94187,47.5712786,20.2552
30,Veracruz de Ignacio de la Llave,049,Cotaxtla,0.1859,0.052725,0.1449,0.837,2.6048,0.1637,0.0142
30,Veracruz de Ignacio de la Llave,052,Cuichapa,3122.6906,1782.7308,114.3324,507.6792,314.5728,0.0537,0.1533
30,Veracruz de Ignacio de la Llave,053,Cuitláhuac,936.7742,534.6467,0,152.321,91.3926,0,0
30,Veracruz de Ignacio de la Llave,054,Chacaltianguis,1.0148,1.0145375,0.0718,9.9793,12.4365,0.6452,0.3736
30,Veracruz de Ignacio de la Llave,059,Chinameca,6.7576,2.2178,54.5281,0.4867,5.1437,0.0268,0.0779
30,Veracruz de Ignacio de la Llave,061,Las Choapas,3.2577,3.2577,0.2573,36.0065,42.865,2.3576,1.3761
30,Veracruz de Ignacio de la Llave,068,Fortín,3.966,2.5999,70.24462695,0.8401,7.958,1.597256,0.0943
30,Veracruz de Ignacio de la Llave,073,Hueyapan de Ocampo,109.2609,62.3587,0,17.766,10.6596,0,0
30,Veracruz de Ignacio de la Llave,082,Ixhuatlán del Sureste,423.13975,118.80493,60.8608,0.5112,5.615,0.0287,0.0819
30,Veracruz de Ignacio de la Llave,085,Ixtaczoquitlán,774.1417874,474.9149762,2754.68879,2503.3889,2889.864344,61.41293689,8.0563
30,Veracruz de Ignacio de la Llave,087,Xalapa,135.1421309,130.2020898,241.1437,190.545,757.8245,18.04350648,0.3212
30,Veracruz de Ignacio de la Llave,093,Jilotepec,0,0,0,0,0,0,0
30,Veracruz de Ignacio de la Llave,097,Lerdo de Tejada,1987.8192,1134.6346,27.5036,323.2045,196.3199,0.0129,0.0369
30,Veracruz de Ignacio de la Llave,100,Manlio Fabio Altamirano,0.0072,0.0018,0.0409,0.036,0.144,0.0014,0.0058
30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre,36.3991,23.7075,654.7089,5.487,60.357,0.3071,0.8787
30,Veracruz de Ignacio de la Llave,105,Medellín de Bravo,67.872,67.872,4.2512,589.3495,438.6379,37.5295,21.5109
30,Veracruz de Ignacio de la Llave,108,Minatitlán,488.1647,384.8514,89744.6646,12373.2723,2994.7408,98.69863794,59.5764
30,Veracruz de Ignacio de la Llave,111,Moloacán,1.8464,1.8464,0.1458,20.4072,24.2943,1.3362,0.78
30,Veracruz de Ignacio de la Llave,112,Naolinco,0.072,0.018,0.409,0.36,1.44,0.0144,0.0576
30,Veracruz de Ignacio de la Llave,115,Nogales,27.0165424,19.2297332,0.0198,2.7894,3.3207,21.9618,0.1065
30,Veracruz de Ignacio de la Llave,118,Orizaba,12.91187188,10.55128736,3.8514659,99.86898455,121.6528023,32.26828964,3.83535856
30,Veracruz de Ignacio de la Llave,121,Ozuluama de Mascareñas,0.057,0.057,3.4183E-05,0.319,1.8801,0.0323,0
30,Veracruz de Ignacio de la Llave,123,Pánuco,2.088382106,1.207850786,0.632754275,4.52546275,6.923949768,0.251492352,0.219969408
30,Veracruz de Ignacio de la Llave,125,Paso del Macho,1509.5441,861.5746,6.6738,245.4499,147.8517,0.0031,0.0089
30,Veracruz de Ignacio de la Llave,128,Perote,203.7112112,111.6594426,1654.2828,11.67992,221.83424,8.347037646,1.8485
30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,58.5055,57.2682125,3354.479942,1060.4279,2994.9825,298.2561287,11.7552
30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo,0.0019,0.0004,0.0109,0.0096,0.0383,20.232892,0.0015
30,Veracruz de Ignacio de la Llave,144,Sayula de Alemán,2.6363,1.63319,0.0001,0.5416,3.1918,0.0548,0
30,Veracruz de Ignacio de la Llave,173,Tezonapa,3485.8263,1989.542,15.7101,566.7907,341.4437,0.0074,0.0211
30,Veracruz de Ignacio de la Llave,174,Tierra Blanca,54.56795366,53.10881802,0.4015,55.4169,188.36765,14.27935576,1.978
30,Veracruz de Ignacio de la Llave,175,Tihuatlán,94.8319,94.8319,1.2932,148.5679,231.907,3.8047,0
30,Veracruz de Ignacio de la Llave,188,Totutla,0.1752,0.1632,0.00150013,0.2732,0.0371,0.0045,0
30,Veracruz de Ignacio de la Llave,189,Tuxpan,6246.466312,5086.993722,118501.4939,3871.6521,12492.7381,237.3729,162.4934
30,Veracruz de Ignacio de la Llave,191,Ursulo Galván,2463.9545,1406.2569,0,400.643,240.3858,0,0
30,Veracruz de Ignacio de la Llave,193,Veracruz,57.79924125,47.24791748,3.276550445,226.4746692,406.7369927,644.0181754,8.027982727
30,Veracruz de Ignacio de la Llave,204,Agua Dulce,6.0376,6.0376,0.4766,66.7325,79.4435,4.3693,2.5507
30,Veracruz de Ignacio de la Llave,205,El Higo,3694.9323,2108.815,0,600.802,360.4812,0,0
30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río,162.05,162.05,4.9396,650.364,925.46066,35.09163628,17.6576
30,Veracruz de Ignacio de la Llave,207,Tres Valles,10.44476906,8.349044018,0.117083357,11.64956975,11.36910304,4.18124,0.0002
31,Yucatán,002,Acanceh,0.0207,0.0207,0.00001242,0.1159,0.6831,0.0117,0
31,Yucatán,004,Baca,0.4956,0.3228,34.3642,0.288,3.168,0.0161,0.0461
31,Yucatán,041,Kanasín,0.4083,0.3241,0.6382,2.219,12.0129,0.1902,0.0899
31,Yucatán,050,Mérida,907.213632,631.936525,13091.22176,2326.895573,2924.451787,34.04610167,17.55438272
31,Yucatán,051,Mocochá,0.3097,0.2017,21.4776,0.18,1.98,0.0101,0.0288
31,Yucatán,054,Muxupip,0.5244,0.5244,0.000378647,2.9361,17.3024,0.2972,0
31,Yucatán,059,Progreso,0,0,0,0,0,89.96927911,0
31,Yucatán,096,Tizimín,0.5969,0.1706,5.184E-08,0.0005,0.0029,0.0001,0
31,Yucatán,101,Umán,21.117786,15.311732,385.601138,4.6382,42.3462,74.94342247,0.6373576
31,Yucatán,102,Valladolid,875.8425,585.61355,6379.9875,787.0834,6142.255,30.2989,8.338
32,Zacatecas,007,Concepción del Oro,0,0,0,0,0,0,0
32,Zacatecas,009,Chalchihuites,70.6965563,42.8101662,0,0.0824,0.1446,0,0
32,Zacatecas,010,Fresnillo,0.691961273,0.421459245,0.005854113,0.081607375,0.154838095,0.000205999,0.000823997
32,Zacatecas,017,Guadalupe,10.24224706,6.918031262,0.049208352,7.893269317,9.54291631,141.9561768,0.26339761
32,Zacatecas,026,Mazapil,993.2040258,334.3339935,0.176743118,0.256271942,0.799106033,0.006223176,0.024892704
32,Zacatecas,029,Miguel Auza,0.0058723,0.0039502,0,0.011,0.0192,0,0
32,Zacatecas,032,Morelos,1.295574777,0.78447647,0,0,0,0,0
32,Zacatecas,035,Noria de Ángeles,0,0,0,0,0,0,0
32,Zacatecas,036,Ojocaliente,2495.082478,1497.021256,1.106505259,1.655752903,5.092986456,0.03896028,0.15584112
32,Zacatecas,037,Pánuco,0.75092917,0.465576086,0,0,0,0,0
32,Zacatecas,042,Sombrerete,0.65901472,0.39903618,4.0896E-06,0.0000036,0.0000144,0.000000144,0.000000576
32,Zacatecas,050,Vetagrande,0.03911808,0.03875736,0.1258512,0.1002,0.48096,0.004008,0.01600862
32,Zacatecas,056,Zacatecas,1.129699,0.616545,0,0,0,0,0
Notas:,,,,,,,,,,
Cantidades en toneladas.,,,,,,,,,,
"* Si se muestran ""blancos"" en la posicion de cifras, representan valores no reportados o nulos.",,,,,,,,,,
