ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,VIVTOT,POBTOT
06,Colima,000,Total de la entidad Colima,0000,Total de la entidad,0000,000,288978,731391
06,Colima,001,Armería,0000,Total del municipio,0000,000,11236,27626
06,Colima,001,Armería,0001,Total de la localidad urbana,0000,000,5609,15368
06,Colima,001,Armería,0001,Total AGEB urbana,0081,000,560,1389
06,Colima,001,Armería,0001,Ciudad de Armería,0081,001,17,41
06,Colima,001,Armería,0001,Ciudad de Armería,0081,002,14,30
06,Colima,001,Armería,0001,Ciudad de Armería,0081,003,14,35
06,Colima,001,Armería,0001,Ciudad de Armería,0081,004,8,15
06,Colima,001,Armería,0001,Ciudad de Armería,0081,005,14,29
06,Colima,001,Armería,0001,Ciudad de Armería,0081,006,32,78
06,Colima,001,Armería,0001,Ciudad de Armería,0081,007,28,93
06,Colima,001,Armería,0001,Ciudad de Armería,0081,008,15,41
06,Colima,001,Armería,0001,Ciudad de Armería,0081,009,19,44
06,Colima,001,Armería,0001,Ciudad de Armería,0081,010,14,39
06,Colima,001,Armería,0001,Ciudad de Armería,0081,011,9,11
06,Colima,001,Armería,0001,Ciudad de Armería,0081,012,21,36
06,Colima,001,Armería,0001,Ciudad de Armería,0081,013,10,23
06,Colima,001,Armería,0001,Ciudad de Armería,0081,014,20,50
06,Colima,001,Armería,0001,Ciudad de Armería,0081,015,9,24
06,Colima,001,Armería,0001,Ciudad de Armería,0081,016,10,36
06,Colima,001,Armería,0001,Ciudad de Armería,0081,017,14,38
06,Colima,001,Armería,0001,Ciudad de Armería,0081,018,16,40
06,Colima,001,Armería,0001,Ciudad de Armería,0081,019,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0081,020,14,36
06,Colima,001,Armería,0001,Ciudad de Armería,0081,021,7,7
06,Colima,001,Armería,0001,Ciudad de Armería,0081,022,6,19
06,Colima,001,Armería,0001,Ciudad de Armería,0081,023,13,25
06,Colima,001,Armería,0001,Ciudad de Armería,0081,024,6,13
06,Colima,001,Armería,0001,Ciudad de Armería,0081,025,13,26
06,Colima,001,Armería,0001,Ciudad de Armería,0081,026,8,16
06,Colima,001,Armería,0001,Ciudad de Armería,0081,027,19,45
06,Colima,001,Armería,0001,Ciudad de Armería,0081,028,14,31
06,Colima,001,Armería,0001,Ciudad de Armería,0081,029,19,37
06,Colima,001,Armería,0001,Ciudad de Armería,0081,030,6,28
06,Colima,001,Armería,0001,Ciudad de Armería,0081,031,15,41
06,Colima,001,Armería,0001,Ciudad de Armería,0081,032,17,50
06,Colima,001,Armería,0001,Ciudad de Armería,0081,033,14,34
06,Colima,001,Armería,0001,Ciudad de Armería,0081,034,3,6
06,Colima,001,Armería,0001,Ciudad de Armería,0081,035,5,13
06,Colima,001,Armería,0001,Ciudad de Armería,0081,036,12,36
06,Colima,001,Armería,0001,Ciudad de Armería,0081,037,12,38
06,Colima,001,Armería,0001,Ciudad de Armería,0081,038,20,40
06,Colima,001,Armería,0001,Ciudad de Armería,0081,039,1,4
06,Colima,001,Armería,0001,Ciudad de Armería,0081,040,8,20
06,Colima,001,Armería,0001,Ciudad de Armería,0081,041,15,46
06,Colima,001,Armería,0001,Ciudad de Armería,0081,042,29,75
06,Colima,001,Armería,0001,Ciudad de Armería,0081,044,0,0
06,Colima,001,Armería,0001,Total AGEB urbana,0109,000,641,1856
06,Colima,001,Armería,0001,Ciudad de Armería,0109,001,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0109,002,14,42
06,Colima,001,Armería,0001,Ciudad de Armería,0109,003,15,30
06,Colima,001,Armería,0001,Ciudad de Armería,0109,005,11,38
06,Colima,001,Armería,0001,Ciudad de Armería,0109,006,19,56
06,Colima,001,Armería,0001,Ciudad de Armería,0109,007,15,51
06,Colima,001,Armería,0001,Ciudad de Armería,0109,008,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0109,009,27,63
06,Colima,001,Armería,0001,Ciudad de Armería,0109,010,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0109,011,18,57
06,Colima,001,Armería,0001,Ciudad de Armería,0109,012,11,39
06,Colima,001,Armería,0001,Ciudad de Armería,0109,013,6,20
06,Colima,001,Armería,0001,Ciudad de Armería,0109,014,9,32
06,Colima,001,Armería,0001,Ciudad de Armería,0109,015,1,3
06,Colima,001,Armería,0001,Ciudad de Armería,0109,016,28,84
06,Colima,001,Armería,0001,Ciudad de Armería,0109,017,19,54
06,Colima,001,Armería,0001,Ciudad de Armería,0109,019,18,44
06,Colima,001,Armería,0001,Ciudad de Armería,0109,020,15,44
06,Colima,001,Armería,0001,Ciudad de Armería,0109,021,19,36
06,Colima,001,Armería,0001,Ciudad de Armería,0109,022,14,29
06,Colima,001,Armería,0001,Ciudad de Armería,0109,023,22,57
06,Colima,001,Armería,0001,Ciudad de Armería,0109,024,10,34
06,Colima,001,Armería,0001,Ciudad de Armería,0109,025,9,27
06,Colima,001,Armería,0001,Ciudad de Armería,0109,026,21,59
06,Colima,001,Armería,0001,Ciudad de Armería,0109,028,24,53
06,Colima,001,Armería,0001,Ciudad de Armería,0109,031,43,128
06,Colima,001,Armería,0001,Ciudad de Armería,0109,032,1,0
06,Colima,001,Armería,0001,Ciudad de Armería,0109,033,4,14
06,Colima,001,Armería,0001,Ciudad de Armería,0109,035,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0109,036,6,20
06,Colima,001,Armería,0001,Ciudad de Armería,0109,037,12,42
06,Colima,001,Armería,0001,Ciudad de Armería,0109,038,17,44
06,Colima,001,Armería,0001,Ciudad de Armería,0109,040,11,19
06,Colima,001,Armería,0001,Ciudad de Armería,0109,041,16,39
06,Colima,001,Armería,0001,Ciudad de Armería,0109,042,22,50
06,Colima,001,Armería,0001,Ciudad de Armería,0109,043,15,60
06,Colima,001,Armería,0001,Ciudad de Armería,0109,044,16,67
06,Colima,001,Armería,0001,Ciudad de Armería,0109,045,12,37
06,Colima,001,Armería,0001,Ciudad de Armería,0109,046,24,89
06,Colima,001,Armería,0001,Ciudad de Armería,0109,047,27,71
06,Colima,001,Armería,0001,Ciudad de Armería,0109,048,21,91
06,Colima,001,Armería,0001,Ciudad de Armería,0109,049,30,70
06,Colima,001,Armería,0001,Ciudad de Armería,0109,050,17,58
06,Colima,001,Armería,0001,Ciudad de Armería,0109,051,2,5
06,Colima,001,Armería,0001,Total AGEB urbana,0147,000,352,1078
06,Colima,001,Armería,0001,Ciudad de Armería,0147,001,19,49
06,Colima,001,Armería,0001,Ciudad de Armería,0147,002,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0147,003,16,52
06,Colima,001,Armería,0001,Ciudad de Armería,0147,004,16,40
06,Colima,001,Armería,0001,Ciudad de Armería,0147,005,14,56
06,Colima,001,Armería,0001,Ciudad de Armería,0147,006,15,60
06,Colima,001,Armería,0001,Ciudad de Armería,0147,007,15,31
06,Colima,001,Armería,0001,Ciudad de Armería,0147,008,10,35
06,Colima,001,Armería,0001,Ciudad de Armería,0147,009,24,78
06,Colima,001,Armería,0001,Ciudad de Armería,0147,010,18,55
06,Colima,001,Armería,0001,Ciudad de Armería,0147,011,22,58
06,Colima,001,Armería,0001,Ciudad de Armería,0147,012,12,29
06,Colima,001,Armería,0001,Ciudad de Armería,0147,013,18,44
06,Colima,001,Armería,0001,Ciudad de Armería,0147,014,17,49
06,Colima,001,Armería,0001,Ciudad de Armería,0147,015,21,85
06,Colima,001,Armería,0001,Ciudad de Armería,0147,016,15,24
06,Colima,001,Armería,0001,Ciudad de Armería,0147,019,14,25
06,Colima,001,Armería,0001,Ciudad de Armería,0147,020,16,41
06,Colima,001,Armería,0001,Ciudad de Armería,0147,021,21,84
06,Colima,001,Armería,0001,Ciudad de Armería,0147,022,10,31
06,Colima,001,Armería,0001,Ciudad de Armería,0147,023,7,32
06,Colima,001,Armería,0001,Ciudad de Armería,0147,024,18,72
06,Colima,001,Armería,0001,Ciudad de Armería,0147,025,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0147,026,9,32
06,Colima,001,Armería,0001,Ciudad de Armería,0147,800,5,16
06,Colima,001,Armería,0001,Total AGEB urbana,0151,000,567,1671
06,Colima,001,Armería,0001,Ciudad de Armería,0151,001,18,40
06,Colima,001,Armería,0001,Ciudad de Armería,0151,002,17,48
06,Colima,001,Armería,0001,Ciudad de Armería,0151,005,4,7
06,Colima,001,Armería,0001,Ciudad de Armería,0151,006,11,28
06,Colima,001,Armería,0001,Ciudad de Armería,0151,007,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0151,009,13,35
06,Colima,001,Armería,0001,Ciudad de Armería,0151,010,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0151,015,14,38
06,Colima,001,Armería,0001,Ciudad de Armería,0151,016,9,29
06,Colima,001,Armería,0001,Ciudad de Armería,0151,017,8,28
06,Colima,001,Armería,0001,Ciudad de Armería,0151,018,16,53
06,Colima,001,Armería,0001,Ciudad de Armería,0151,021,9,29
06,Colima,001,Armería,0001,Ciudad de Armería,0151,023,23,85
06,Colima,001,Armería,0001,Ciudad de Armería,0151,024,19,60
06,Colima,001,Armería,0001,Ciudad de Armería,0151,025,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0151,026,11,40
06,Colima,001,Armería,0001,Ciudad de Armería,0151,027,3,6
06,Colima,001,Armería,0001,Ciudad de Armería,0151,028,11,34
06,Colima,001,Armería,0001,Ciudad de Armería,0151,030,17,41
06,Colima,001,Armería,0001,Ciudad de Armería,0151,031,7,22
06,Colima,001,Armería,0001,Ciudad de Armería,0151,032,10,27
06,Colima,001,Armería,0001,Ciudad de Armería,0151,033,5,18
06,Colima,001,Armería,0001,Ciudad de Armería,0151,034,22,61
06,Colima,001,Armería,0001,Ciudad de Armería,0151,035,15,25
06,Colima,001,Armería,0001,Ciudad de Armería,0151,036,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0151,037,25,77
06,Colima,001,Armería,0001,Ciudad de Armería,0151,038,11,30
06,Colima,001,Armería,0001,Ciudad de Armería,0151,039,8,27
06,Colima,001,Armería,0001,Ciudad de Armería,0151,040,4,11
06,Colima,001,Armería,0001,Ciudad de Armería,0151,041,21,62
06,Colima,001,Armería,0001,Ciudad de Armería,0151,042,10,37
06,Colima,001,Armería,0001,Ciudad de Armería,0151,045,3,9
06,Colima,001,Armería,0001,Ciudad de Armería,0151,047,5,23
06,Colima,001,Armería,0001,Ciudad de Armería,0151,048,3,3
06,Colima,001,Armería,0001,Ciudad de Armería,0151,049,5,28
06,Colima,001,Armería,0001,Ciudad de Armería,0151,050,8,12
06,Colima,001,Armería,0001,Ciudad de Armería,0151,052,2,10
06,Colima,001,Armería,0001,Ciudad de Armería,0151,054,11,37
06,Colima,001,Armería,0001,Ciudad de Armería,0151,055,11,44
06,Colima,001,Armería,0001,Ciudad de Armería,0151,056,28,64
06,Colima,001,Armería,0001,Ciudad de Armería,0151,057,24,65
06,Colima,001,Armería,0001,Ciudad de Armería,0151,059,16,48
06,Colima,001,Armería,0001,Ciudad de Armería,0151,060,29,79
06,Colima,001,Armería,0001,Ciudad de Armería,0151,061,12,29
06,Colima,001,Armería,0001,Ciudad de Armería,0151,062,16,44
06,Colima,001,Armería,0001,Ciudad de Armería,0151,063,4,19
06,Colima,001,Armería,0001,Ciudad de Armería,0151,064,16,51
06,Colima,001,Armería,0001,Ciudad de Armería,0151,065,10,28
06,Colima,001,Armería,0001,Ciudad de Armería,0151,066,23,80
06,Colima,001,Armería,0001,Total AGEB urbana,0166,000,496,1463
06,Colima,001,Armería,0001,Ciudad de Armería,0166,001,8,25
06,Colima,001,Armería,0001,Ciudad de Armería,0166,002,8,42
06,Colima,001,Armería,0001,Ciudad de Armería,0166,003,6,12
06,Colima,001,Armería,0001,Ciudad de Armería,0166,005,7,7
06,Colima,001,Armería,0001,Ciudad de Armería,0166,007,20,63
06,Colima,001,Armería,0001,Ciudad de Armería,0166,008,12,35
06,Colima,001,Armería,0001,Ciudad de Armería,0166,009,6,19
06,Colima,001,Armería,0001,Ciudad de Armería,0166,010,20,47
06,Colima,001,Armería,0001,Ciudad de Armería,0166,011,10,33
06,Colima,001,Armería,0001,Ciudad de Armería,0166,012,4,14
06,Colima,001,Armería,0001,Ciudad de Armería,0166,013,8,19
06,Colima,001,Armería,0001,Ciudad de Armería,0166,016,8,32
06,Colima,001,Armería,0001,Ciudad de Armería,0166,017,5,17
06,Colima,001,Armería,0001,Ciudad de Armería,0166,018,8,15
06,Colima,001,Armería,0001,Ciudad de Armería,0166,019,18,53
06,Colima,001,Armería,0001,Ciudad de Armería,0166,020,7,17
06,Colima,001,Armería,0001,Ciudad de Armería,0166,021,13,29
06,Colima,001,Armería,0001,Ciudad de Armería,0166,022,14,42
06,Colima,001,Armería,0001,Ciudad de Armería,0166,023,16,39
06,Colima,001,Armería,0001,Ciudad de Armería,0166,036,22,60
06,Colima,001,Armería,0001,Ciudad de Armería,0166,037,25,70
06,Colima,001,Armería,0001,Ciudad de Armería,0166,038,17,31
06,Colima,001,Armería,0001,Ciudad de Armería,0166,039,3,5
06,Colima,001,Armería,0001,Ciudad de Armería,0166,040,13,24
06,Colima,001,Armería,0001,Ciudad de Armería,0166,041,16,38
06,Colima,001,Armería,0001,Ciudad de Armería,0166,042,4,23
06,Colima,001,Armería,0001,Ciudad de Armería,0166,044,9,30
06,Colima,001,Armería,0001,Ciudad de Armería,0166,045,27,78
06,Colima,001,Armería,0001,Ciudad de Armería,0166,046,14,34
06,Colima,001,Armería,0001,Ciudad de Armería,0166,048,19,58
06,Colima,001,Armería,0001,Ciudad de Armería,0166,049,26,89
06,Colima,001,Armería,0001,Ciudad de Armería,0166,050,13,35
06,Colima,001,Armería,0001,Ciudad de Armería,0166,051,23,61
06,Colima,001,Armería,0001,Ciudad de Armería,0166,052,7,35
06,Colima,001,Armería,0001,Ciudad de Armería,0166,056,16,58
06,Colima,001,Armería,0001,Ciudad de Armería,0166,058,44,174
06,Colima,001,Armería,0001,Total AGEB urbana,019A,000,344,889
06,Colima,001,Armería,0001,Ciudad de Armería,019A,001,32,78
06,Colima,001,Armería,0001,Ciudad de Armería,019A,005,10,28
06,Colima,001,Armería,0001,Ciudad de Armería,019A,006,13,33
06,Colima,001,Armería,0001,Ciudad de Armería,019A,007,12,37
06,Colima,001,Armería,0001,Ciudad de Armería,019A,014,17,46
06,Colima,001,Armería,0001,Ciudad de Armería,019A,015,25,54
06,Colima,001,Armería,0001,Ciudad de Armería,019A,016,19,37
06,Colima,001,Armería,0001,Ciudad de Armería,019A,017,11,32
06,Colima,001,Armería,0001,Ciudad de Armería,019A,018,15,48
06,Colima,001,Armería,0001,Ciudad de Armería,019A,019,13,31
06,Colima,001,Armería,0001,Ciudad de Armería,019A,020,6,18
06,Colima,001,Armería,0001,Ciudad de Armería,019A,021,9,26
06,Colima,001,Armería,0001,Ciudad de Armería,019A,022,20,43
06,Colima,001,Armería,0001,Ciudad de Armería,019A,023,7,23
06,Colima,001,Armería,0001,Ciudad de Armería,019A,030,6,15
06,Colima,001,Armería,0001,Ciudad de Armería,019A,031,14,34
06,Colima,001,Armería,0001,Ciudad de Armería,019A,032,7,20
06,Colima,001,Armería,0001,Ciudad de Armería,019A,033,6,23
06,Colima,001,Armería,0001,Ciudad de Armería,019A,034,9,27
06,Colima,001,Armería,0001,Ciudad de Armería,019A,035,5,2
06,Colima,001,Armería,0001,Ciudad de Armería,019A,036,9,29
06,Colima,001,Armería,0001,Ciudad de Armería,019A,037,8,27
06,Colima,001,Armería,0001,Ciudad de Armería,019A,038,16,40
06,Colima,001,Armería,0001,Ciudad de Armería,019A,039,36,98
06,Colima,001,Armería,0001,Ciudad de Armería,019A,040,19,40
06,Colima,001,Armería,0001,Total AGEB urbana,0202,000,399,1011
06,Colima,001,Armería,0001,Ciudad de Armería,0202,001,14,22
06,Colima,001,Armería,0001,Ciudad de Armería,0202,002,14,32
06,Colima,001,Armería,0001,Ciudad de Armería,0202,003,15,38
06,Colima,001,Armería,0001,Ciudad de Armería,0202,004,20,70
06,Colima,001,Armería,0001,Ciudad de Armería,0202,005,11,19
06,Colima,001,Armería,0001,Ciudad de Armería,0202,006,11,26
06,Colima,001,Armería,0001,Ciudad de Armería,0202,007,11,28
06,Colima,001,Armería,0001,Ciudad de Armería,0202,008,6,14
06,Colima,001,Armería,0001,Ciudad de Armería,0202,009,19,38
06,Colima,001,Armería,0001,Ciudad de Armería,0202,010,16,21
06,Colima,001,Armería,0001,Ciudad de Armería,0202,011,10,26
06,Colima,001,Armería,0001,Ciudad de Armería,0202,012,14,35
06,Colima,001,Armería,0001,Ciudad de Armería,0202,013,10,33
06,Colima,001,Armería,0001,Ciudad de Armería,0202,014,12,32
06,Colima,001,Armería,0001,Ciudad de Armería,0202,016,3,8
06,Colima,001,Armería,0001,Ciudad de Armería,0202,017,5,14
06,Colima,001,Armería,0001,Ciudad de Armería,0202,018,12,12
06,Colima,001,Armería,0001,Ciudad de Armería,0202,019,8,19
06,Colima,001,Armería,0001,Ciudad de Armería,0202,020,11,25
06,Colima,001,Armería,0001,Ciudad de Armería,0202,021,6,15
06,Colima,001,Armería,0001,Ciudad de Armería,0202,022,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0202,023,21,52
06,Colima,001,Armería,0001,Ciudad de Armería,0202,024,14,39
06,Colima,001,Armería,0001,Ciudad de Armería,0202,025,8,14
06,Colima,001,Armería,0001,Ciudad de Armería,0202,026,13,27
06,Colima,001,Armería,0001,Ciudad de Armería,0202,027,8,23
06,Colima,001,Armería,0001,Ciudad de Armería,0202,028,19,44
06,Colima,001,Armería,0001,Ciudad de Armería,0202,029,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0202,030,7,22
06,Colima,001,Armería,0001,Ciudad de Armería,0202,031,10,18
06,Colima,001,Armería,0001,Ciudad de Armería,0202,032,14,37
06,Colima,001,Armería,0001,Ciudad de Armería,0202,033,18,71
06,Colima,001,Armería,0001,Ciudad de Armería,0202,034,14,63
06,Colima,001,Armería,0001,Ciudad de Armería,0202,035,20,59
06,Colima,001,Armería,0001,Ciudad de Armería,0202,036,5,15
06,Colima,001,Armería,0001,Total AGEB urbana,0217,000,527,1370
06,Colima,001,Armería,0001,Ciudad de Armería,0217,001,18,33
06,Colima,001,Armería,0001,Ciudad de Armería,0217,002,59,159
06,Colima,001,Armería,0001,Ciudad de Armería,0217,003,15,57
06,Colima,001,Armería,0001,Ciudad de Armería,0217,004,24,30
06,Colima,001,Armería,0001,Ciudad de Armería,0217,005,8,16
06,Colima,001,Armería,0001,Ciudad de Armería,0217,006,62,154
06,Colima,001,Armería,0001,Ciudad de Armería,0217,007,17,62
06,Colima,001,Armería,0001,Ciudad de Armería,0217,008,13,51
06,Colima,001,Armería,0001,Ciudad de Armería,0217,009,5,8
06,Colima,001,Armería,0001,Ciudad de Armería,0217,010,4,4
06,Colima,001,Armería,0001,Ciudad de Armería,0217,011,1,4
06,Colima,001,Armería,0001,Ciudad de Armería,0217,013,30,78
06,Colima,001,Armería,0001,Ciudad de Armería,0217,014,28,71
06,Colima,001,Armería,0001,Ciudad de Armería,0217,016,20,35
06,Colima,001,Armería,0001,Ciudad de Armería,0217,017,20,47
06,Colima,001,Armería,0001,Ciudad de Armería,0217,025,10,30
06,Colima,001,Armería,0001,Ciudad de Armería,0217,027,12,63
06,Colima,001,Armería,0001,Ciudad de Armería,0217,028,31,83
06,Colima,001,Armería,0001,Ciudad de Armería,0217,029,17,41
06,Colima,001,Armería,0001,Ciudad de Armería,0217,030,24,91
06,Colima,001,Armería,0001,Ciudad de Armería,0217,031,18,31
06,Colima,001,Armería,0001,Ciudad de Armería,0217,032,19,38
06,Colima,001,Armería,0001,Ciudad de Armería,0217,038,15,51
06,Colima,001,Armería,0001,Ciudad de Armería,0217,039,15,40
06,Colima,001,Armería,0001,Ciudad de Armería,0217,042,20,31
06,Colima,001,Armería,0001,Ciudad de Armería,0217,043,5,10
06,Colima,001,Armería,0001,Ciudad de Armería,0217,046,17,52
06,Colima,001,Armería,0001,Ciudad de Armería,0217,047,0,0
06,Colima,001,Armería,0001,Total AGEB urbana,0255,000,265,768
06,Colima,001,Armería,0001,Ciudad de Armería,0255,001,9,28
06,Colima,001,Armería,0001,Ciudad de Armería,0255,002,12,39
06,Colima,001,Armería,0001,Ciudad de Armería,0255,003,27,105
06,Colima,001,Armería,0001,Ciudad de Armería,0255,005,13,29
06,Colima,001,Armería,0001,Ciudad de Armería,0255,006,9,15
06,Colima,001,Armería,0001,Ciudad de Armería,0255,007,12,46
06,Colima,001,Armería,0001,Ciudad de Armería,0255,008,11,28
06,Colima,001,Armería,0001,Ciudad de Armería,0255,009,8,18
06,Colima,001,Armería,0001,Ciudad de Armería,0255,014,18,54
06,Colima,001,Armería,0001,Ciudad de Armería,0255,015,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0255,016,16,33
06,Colima,001,Armería,0001,Ciudad de Armería,0255,017,25,64
06,Colima,001,Armería,0001,Ciudad de Armería,0255,020,41,128
06,Colima,001,Armería,0001,Ciudad de Armería,0255,024,2,8
06,Colima,001,Armería,0001,Ciudad de Armería,0255,026,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0255,027,10,14
06,Colima,001,Armería,0001,Ciudad de Armería,0255,028,2,4
06,Colima,001,Armería,0001,Ciudad de Armería,0255,029,17,52
06,Colima,001,Armería,0001,Ciudad de Armería,0255,030,7,23
06,Colima,001,Armería,0001,Ciudad de Armería,0255,031,8,28
06,Colima,001,Armería,0001,Ciudad de Armería,0255,032,11,29
06,Colima,001,Armería,0001,Ciudad de Armería,0255,033,7,23
06,Colima,001,Armería,0001,Total AGEB urbana,026A,000,196,510
06,Colima,001,Armería,0001,Ciudad de Armería,026A,001,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,026A,005,20,53
06,Colima,001,Armería,0001,Ciudad de Armería,026A,009,22,65
06,Colima,001,Armería,0001,Ciudad de Armería,026A,015,25,56
06,Colima,001,Armería,0001,Ciudad de Armería,026A,016,17,54
06,Colima,001,Armería,0001,Ciudad de Armería,026A,017,112,282
06,Colima,001,Armería,0001,Total AGEB urbana,0274,000,259,693
06,Colima,001,Armería,0001,Ciudad de Armería,0274,001,121,327
06,Colima,001,Armería,0001,Ciudad de Armería,0274,003,21,53
06,Colima,001,Armería,0001,Ciudad de Armería,0274,004,25,80
06,Colima,001,Armería,0001,Ciudad de Armería,0274,006,11,26
06,Colima,001,Armería,0001,Ciudad de Armería,0274,007,8,14
06,Colima,001,Armería,0001,Ciudad de Armería,0274,008,9,18
06,Colima,001,Armería,0001,Ciudad de Armería,0274,011,13,41
06,Colima,001,Armería,0001,Ciudad de Armería,0274,012,15,35
06,Colima,001,Armería,0001,Ciudad de Armería,0274,013,13,35
06,Colima,001,Armería,0001,Ciudad de Armería,0274,014,3,10
06,Colima,001,Armería,0001,Ciudad de Armería,0274,015,6,12
06,Colima,001,Armería,0001,Ciudad de Armería,0274,016,14,42
06,Colima,001,Armería,0001,Total AGEB urbana,0344,000,38,109
06,Colima,001,Armería,0001,Ciudad de Armería,0344,001,6,18
06,Colima,001,Armería,0001,Ciudad de Armería,0344,002,3,14
06,Colima,001,Armería,0001,Ciudad de Armería,0344,003,5,19
06,Colima,001,Armería,0001,Ciudad de Armería,0344,004,2,0
06,Colima,001,Armería,0001,Ciudad de Armería,0344,005,5,18
06,Colima,001,Armería,0001,Ciudad de Armería,0344,006,11,31
06,Colima,001,Armería,0001,Ciudad de Armería,0344,007,6,9
06,Colima,001,Armería,0001,Total AGEB urbana,0359,000,285,818
06,Colima,001,Armería,0001,Ciudad de Armería,0359,001,29,97
06,Colima,001,Armería,0001,Ciudad de Armería,0359,002,22,64
06,Colima,001,Armería,0001,Ciudad de Armería,0359,003,15,59
06,Colima,001,Armería,0001,Ciudad de Armería,0359,004,26,80
06,Colima,001,Armería,0001,Ciudad de Armería,0359,005,24,69
06,Colima,001,Armería,0001,Ciudad de Armería,0359,006,25,71
06,Colima,001,Armería,0001,Ciudad de Armería,0359,008,29,68
06,Colima,001,Armería,0001,Ciudad de Armería,0359,009,24,58
06,Colima,001,Armería,0001,Ciudad de Armería,0359,010,30,75
06,Colima,001,Armería,0001,Ciudad de Armería,0359,012,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0359,013,13,42
06,Colima,001,Armería,0001,Ciudad de Armería,0359,014,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0359,015,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0359,016,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0359,017,29,81
06,Colima,001,Armería,0001,Ciudad de Armería,0359,018,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0359,019,19,54
06,Colima,001,Armería,0001,Total AGEB urbana,0363,000,68,182
06,Colima,001,Armería,0001,Ciudad de Armería,0363,001,15,26
06,Colima,001,Armería,0001,Ciudad de Armería,0363,002,17,43
06,Colima,001,Armería,0001,Ciudad de Armería,0363,003,3,6
06,Colima,001,Armería,0001,Ciudad de Armería,0363,004,12,42
06,Colima,001,Armería,0001,Ciudad de Armería,0363,005,21,65
06,Colima,001,Armería,0001,Total AGEB urbana,0378,000,16,46
06,Colima,001,Armería,0001,Ciudad de Armería,0378,001,11,31
06,Colima,001,Armería,0001,Ciudad de Armería,0378,002,1,2
06,Colima,001,Armería,0001,Ciudad de Armería,0378,800,4,13
06,Colima,001,Armería,0001,Total AGEB urbana,0382,000,319,682
06,Colima,001,Armería,0001,Ciudad de Armería,0382,001,13,20
06,Colima,001,Armería,0001,Ciudad de Armería,0382,002,8,28
06,Colima,001,Armería,0001,Ciudad de Armería,0382,003,11,33
06,Colima,001,Armería,0001,Ciudad de Armería,0382,004,8,18
06,Colima,001,Armería,0001,Ciudad de Armería,0382,005,20,38
06,Colima,001,Armería,0001,Ciudad de Armería,0382,006,10,18
06,Colima,001,Armería,0001,Ciudad de Armería,0382,007,12,25
06,Colima,001,Armería,0001,Ciudad de Armería,0382,008,1,1
06,Colima,001,Armería,0001,Ciudad de Armería,0382,009,5,9
06,Colima,001,Armería,0001,Ciudad de Armería,0382,010,8,23
06,Colima,001,Armería,0001,Ciudad de Armería,0382,011,10,39
06,Colima,001,Armería,0001,Ciudad de Armería,0382,012,11,9
06,Colima,001,Armería,0001,Ciudad de Armería,0382,013,20,36
06,Colima,001,Armería,0001,Ciudad de Armería,0382,014,26,64
06,Colima,001,Armería,0001,Ciudad de Armería,0382,015,19,54
06,Colima,001,Armería,0001,Ciudad de Armería,0382,016,14,31
06,Colima,001,Armería,0001,Ciudad de Armería,0382,017,7,15
06,Colima,001,Armería,0001,Ciudad de Armería,0382,018,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0382,019,11,7
06,Colima,001,Armería,0001,Ciudad de Armería,0382,020,9,8
06,Colima,001,Armería,0001,Ciudad de Armería,0382,021,16,38
06,Colima,001,Armería,0001,Ciudad de Armería,0382,022,19,42
06,Colima,001,Armería,0001,Ciudad de Armería,0382,023,37,78
06,Colima,001,Armería,0001,Ciudad de Armería,0382,024,10,24
06,Colima,001,Armería,0001,Ciudad de Armería,0382,025,7,10
06,Colima,001,Armería,0001,Ciudad de Armería,0382,026,7,14
06,Colima,001,Armería,0001,Total AGEB urbana,0397,000,259,794
06,Colima,001,Armería,0001,Ciudad de Armería,0397,001,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0397,002,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0397,004,2,4
06,Colima,001,Armería,0001,Ciudad de Armería,0397,005,2,3
06,Colima,001,Armería,0001,Ciudad de Armería,0397,006,0,0
06,Colima,001,Armería,0001,Ciudad de Armería,0397,007,6,16
