CVE Estado,Estado,CVE Municipio,Municipio,Categoría,  PM10,  PM2.5,  SO2,  CO,  NOX,  COV,  NH3
01,Aguascalientes,001,Aguascalientes,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",0.467644,0.333042,0,0.0533,0.0936,7.9001056,0
01,Aguascalientes,001,Aguascalientes,Alimentos y bebidas,10.547771,5.654116,333.2271809,17.04874,47.86994,1.5732,0.9652
01,Aguascalientes,001,Aguascalientes,Automotriz ,58.22683719,39.87335111,0.3205,45.7473,55.4813,393.268065,1.6882
01,Aguascalientes,001,Aguascalientes,Industria textil,29.6520252,25.6414886,0.0953,9.787,12.2936,0.5751,0.3396
01,Aguascalientes,001,Aguascalientes,Manejo de desechos y remediación,4.0876696,2.9313128,1.6372952,3.7469,2.0451869,0.0912,0.0445
01,Aguascalientes,001,Aguascalientes,Metálico,10.2544062,7.5591316,0.0058,1.2692,1.7662,18.022982,0.0313
01,Aguascalientes,001,Aguascalientes,Metalúrgica (incluye la siderúrgica) ,5.353017863,4.284548763,2.249525061,15.05607962,22.45034808,2.159715028,0.334599898
01,Aguascalientes,001,Aguascalientes,Minerales no metálicos,31.586697,19.579429,183.254,7.257,60.842,0,0
01,Aguascalientes,001,Aguascalientes,Papel y cartón,1.762496,1.6957425,0.0305,0.4364,0.8264,425.6011,0.0043
01,Aguascalientes,001,Aguascalientes,Petróleo y petroquímica,0,0,0,0,0,29.8528074,0
01,Aguascalientes,001,Aguascalientes,Plástico y hule,0.2958,0.1961,1.935,7.1958,2.0125,0.0093,0.0266
01,Aguascalientes,001,Aguascalientes,Química ,0.1347,0.0955,0.296,1.1365,2.5803,0.0105,0.0417
01,Aguascalientes,001,Aguascalientes,Tratamiento de residuos peligrosos ,0.0009,0.0009,0,0.009,0.0157,0.0004,0
01,Aguascalientes,002,Asientos,Metalúrgica (incluye la siderúrgica) ,57.6816753,41.53080622,0,0,0,0,0
01,Aguascalientes,005,Jesús María,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",0,0,0,0,0,0.0417064,0
01,Aguascalientes,005,Jesús María,Alimentos y bebidas,0.2187,0.2079,2.1416,2.0637,3.0756,0.0837,0.0511
01,Aguascalientes,005,Jesús María,Automotriz ,0.133320211,0.109020777,0.0039,0.5505,1.5401,66.753469,0.021
01,Aguascalientes,005,Jesús María,Industria textil,0.1153,0.0738,18.1516,0.3396,1.3144,0.0042,0.0129
01,Aguascalientes,005,Jesús María,Metalúrgica (incluye la siderúrgica) ,0.35826271,0.26294838,3.4868,0.481,1.445,1.9635,0.0016
01,Aguascalientes,005,Jesús María,Mezclas químicas,0.0017,0.0017,0,0.0179,0.0315,0.24572,0
01,Aguascalientes,005,Jesús María,Minerales no metálicos,93.99572033,66.80288146,0.2668,20.7449,28.72,29.854922,0.7782
01,Aguascalientes,005,Jesús María,Plástico y hule,0.0207,0.0207,0.0016,0.2289,0.2725,0.015,0.0088
01,Aguascalientes,005,Jesús María,Química ,0.0163,0.0163,0,0.1728,0.3034,0,0
01,Aguascalientes,006,Pabellón de Arteaga,Alimentos y bebidas,0.004,0.004,0,0.0418,0.0732,0,0
01,Aguascalientes,006,Pabellón de Arteaga,Metalúrgica (incluye la siderúrgica) ,0,0,0,0,0,0,0
01,Aguascalientes,006,Pabellón de Arteaga,Minerales no metálicos,4.8262645,3.013673,35.8528,0.3005,3.3052,0.0168,0.0481
01,Aguascalientes,007,Rincón de Romos,Química ,0.3499,0.1498,0.2422,0.9246,4.0465,0.2128,0.0054
01,Aguascalientes,009,Tepezalá,Cemento y cal ,75.669356,50.994566,1329.3097,56.2263,2406.254,6.5221,0.2722
01,Aguascalientes,011,San Francisco de los Romo,Alimentos y bebidas,1.946334,0.921024,31.867,0.3804,3.1368,0.015,0.0427
01,Aguascalientes,011,San Francisco de los Romo,Automotriz ,77.09780125,54.74185419,0,2.7342,4.7999,341.3876007,0
01,Aguascalientes,011,San Francisco de los Romo,Industria textil,0.9294804,0.6373422,47.5663,1.0686,5.5736,0.0224,0.0643
01,Aguascalientes,011,San Francisco de los Romo,Manejo de desechos y remediación,0.0012,0.0012,0,0.0125,0.0219,0,0
01,Aguascalientes,011,San Francisco de los Romo,Metálico,3.0209492,2.7978706,0.0054,23.9667,41.7398,136.4966768,0.0229
01,Aguascalientes,011,San Francisco de los Romo,Metalúrgica (incluye la siderúrgica) ,0.0122122,0.0096996,0.005902074,0.047644,0.09522,0.0002,0.0008
01,Aguascalientes,011,San Francisco de los Romo,Minerales no metálicos,0.0233,0.0144,0.0675,0.1801,0.4497,0.0024,0.0095
01,Aguascalientes,011,San Francisco de los Romo,Papel y cartón,0,0,0,0,0,0,0
01,Aguascalientes,011,San Francisco de los Romo,Pinturas y tintas ,0.590604192,0.569137373,0,0.019,0.0334,0.47528,0
01,Aguascalientes,011,San Francisco de los Romo,Plástico y hule,2.8745346,2.0382153,0,0,0,12.2751,0
01,Aguascalientes,011,San Francisco de los Romo,Química ,2.368756092,1.450857722,0.024,3.5055,4.2191,2.984306815,0.13
02,Baja California,001,Ensenada,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",57.95092,29.09317,0.0018,0.2073,0.36395,70.22974,0
02,Baja California,001,Ensenada,Alimentos y bebidas,1.0051,1.0051,0,0.13083,1.30107,0,0
02,Baja California,001,Ensenada,Cemento y cal ,1.626273269,1.008289427,6.15315499,26.98513575,93.30818716,1.4519,0
02,Baja California,001,Ensenada,Extracción/Beneficio minerales no metálicos,0.46689,0.46689,299.44872,0.072,271.06888,2.87703,0
02,Baja California,001,Ensenada,Generación de energía eléctrica ,5.4083,0.6760375,3.6353,4.2536,79.1859,0.189,0
02,Baja California,001,Ensenada,Industria textil,10.1328,5.0753,0.0016,11.25106,6.36424,23.26309,0
02,Baja California,001,Ensenada,Metálico,0.00234,0.00234,0,0,0,0.35063,0
02,Baja California,001,Ensenada,Metalúrgica (incluye la siderúrgica) ,0.000218734,0.000218734,1.72685E-05,0.002417587,0.00287808,0.000158294,9.24044E-05
02,Baja California,001,Ensenada,Minerales no metálicos,0.03215,0.03215,0,0,0,0,0
02,Baja California,001,Ensenada,Petróleo y petroquímica,0.0092,0.00115,0.0084,0.0279,0.1297,16.66258788,0
02,Baja California,001,Ensenada,Plástico y hule,0.7455,0.7455,0,1.4117,0,3.48372,0
02,Baja California,002,Mexicali,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",0,0,0,12.267765,20.32353,12.431894,0
02,Baja California,002,Mexicali,Alimentos y bebidas,0,0,0,112.96993,59.04474,107.92549,0
02,Baja California,002,Mexicali,Automotriz ,3.142400955,2.687053969,0.0325,4.5949,5.4703,2766.8789,0.1755
02,Baja California,002,Mexicali,Celulosa y papel ,14.18386,11.92367757,0.2304,32.2721,43.336,67.8102995,1.2335
02,Baja California,002,Mexicali,Derivados del petróleo y carbón,0,0,0,190.64284,0.66765,119.47926,0
02,Baja California,002,Mexicali,Extracción/Beneficio minerales no metálicos,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,Generación de energía eléctrica ,1097.3049,1096.56325,15.5313,1718.5111,2693.73156,44.0535,0
02,Baja California,002,Mexicali,Impresión,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,Industria de la madera,0,0,0,0.021818,0.004818,0.019511,0
02,Baja California,002,Mexicali,Metálico,0,0,0,9.8832818,0,33.3670495,0
02,Baja California,002,Mexicali,Metalúrgica (incluye la siderúrgica) ,2.184452863,2.081098463,10.21921467,21.51450056,27.71870416,1.41549104,0.792900178
02,Baja California,002,Mexicali,Mezclas químicas,0,0,0,0.36665,0,0.2076,0
02,Baja California,002,Mexicali,Minerales no metálicos,0,0,0,10.99454,0.02224,9.12369,0
02,Baja California,002,Mexicali,Otras industrias,0,0,0,0.49623,0,0.0734,0
02,Baja California,002,Mexicali,Papel y cartón,0,0,0,0.65407,0,0.74583,0
02,Baja California,002,Mexicali,Petróleo y petroquímica,0,0,0,0,0,46.56347326,0
02,Baja California,002,Mexicali,Plástico y hule,0,0,0,7.55535,0.000397,6.86418,0
02,Baja California,002,Mexicali,Química ,0.0236,0.0236,0.0022,0.2658,0.3287,0.0155,0.009
02,Baja California,002,Mexicali,Tratamiento de residuos peligrosos ,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,Vidrio,66.35267346,65.46059545,1.1786,164.9824,1669.075832,10.936654,6.3059
02,Baja California,003,Tecate,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",0.08737,0.08737,0,0.21722,0.13398,21.97283,0
02,Baja California,003,Tecate,Alimentos y bebidas,0.1635204,0.1064784,36.71,125.7697289,19.48654,0.876,0
02,Baja California,003,Tecate,Derivados del petróleo y carbón,0,0,0,0,0,0,0
02,Baja California,003,Tecate,Extracción/Beneficio minerales no metálicos,0.919713,0.459863,0.0002,0.0008,0.0035,0,0
02,Baja California,003,Tecate,Impresión,0.239,0.239,0,0.40446,0,6.70614,0
02,Baja California,003,Tecate,Industria de la madera,2.79208,2.79208,0,0.602,0,29.53275,0
02,Baja California,003,Tecate,Industria textil,0,0,0,0.05086,0,0.49171,0
02,Baja California,003,Tecate,Manejo de desechos y remediación,0,0,1.0753,0.01429,0.03913,0,0
02,Baja California,003,Tecate,Metálico,21.61352,10.88852,0.01859,7.83733,0.20375,11.91764,0
02,Baja California,003,Tecate,Minerales no metálicos,63.43838919,41.18229669,6.415,659.14415,79.4632,73.14219,0
02,Baja California,003,Tecate,"Muebles, colchones y persianas",0,0,0,0,0,0,0
02,Baja California,003,Tecate,Otras industrias,0.0003,0.0003,0,0.04995,0.023,3.98453,0
02,Baja California,003,Tecate,Plástico y hule,0.27717,0.27717,0,0,0,47.47589,0
02,Baja California,003,Tecate,Química ,0.0128,0.0128,0,0.136,0.2388,0,0
02,Baja California,003,Tecate,Tratamiento de residuos peligrosos ,0.0066,0.0066,0,0.0704,0.1236,0.003,0
02,Baja California,004,Tijuana,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",58.6879511,35.7381861,0.7304388,47.0100706,20.26643,1020.017273,0
02,Baja California,004,Tijuana,Alimentos y bebidas,10.6482312,5.6827502,85.04472,797.41447,1111.44652,1.09925,0
02,Baja California,004,Tijuana,Automotriz ,10.05473545,8.464151964,0.3624,50.7052,57.2181,711.97959,1.9379
02,Baja California,004,Tijuana,Celulosa y papel ,6.3735,4.1477,114.5317,1.0026,10.7265,69.27836,0.1604
02,Baja California,004,Tijuana,"Cuero, piel y materiales sucedáneos",0.18695,0.18695,0,0,0,0.001294,0
02,Baja California,004,Tijuana,Derivados del petróleo y carbón,0.00578,0.00578,0,0,0,52.245,0
02,Baja California,004,Tijuana,Extracción/Beneficio minerales no metálicos,394.5908,197.950015,2.95052,9.343,41.789,41.49003,0
02,Baja California,004,Tijuana,Impresión,3.57617,2.479545,0,8.63459,0.003,101.22645,0
02,Baja California,004,Tijuana,Industria de la madera,155.01452,96.16241,0.28572,121.19576,5.010258,834.965778,0
02,Baja California,004,Tijuana,Industria textil,2.45865,1.24565,0,0.369639,0.112,20.321425,0
02,Baja California,004,Tijuana,Manejo de desechos y remediación,1.059155,0.7948375,0.67293,113.12234,0.48202,4.61331,0
02,Baja California,004,Tijuana,Metálico,15.1201154,14.7158254,22.70199,48.92412,6.514621,477.05936,0
02,Baja California,004,Tijuana,Metalúrgica (incluye la siderúrgica) ,2.944954586,2.483951306,0.011190962,6.60311091,7.910407368,0.04512,0.0002
02,Baja California,004,Tijuana,Mezclas químicas,164.695125,82.5146375,166.66405,168.3073,2.15374,22.224,0
02,Baja California,004,Tijuana,Minerales no metálicos,267.943999,191.2112365,22.630352,2373.44007,283.17128,247.80612,0
02,Baja California,004,Tijuana,"Muebles, colchones y persianas",0.25072,0.25072,0,0,0,3.617,0
02,Baja California,004,Tijuana,Otras industrias,2.63712,2.63712,0.115,11.37215,3.37642,238.61339,0
02,Baja California,004,Tijuana,Papel y cartón,6.69241,5.57791,6.192,5.2204,5.875,21.764529,0
02,Baja California,004,Tijuana,Pinturas y tintas ,0,0,0,0,0,0.005376,0
02,Baja California,004,Tijuana,Plástico y hule,17.3949814,16.8332239,18.26458,91.027561,88.86575,567.019355,0
02,Baja California,004,Tijuana,Química ,1.0996,1.0996,0.0113,11.7409,19.7401,0.1012,0.0592
02,Baja California,004,Tijuana,Tratamiento de residuos peligrosos ,0.017,0.017,0,0.1807,0.3173,0.0078,0
02,Baja California,004,Tijuana,Vidrio,0.568544058,0.558219468,0.0262,3.6532,4.349,0.2393,0.1396
02,Baja California,005,Playas de Rosarito,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",0.11153,0.11153,0,0.29133,0.10111,51.20116,0
02,Baja California,005,Playas de Rosarito,Extracción/Beneficio minerales no metálicos,0,0,0,0,0,0,0
02,Baja California,005,Playas de Rosarito,Generación de energía eléctrica ,831.9184,831.9184,13.2327,1577.5952,5441.8983,53.1415,12.2145
02,Baja California,005,Playas de Rosarito,Industria de la madera,3.518,1.759,0,0,0,0,0
02,Baja California,005,Playas de Rosarito,Manejo de desechos y remediación,0,0,0,0,0,0.585,0
02,Baja California,005,Playas de Rosarito,Minerales no metálicos,0.4278782,0.4278782,0,0,0,61.07208,0
02,Baja California,005,Playas de Rosarito,"Muebles, colchones y persianas",0.000288,0.000288,0,0,0,5.49072,0
02,Baja California,005,Playas de Rosarito,Papel y cartón,0,0,0,0.89017,0,0,0
02,Baja California,005,Playas de Rosarito,Petróleo y petroquímica,0.0009,0.0002,0.005,0.0044,0.0175,54.91810932,0.0007
02,Baja California,005,Playas de Rosarito,Plástico y hule,0.013,0.013,0,0.004,0,24.245,0
03,Baja California Sur,001,Comondú,Alimentos y bebidas,6.748667,1.916362,1.8771,1.6524,6.6096,0.0661,0.2645
03,Baja California Sur,001,Comondú,Generación de energía eléctrica ,647.1779,316.2847375,8283.3927,1976.7886,9204.5844,47.9452,0
03,Baja California Sur,002,Mulegé,Alimentos y bebidas,33.9341,4.308175,34.2227,104.8313,485.3439,30.7159,0.4258
03,Baja California Sur,002,Mulegé,Generación de energía eléctrica ,144.1971,62.1217175,1441.835,376.0834,2056.3849,26.7152,0.1468
03,Baja California Sur,002,Mulegé,Metalúrgica (incluye la siderúrgica) ,0.318056499,0.079514125,1.806560915,1.590282496,6.361129982,0.0636113,0.254445199
03,Baja California Sur,002,Mulegé,Química ,35.4823,4.4352875,33.1445,108.5343,504.2662,32.5156,0
03,Baja California Sur,003,La Paz,Alimentos y bebidas,0.1627,0.0439,0.899702592,0.8162,3.3106,0.0341,0.1268
03,Baja California Sur,003,La Paz,Generación de energía eléctrica ,1215.846932,666.8362536,22990.1179,2898.0684,13493.86586,36.3796,14.4719
03,Baja California Sur,003,La Paz,Petróleo y petroquímica,0,0,0,0,0,25.93248509,0
03,Baja California Sur,003,La Paz,Plástico y hule,0.0374,0.0094,0.2127,0.1872,0.7488,0.0075,0.03
03,Baja California Sur,008,Los Cabos,Generación de energía eléctrica ,80.893,10.111625,54.3739,63.6219,1184.3939,2.8265,0
03,Baja California Sur,009,Loreto,Alimentos y bebidas,0.1325,0.0331,0.7525,0.6624,2.6496,0.0265,0.106
04,Campeche,002,Campeche,Alimentos y bebidas,0.372702688,0.372702688,0.344503301,1.303599794,5.282455277,1.034478462,0
04,Campeche,002,Campeche,Extracción/Beneficio minerales no metálicos,28.81152058,28.81152058,26.80957012,89.6969833,406.3706797,35.76437312,0
04,Campeche,002,Campeche,Generación de energía eléctrica ,451.8841,326.3499,9787.9712,82.0313,584.5466,12.4687,13.1346
04,Campeche,002,Campeche,Industria textil,0.195228166,0.128528166,3.44346636,0.072647815,0.393784713,0.006977639,0.0046
04,Campeche,002,Campeche,Minerales no metálicos,61.96234243,61.96234243,57.0229722,230.3157695,880.5356792,227.3078144,0
04,Campeche,002,Campeche,Petróleo y petroquímica,129.73,119.21633,97755.9236,283.2009,2379.0101,41.69691061,0.9709
04,Campeche,003,Carmen,Alimentos y bebidas,0.0016,0.0016,9.8496E-07,0.0092,0.0542,0.0009,0
04,Campeche,003,Carmen,Generación de energía eléctrica ,0,0,0,0,0,0,0
04,Campeche,003,Carmen,Metálico,0.096,0.024,0.5453,0.48,1.92,0.0192,0.0769
04,Campeche,003,Carmen,Minerales no metálicos,33.09772793,33.09772793,30.84106466,100.4967375,466.3770754,30.85761353,0
04,Campeche,003,Carmen,Otras industrias,0.711923992,0.705359119,2.290411205,1.8235758,8.75316384,0.072943032,0.291346627
04,Campeche,003,Carmen,Petróleo y petroquímica,1834.8491,1758.52225,1238.6337,3030.8662,11447.3265,114.0559,10.591
04,Campeche,003,Carmen,Química ,604.3743,604.3743,8.2415,946.84,1477.97016,24.2479,0
04,Campeche,004,Champotón,Alimentos y bebidas,1048.831043,598.6011317,0,0,102.3249798,0,0
04,Campeche,004,Champotón,Extracción/Beneficio minerales no metálicos,285.226,172.61211,0,0,0,0,0
04,Campeche,004,Champotón,Minerales no metálicos,10.87693823,10.87693823,10.13686564,33.04128636,153.2749288,10.14149705,0
04,Campeche,007,Palizada,Alimentos y bebidas,0.004,0.004,2.38464E-06,0.0222,0.1312,0.0022,0
04,Campeche,007,Palizada,Generación de energía eléctrica ,140.7751,89.825975,40.2914,175.1401,568.883069,5.3472,0.0042
04,Campeche,009,Escárcega,Extracción/Beneficio minerales no metálicos,3.950482479,3.950482479,3.672733797,12.49068134,55.75319434,5.675260889,0
04,Campeche,011,Candelaria,Alimentos y bebidas,0.001,0.001,6.2208E-07,0.0058,0.0342,0.0006,0
05,Coahuila de Zaragoza,002,Acuña,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",0.3084,0.3027,0.0229,3.1943,3.8027,47.7091,0.1221
05,Coahuila de Zaragoza,002,Acuña,Automotriz ,1.33661649,0.957283121,0,0.3457,0.6077,4.1658075,0
05,Coahuila de Zaragoza,002,Acuña,Metálico,10.3237,8.9354739,0.0032372,20.0279,118.0169,2.422636,2.26232E-05
05,Coahuila de Zaragoza,002,Acuña,Metalúrgica (incluye la siderúrgica) ,0.0077,0.0077,0,0.0823,0.1445,0.00329,0
05,Coahuila de Zaragoza,002,Acuña,Plástico y hule,0.873,0.6212,4.6383E-06,0.0434,0.2552,0.0044,0
05,Coahuila de Zaragoza,002,Acuña,Química ,1.6896,1.6896,0.1333,18.6751,22.2324,1.2227,0.7138
05,Coahuila de Zaragoza,004,Arteaga,Metálico,0.915264,0.881895,0,0,0,0,0
05,Coahuila de Zaragoza,004,Arteaga,Tratamiento de residuos peligrosos ,0.0423,0.0423,0.0007,0.4531,0.7362,0.022,0.004
05,Coahuila de Zaragoza,006,Castaños,Automotriz ,1.2484,1.2484,0.0985,13.7984,16.4267,20.15498,0.5274
05,Coahuila de Zaragoza,006,Castaños,Metalúrgica (incluye la siderúrgica) ,0.0038,0.001,0.0217,0.0191,0.0764,0.0008,0.0031
05,Coahuila de Zaragoza,007,Cuatro Ciénegas,Química ,0.0466,0.0117,0.2649,0.2332,0.9329,0.0093,0.0374
05,Coahuila de Zaragoza,009,Francisco I. Madero,Generación de energía eléctrica ,0.5252,0.5252,0.0071,0.8228,3.2107,0.021,0
05,Coahuila de Zaragoza,010,Frontera,Automotriz ,1.5933,1.5933,0.1259,17.6098,20.964,1.3661195,0.6731
05,Coahuila de Zaragoza,010,Frontera,Metalúrgica (incluye la siderúrgica) ,161.5177479,121.0505524,264.588,29.4352,123.4757,1218.5403,1.0547
05,Coahuila de Zaragoza,011,General Cepeda,Tratamiento de residuos peligrosos ,0,0,0,0,0,0,0
05,Coahuila de Zaragoza,013,Hidalgo,Extracción/Beneficio minerales no metálicos,4.8481,3.1577,336.1682,2.8174,30.991,0.1578,0.4508
05,Coahuila de Zaragoza,013,Hidalgo,Petróleo y petroquímica,0,0,0,0,0,0,0
05,Coahuila de Zaragoza,017,Matamoros,Metalúrgica (incluye la siderúrgica) ,0.038256013,0.038256013,8.0958E-08,0.405857108,0.712609426,0,0
05,Coahuila de Zaragoza,018,Monclova,Cemento y cal ,80.80019999,50.09612399,0.8179,114.5075,136.3185,7.4975,4.3768
05,Coahuila de Zaragoza,018,Monclova,Generación de energía eléctrica ,0.003,0.003,0,0.0047,0.0185,0.0001,0
05,Coahuila de Zaragoza,018,Monclova,Industria textil,0.1189,0.0888,9.3312E-06,0.0871,0.5132,0.0088,0
05,Coahuila de Zaragoza,018,Monclova,Manejo de desechos y remediación,0.0263,0.0066,0.1494,0.1315,0.5262,0.0053,0.021
05,Coahuila de Zaragoza,018,Monclova,Metalúrgica (incluye la siderúrgica) ,17407.90643,12769.9571,6447.83862,16465.00633,33147.65513,2048.29606,364.084
05,Coahuila de Zaragoza,018,Monclova,Petróleo y petroquímica,0,0,0,0,0,9.717692486,0
05,Coahuila de Zaragoza,018,Monclova,Química ,0.0104,0.0026,0.0588,0.0518,0.2074,0.002,0.0082
05,Coahuila de Zaragoza,020,Múzquiz,Plástico y hule,0.0628,0.05,6.39965E-07,0.006,0.0352,0.774835,0
05,Coahuila de Zaragoza,022,Nava,Celulosa y papel ,0.0499,0.0499,0.0039,0.5515,1.543,0.0361,0.0211
05,Coahuila de Zaragoza,022,Nava,Generación de energía eléctrica ,3739.77,893.9562,135420.76,6676.7596,23856.24,93.4483,5.7382
05,Coahuila de Zaragoza,022,Nava,Vidrio,5.0933,5.0933,0.4021,56.2926,157.4844,3.6859,2.1514
05,Coahuila de Zaragoza,023,Ocampo,Metalúrgica (incluye la siderúrgica) ,24.8668,3.10835,23.2285,76.063,353.4004,22.7877,0
05,Coahuila de Zaragoza,024,Parras,Industria textil,4.3777,3.8557,0.204,28.5624,34.0032,1.8701,1.0919
05,Coahuila de Zaragoza,025,Piedras Negras,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",0.8077,0.5819,0.0027,0.3569,0.4253,1.831834,0.0139
05,Coahuila de Zaragoza,025,Piedras Negras,Automotriz ,4.6225154,4.0234001,0.1624,22.7276,27.0566,463.8241,0.8689
05,Coahuila de Zaragoza,025,Piedras Negras,Minerales no metálicos,4.1978,3.1958,14.3812,8.9074,11.7812,0.582,0.3551
05,Coahuila de Zaragoza,025,Piedras Negras,Plástico y hule,0.0787,0.0787,0.0062,0.8702,1.0359,0.057,0.0333
05,Coahuila de Zaragoza,027,Ramos Arizpe,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",0.0734,0.0734,0.0058,0.8116,0.9661,0.0531,0.0311
05,Coahuila de Zaragoza,027,Ramos Arizpe,Alimentos y bebidas,0.8296,0.8296,0.0655,9.1694,10.916,0.6004,0.3505
05,Coahuila de Zaragoza,027,Ramos Arizpe,Automotriz ,211.7904739,126.5783535,0.0885,11.9777,14.3124,401.077455,0.456
05,Coahuila de Zaragoza,027,Ramos Arizpe,Celulosa y papel ,8.40807084,7.444256625,0.2846,39.8418,36.6284,263.094885,1.5228
05,Coahuila de Zaragoza,027,Ramos Arizpe,Cemento y cal ,132.2792878,88.23014576,31.87435924,35.7212,1448.685619,3.7584,0.0275
05,Coahuila de Zaragoza,027,Ramos Arizpe,Extracción/Beneficio minerales no metálicos,3.57,0.44625,3.3348,10.92,50.736,3.2715,0
05,Coahuila de Zaragoza,027,Ramos Arizpe,Generación de energía eléctrica ,251.6477,251.6477,3.4425,395.8256,620.14504,10.2104,0.0705
05,Coahuila de Zaragoza,027,Ramos Arizpe,Metálico,5.3885508,4.4184544,0.020501032,2.8753,3.9839,93.173535,0.1096
05,Coahuila de Zaragoza,027,Ramos Arizpe,Metalúrgica (incluye la siderúrgica) ,17.93739246,15.19546497,0.59932364,82.58315656,100.496885,5.403652675,3.148113874
05,Coahuila de Zaragoza,027,Ramos Arizpe,Minerales no metálicos,20.8778,14.9369,0.036,5.0417,6.002,0.3301,0.1928
05,Coahuila de Zaragoza,027,Ramos Arizpe,Plástico y hule,2.409729,1.812188,0.010206945,1.4857,2.0736,1.230704,0.0543
05,Coahuila de Zaragoza,027,Ramos Arizpe,Química ,0.254,0.254,0.0162,2.7871,3.6131,0.1484,0.0865
05,Coahuila de Zaragoza,027,Ramos Arizpe,Tratamiento de residuos peligrosos ,0.0208,0.0208,0.0017,0.2289,0.4085,0.0149,0.0087
05,Coahuila de Zaragoza,028,Sabinas,Industria textil,0.0086,0.0061,0,0,0,0,0
05,Coahuila de Zaragoza,028,Sabinas,Petróleo y petroquímica,0,0,0,0,0,14.7231446,0
05,Coahuila de Zaragoza,030,Saltillo,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",4.3774,3.4296,0.0479,6.6867,7.9604,0.4378,0.2557
05,Coahuila de Zaragoza,030,Saltillo,Alimentos y bebidas,15.623753,15.055745,30.16391152,152.7246,192.1413,10.0206,5.7881
05,Coahuila de Zaragoza,030,Saltillo,Automotriz ,147.1114246,128.0594488,1.179715,38.819377,65.0866,859.8642066,0.9076
05,Coahuila de Zaragoza,030,Saltillo,Cemento y cal ,28.36456609,19.21431628,0.024,0.799717862,3.997,0.2198,0.1284
05,Coahuila de Zaragoza,030,Saltillo,Generación de energía eléctrica ,0.9984,0.9984,0.0601,39.9672,284.4691,11.6189,0
05,Coahuila de Zaragoza,030,Saltillo,Industria textil,0.014,0.014,0.001,0.1538,0.183,0.01,0.0058
05,Coahuila de Zaragoza,030,Saltillo,Metálico,48.0731,41.5495,0.079728261,11.4142,14.8287,2.8373,0.4262
05,Coahuila de Zaragoza,030,Saltillo,Metalúrgica (incluye la siderúrgica) ,21.54418108,17.31073943,1863.619805,26.93889583,250.9952036,38.92220354,0.846053616
05,Coahuila de Zaragoza,030,Saltillo,Minerales no metálicos,9.4197,7.0857,0.1119,15.6708,18.6558,1.0261,0.599
05,Coahuila de Zaragoza,030,Saltillo,Petróleo y petroquímica,0,0,0,0,0,26.7196068,0
05,Coahuila de Zaragoza,030,Saltillo,Plástico y hule,1.1087,0.9379,0.016904507,2.3954,3.0496,14.330427,0.0899
05,Coahuila de Zaragoza,030,Saltillo,Química ,0.1081,0.1081,0.0082,1.1938,1.4411,0.0759,0.0442
05,Coahuila de Zaragoza,030,Saltillo,Tratamiento de residuos peligrosos ,0,0,0,0,0,0,0
05,Coahuila de Zaragoza,032,San Juan de Sabinas,Industria textil,0.0899,0.0667,0,0.0565,0.3332,0,0
05,Coahuila de Zaragoza,032,San Juan de Sabinas,Metalúrgica (incluye la siderúrgica) ,2.725675066,2.725675066,0.215184874,30.1258823,35.8641456,1.972528008,1.151463225
05,Coahuila de Zaragoza,033,San Pedro,Alimentos y bebidas,0.8264,0.5381,57.2994,0.4802,5.2824,0.027,0.0769
05,Coahuila de Zaragoza,034,Sierra Mojada,Alimentos y bebidas,0.1052,0.0263,0.5975,0.5259,2.1038,0.021,0.0843
05,Coahuila de Zaragoza,034,Sierra Mojada,Metalúrgica (incluye la siderúrgica) ,0.0429,0.0053625,0.04,0.1311,0.6092,0.0393,0
05,Coahuila de Zaragoza,035,Torreón,"Accesorios, aparatos eléctricos y equipos de generación eléctrica",0.0128,0.0098,0,0,0,0.2772,0
05,Coahuila de Zaragoza,035,Torreón,Alimentos y bebidas,2.235652507,2.223052507,0.804104145,54.56498034,312.6866909,12.984538,0.489122134
05,Coahuila de Zaragoza,035,Torreón,Automotriz ,0.4125,0.37,0.3504,4.2141,5.8142,46.70554239,0.1957
05,Coahuila de Zaragoza,035,Torreón,Cemento y cal ,141.3725677,87.95758284,408.8069752,67.9402,961.3509,4.9004,1.4755
05,Coahuila de Zaragoza,035,Torreón,Industria textil,0.7545,0.683,0.0384,5.4642,7.3063,0.3461,0.2021
05,Coahuila de Zaragoza,035,Torreón,Manejo de desechos y remediación,0.1452,0.0363,0.8248,0.7261,2.9042,0.029,0.1162
05,Coahuila de Zaragoza,035,Torreón,Metálico,2.117247866,1.834743266,0.089045481,12.4620343,14.8945456,0.971890008,0.47586993
