Estado,CVE Estado,Categoría,Subcategoría,  PM10,  PM2.5,  SO2,  CO,  NOX,  COV,  NH3
Durango,10,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,772.4893679,0
Durango,10,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,363.1791518,0
Durango,10,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,3265.675408,0
Guanajuato,11,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,5577.617773
Guanajuato,11,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,684.8559479,0
Guanajuato,11,Agropecuarias,Corrales de engorda,234.6949212,26.80216,0,0,0,0,0
Guanajuato,11,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,29516.41684
Guanajuato,11,Agropecuarias,Labranza,8418.29337,1866.33564,0,0,0,0,0
Guanajuato,11,Agropecuarias,Quemas agrícolas,7375.023235,7080.634941,226.927654,54266.80056,2183.546529,5718.345583,1085.322756
Guanajuato,11,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,3557.655652,0
Guanajuato,11,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,18631.22066,0
Guanajuato,11,Fuentes industriales ligeras y comerciales,Actividades de construcción,3087.119966,308.7119966,0,0,0,0,0
Guanajuato,11,Fuentes industriales ligeras y comerciales,Asados al carbón,468.8281135,374.1717174,0,933.3754951,17.18156814,60.22344873,0
Guanajuato,11,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,234.3937565,0
Guanajuato,11,Fuentes misceláneas,Caminos pavimentados y no pavimentados,1166.890163,278.9661039,0,0,0,0,0
Guanajuato,11,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,7974.907129
Guanajuato,11,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,2.7622,0
Guanajuato,11,Fuentes misceláneas,Incendios en construcción,0.703935391,0.657361216,0,11.17780205,0.266138144,0.693289865,0
Guanajuato,11,Fuentes misceláneas,Incendios forestales,351.5184534,298.3002291,32.23509555,3489.406919,103.7122575,243.6432156,35.00431043
Guanajuato,11,Fuentes misceláneas,Ladrilleras,10649.72426,9718.257703,880.1517934,2101.855029,486.0539755,236.4586908,0
Guanajuato,11,Manejo de Residuos,Aguas residuales,0,0,0,0,0,4199.533467,0
Guanajuato,11,Manejo de Residuos,Quema de residuos a cielo abierto,0.957927228,0.877259672,0.025208611,2.142731958,0.151251668,0.215684878,0
Guanajuato,11,Manejo de Residuos,Rellenos sanitarios,0,0,0,9.528394574,0,505.2375293,0
Guanajuato,11,Quema de combustibles en fuentes estacionarias,Combustión agrícola,0.431675435,0.431657672,0.015321565,3.552279306,6.268324547,0.219225099,0.001929922
Guanajuato,11,Quema de combustibles en fuentes estacionarias,Combustión comercial,15.6201791,15.6201791,0.575679538,129.3385573,224.0374362,7.953824723,0.031429642
Guanajuato,11,Quema de combustibles en fuentes estacionarias,Combustión doméstica,2860.064825,2755.7646,82.34165965,33230.31891,1770.352858,7249.658058,0.349290533
Guanajuato,11,Quema de combustibles en fuentes estacionarias,Combustión industrial,6.460079093,2.150436909,0.334010885,34.81961248,124.7653904,1.530675019,4.536465458
Guanajuato,11,Uso de Solventes,Artes gráficas,0,0,0,0,0,2536.742552,0
Guanajuato,11,Uso de Solventes,Asfaltado,0,0,0,0,0,240.987391,0
Guanajuato,11,Uso de Solventes,Lavado en seco,0,0,0,0,0,382.0218131,0
Guanajuato,11,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,6916.049947,0
Guanajuato,11,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,1078.64652,0
Guanajuato,11,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,210.0563397,0
Guanajuato,11,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,2528.332199,0
Guanajuato,11,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,1451.182751,0
Guanajuato,11,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,10587.01393,0
Guerrero,12,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,3140.760408
Guerrero,12,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,156.4128587,0
Guerrero,12,Agropecuarias,Corrales de engorda,238.3733724,27.22223913,0,0,0,0,0
Guerrero,12,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,9065.371767
Guerrero,12,Agropecuarias,Labranza,4423.537319,980.6982235,0,0,0,0,0
Guerrero,12,Agropecuarias,Quemas agrícolas,2759.422295,2652.204977,89.60567996,16473.75047,795.2343974,1815.202082,329.2551024
Guerrero,12,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,1761.284666,0
Guerrero,12,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,6275.159052,0
Guerrero,12,Fuentes industriales ligeras y comerciales,Actividades de construcción,387.5762183,38.75762183,0,0,0,0,0
Guerrero,12,Fuentes industriales ligeras y comerciales,Asados al carbón,286.8809956,228.9597226,0,571.142565,10.51358746,36.85137992,0
Guerrero,12,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,172.7209219,0
Guerrero,12,Fuentes misceláneas,Caminos pavimentados y no pavimentados,679.3541761,144.8661922,0,0,0,0,0
Guerrero,12,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,7192.916864
Guerrero,12,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,2.5083,0
Guerrero,12,Fuentes misceláneas,Incendios en construcción,0.978350882,0.913620673,0,15.5352503,0.369886912,0.963555406,0
Guerrero,12,Fuentes misceláneas,Incendios forestales,1260.215715,1069.426477,115.559026,12509.81793,371.8063081,873.4804888,125.4985147
Guerrero,12,Fuentes misceláneas,Ladrilleras,350.4003784,319.7529901,28.9590147,69.155856,15.9922917,7.7800338,0
Guerrero,12,Manejo de Residuos,Aguas residuales,0,0,0,0,0,2829.826466,0
Guerrero,12,Manejo de Residuos,Quema de residuos a cielo abierto,21.17964727,19.39609803,0.557359139,47.37552679,3.344154832,4.768764791,0
Guerrero,12,Manejo de Residuos,Rellenos sanitarios,0,0,0,7.614477628,0,403.7532066,0
Guerrero,12,Quema de combustibles en fuentes estacionarias,Combustión agrícola,7.9551E-05,6.07481E-05,2.40461E-07,0.018079779,0.065087203,0.002578176,0.002043015
Guerrero,12,Quema de combustibles en fuentes estacionarias,Combustión comercial,2.6009081,2.6009081,0.092329393,21.30381165,37.40363878,1.306416949,0
Guerrero,12,Quema de combustibles en fuentes estacionarias,Combustión doméstica,9733.216082,9371.82702,278.6118237,113661.2151,3588.951163,25028.05618,0.081941001
Guerrero,12,Quema de combustibles en fuentes estacionarias,Combustión industrial,0.585824252,0.146468498,0.031468473,2.95376971,11.67308059,0.119499933,0.462479741
Guerrero,12,Uso de Solventes,Artes gráficas,0,0,0,0,0,637.9318823,0
Guerrero,12,Uso de Solventes,Asfaltado,0,0,0,0,0,254.5485714,0
Guerrero,12,Uso de Solventes,Lavado en seco,0,0,0,0,0,248.1543368,0
Guerrero,12,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,30.40883282,0
Guerrero,12,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,579.7478553,0
Guerrero,12,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,221.8769246,0
Guerrero,12,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,902.9456689,0
Guerrero,12,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,2660.409778,0
Guerrero,12,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,5402.434739,0
Hidalgo,13,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,2048.281615
Hidalgo,13,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,143.2851723,0
Hidalgo,13,Agropecuarias,Corrales de engorda,132.6510396,15.14874872,0,0,0,0,0
Hidalgo,13,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,11460.27776
Hidalgo,13,Agropecuarias,Labranza,4619.985804,1024.250853,0,0,0,0,0
Hidalgo,13,Agropecuarias,Quemas agrícolas,2857.448808,2743.224005,88.28835987,18913.79412,853.6096768,2092.54068,378.0393897
Hidalgo,13,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,1933.862068,0
Hidalgo,13,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,8348.393091,0
Hidalgo,13,Fuentes industriales ligeras y comerciales,Actividades de construcción,814.4379138,81.44379138,0,0,0,0,0
Hidalgo,13,Fuentes industriales ligeras y comerciales,Asados al carbón,232.9103145,185.9008932,0,463.6838372,8.547167505,29.91508627,0
Hidalgo,13,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,134.1454031,0
Hidalgo,13,Fuentes misceláneas,Caminos pavimentados y no pavimentados,11770.47598,1846.781453,0,0,0,0,0
Hidalgo,13,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,4615.097299
Hidalgo,13,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,1.44222,0
Hidalgo,13,Fuentes misceláneas,Incendios en construcción,0.258327473,0.241235863,0,4.10198634,0.097666341,0.254420819,0
Hidalgo,13,Fuentes misceláneas,Incendios forestales,370.7392423,314.6106219,34.08840842,3678.047169,109.6771543,256.8175523,36.89217551
Hidalgo,13,Fuentes misceláneas,Ladrilleras,37.61712,36.21301573,0.43488,274.62672,2.82672,248.9688,0
Hidalgo,13,Manejo de Residuos,Aguas residuales,0,0,0,0,0,475.882655,0
Hidalgo,13,Manejo de Residuos,Quema de residuos a cielo abierto,13.11121146,12.00710944,0.34503188,29.32770984,2.070191283,2.95209277,0
Hidalgo,13,Manejo de Residuos,Rellenos sanitarios,0,0,0,0,0,1194.90591,0
Hidalgo,13,Quema de combustibles en fuentes estacionarias,Combustión agrícola,447.1788485,124.597157,22.90361843,2308.421313,8815.861109,96.30665563,339.5596752
Hidalgo,13,Quema de combustibles en fuentes estacionarias,Combustión comercial,4.169277,4.169277,7.57231E-05,44.28448273,77.75138189,1.915613757,0
Hidalgo,13,Quema de combustibles en fuentes estacionarias,Combustión doméstica,3560.470008,3428.034555,101.8730255,41600.40323,1224.390914,9168.647134,0
Hidalgo,13,Quema de combustibles en fuentes estacionarias,Combustión industrial,10.64727592,2.677743475,0.56583906,53.75027301,212.0405828,2.178139115,8.388981526
Hidalgo,13,Uso de Solventes,Artes gráficas,0,0,0,0,0,1157.384125,0
Hidalgo,13,Uso de Solventes,Asfaltado,0,0,0,0,0,187.8359392,0
Hidalgo,13,Uso de Solventes,Lavado en seco,0,0,0,0,0,296.8931752,0
Hidalgo,13,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,1877.037823,0
Hidalgo,13,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,664.071678,0
Hidalgo,13,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,92.53581003,0
Hidalgo,13,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,1156.763611,0
Hidalgo,13,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,668.6993979,0
Hidalgo,13,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,4148.703642,0
Jalisco,14,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,8469.337463
Jalisco,14,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,1447.834894,0
Jalisco,14,Agropecuarias,Corrales de engorda,866.0960988,98.90817448,0,0,0,0,0
Jalisco,14,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,58207.38607
Jalisco,14,Agropecuarias,Labranza,8799.695861,1950.892572,0,0,0,0,0
Jalisco,14,Agropecuarias,Quemas agrícolas,17954.01907,17182.519,747.4781331,109938.2134,5144.067043,11976.37079,2197.664509
Jalisco,14,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,5105.519487,0
Jalisco,14,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,26451.85595,0
Jalisco,14,Fuentes industriales ligeras y comerciales,Actividades de construcción,5086.890335,508.6890335,0,0,0,0,0
Jalisco,14,Fuentes industriales ligeras y comerciales,Asados al carbón,641.3733801,511.8800947,0,1276.890568,23.50499067,82.38780004,0
Jalisco,14,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,265.7387204,0
Jalisco,14,Fuentes misceláneas,Caminos pavimentados y no pavimentados,2132.6622,439.9383114,0,0,0,0,0
Jalisco,14,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,8804.804694
Jalisco,14,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,3.58895,0
Jalisco,14,Fuentes misceláneas,Incendios en construcción,2.190849765,2.045897512,0,34.7885407,0.828298588,2.157717822,0
Jalisco,14,Fuentes misceláneas,Incendios forestales,7123.359851,6044.825346,656.0728143,70643.94604,2110.905289,4932.743261,708.4479157
Jalisco,14,Fuentes misceláneas,Ladrilleras,6654.270043,6072.261545,549.9454792,1313.302637,303.7012348,147.7465466,0
Jalisco,14,Manejo de Residuos,Aguas residuales,0,0,0,0,0,9658.050984,0
Jalisco,14,Manejo de Residuos,Quema de residuos a cielo abierto,25.30298077,23.17220344,0.665867915,56.59877277,3.99520749,5.69716588,0
Jalisco,14,Manejo de Residuos,Rellenos sanitarios,0,0,0,20.80013877,0,1102.915149,0
Jalisco,14,Quema de combustibles en fuentes estacionarias,Combustión agrícola,1.884751199,1.88473852,0.066904864,15.44958468,27.14770891,0.94840814,0.001377603
Jalisco,14,Quema de combustibles en fuentes estacionarias,Combustión comercial,21.03696414,21.03696414,0.782324737,174.6524757,301.5320709,10.74778306,0.052731573
Jalisco,14,Quema de combustibles en fuentes estacionarias,Combustión doméstica,1419.04003,1369.309226,41.24988408,16300.84244,1646.371539,3484.739025,0.402800083
Jalisco,14,Quema de combustibles en fuentes estacionarias,Combustión industrial,3.787811296,1.683470215,0.185579524,22.19040988,70.03078582,1.065580742,2.215095875
Jalisco,14,Uso de Solventes,Artes gráficas,0,0,0,0,0,3679.882234,0
Jalisco,14,Uso de Solventes,Asfaltado,0,0,0,0,0,295.5685662,0
Jalisco,14,Uso de Solventes,Lavado en seco,0,0,0,0,0,1014.195985,0
Jalisco,14,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,7624.125789,0
Jalisco,14,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,1655.107823,0
Jalisco,14,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,257.6319486,0
Jalisco,14,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,3717.535163,0
Jalisco,14,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,2676.744605,0
Jalisco,14,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,18231.77308,0
México,15,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,6093.495854
México,15,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,347.1562422,0
México,15,Agropecuarias,Corrales de engorda,199.6802496,22.8034845,0,0,0,0,0
México,15,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,19580.02271
México,15,Agropecuarias,Labranza,6213.131656,1377.451288,0,0,0,0,0
México,15,Agropecuarias,Quemas agrícolas,8874.104489,8514.959597,272.7485916,57798.79445,2424.004425,6056.620732,1155.56483
México,15,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,7223.501989,0
México,15,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,54622.06883,0
México,15,Fuentes industriales ligeras y comerciales,Actividades de construcción,2038.700215,203.8700215,0,0,0,0,0
México,15,Fuentes industriales ligeras y comerciales,Asados al carbón,1368.626058,1092.300456,0,2724.755592,50.15727765,175.8072497,0
México,15,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,672.2061576,0
México,15,Fuentes misceláneas,Caminos pavimentados y no pavimentados,3102.978383,750.7205764,0,0,0,0,0
México,15,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,20749.23544
México,15,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,5.30804,0
México,15,Fuentes misceláneas,Incendios en construcción,0.835177582,0.779920086,0,13.26179904,0.31575712,0.822547298,0
México,15,Fuentes misceláneas,Incendios forestales,648.105782,549.9841835,59.73838511,6426.259049,192.2082549,448.7143413,64.45077209
México,15,Fuentes misceláneas,Ladrilleras,1080.720099,986.1960897,89.31665363,213.2935012,49.32412215,23.99551888,0
México,15,Manejo de Residuos,Aguas residuales,0,0,0,0,0,4922.232454,0
México,15,Manejo de Residuos,Quema de residuos a cielo abierto,43.02070796,39.3979115,1.132123894,96.23053096,6.792743362,9.686452034,0
México,15,Manejo de Residuos,Rellenos sanitarios,0,0,0,22.30839241,0,1182.889413,0
México,15,Quema de combustibles en fuentes estacionarias,Combustión agrícola,2.664705027,2.664705027,0.094594114,21.82636673,38.32110189,1.338461675,0
México,15,Quema de combustibles en fuentes estacionarias,Combustión comercial,56.97170048,56.97170048,2.077695126,470.2900532,817.7539167,28.89805261,0.082004033
México,15,Quema de combustibles en fuentes estacionarias,Combustión doméstica,6914.099729,6667.235376,200.2011845,79848.37336,6266.652106,17232.52024,1.086514315
México,15,Quema de combustibles en fuentes estacionarias,Combustión industrial,3.514347622,2.044138554,0.160468217,22.61294014,61.40969532,1.180450153,1.547588493
México,15,Uso de Solventes,Artes gráficas,0,0,0,0,0,4878.680402,0
México,15,Uso de Solventes,Asfaltado,0,0,0,0,0,107.448784,0
México,15,Uso de Solventes,Lavado en seco,0,0,0,0,0,2242.979537,0
México,15,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,11111.27139,0
México,15,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,2330.82301,0
México,15,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,93.65759005,0
México,15,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,7703.568533,0
México,15,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,3315.283287,0
México,15,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,39188.45292,0
Michoacán de Ocampo,16,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,8106.727473
Michoacán de Ocampo,16,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,442.6201241,0
Michoacán de Ocampo,16,Agropecuarias,Corrales de engorda,362.9301624,41.44662455,0,0,0,0,0
Michoacán de Ocampo,16,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,13739.78212
Michoacán de Ocampo,16,Agropecuarias,Labranza,7289.066674,1615.986082,0,0,0,0,0
Michoacán de Ocampo,16,Agropecuarias,Quemas agrícolas,5896.182562,5637.422691,235.6045874,36882.74985,1664.051923,3642.976215,737.5032625
Michoacán de Ocampo,16,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,2862.083424,0
Michoacán de Ocampo,16,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,13415.76117,0
Michoacán de Ocampo,16,Fuentes industriales ligeras y comerciales,Actividades de construcción,373.1351578,37.31351578,0,0,0,0,0
Michoacán de Ocampo,16,Fuentes industriales ligeras y comerciales,Asados al carbón,370.0007318,295.297584,0,736.6230954,13.55975165,47.52854928,0
Michoacán de Ocampo,16,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,267.7729068,0
Michoacán de Ocampo,16,Fuentes misceláneas,Caminos pavimentados y no pavimentados,1166.104916,282.1221572,0,0,0,0,0
Michoacán de Ocampo,16,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,7022.073656
Michoacán de Ocampo,16,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,1.79031,0
Michoacán de Ocampo,16,Fuentes misceláneas,Incendios en construcción,0.720340665,0.672681075,0,11.43830167,0.272340516,0.709447044,0
Michoacán de Ocampo,16,Fuentes misceláneas,Incendios forestales,2231.963014,1893.536584,210.3567228,22018.09146,677.9104679,1537.774683,220.3677041
Michoacán de Ocampo,16,Fuentes misceláneas,Ladrilleras,1954.944495,1783.957399,161.5673665,385.832517,89.22376957,43.40615817,0
Michoacán de Ocampo,16,Manejo de Residuos,Aguas residuales,0,0,0,0,0,2392.698553,0
Michoacán de Ocampo,16,Manejo de Residuos,Quema de residuos a cielo abierto,18.54631438,16.98451948,0.488060905,41.4851769,2.928365428,4.1758491,0
Michoacán de Ocampo,16,Manejo de Residuos,Rellenos sanitarios,0,0,0,12.9286061,0,685.5317496,0
Michoacán de Ocampo,16,Quema de combustibles en fuentes estacionarias,Combustión agrícola,0.368038761,0.368019949,0.013062389,3.032010287,5.356737512,0.187402636,0.002044032
Michoacán de Ocampo,16,Quema de combustibles en fuentes estacionarias,Combustión comercial,11.3522918,11.3522918,0.402993943,92.98563313,163.2572185,5.702172413,0
Michoacán de Ocampo,16,Quema de combustibles en fuentes estacionarias,Combustión doméstica,7395.529282,7121.893976,211.8724045,86272.9589,3089.607483,18963.62821,0.106215992
Michoacán de Ocampo,16,Quema de combustibles en fuentes estacionarias,Combustión industrial,3.098923868,0.942869314,0.162380941,16.33067036,60.50624119,0.698988458,2.269531109
Michoacán de Ocampo,16,Uso de Solventes,Artes gráficas,0,0,0,0,0,1415.009981,0
Michoacán de Ocampo,16,Uso de Solventes,Asfaltado,0,0,0,0,0,183.103319,0
Michoacán de Ocampo,16,Uso de Solventes,Lavado en seco,0,0,0,0,0,329.2740314,0
Michoacán de Ocampo,16,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,834.2470961,0
Michoacán de Ocampo,16,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,1081.275762,0
Michoacán de Ocampo,16,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,159.6017652,0
Michoacán de Ocampo,16,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,1769.426837,0
Michoacán de Ocampo,16,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,3098.056876,0
Michoacán de Ocampo,16,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,8394.986142,0
Morelos,17,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,844.5853328
Morelos,17,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,96.35824217,0
Morelos,17,Agropecuarias,Corrales de engorda,30.0137592,3.427571301,0,0,0,0,0
Morelos,17,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,6512.470656
Morelos,17,Agropecuarias,Labranza,1155.168395,256.1008333,0,0,0,0,0
Morelos,17,Agropecuarias,Quemas agrícolas,1417.795211,1337.503168,86.97322895,7619.511954,380.3185858,649.5649268,152.4075899
Morelos,17,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,1343.516948,0
Morelos,17,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,6907.273638,0
Morelos,17,Fuentes industriales ligeras y comerciales,Actividades de construcción,177.4984166,17.74984166,0,0,0,0,0
Morelos,17,Fuentes industriales ligeras y comerciales,Asados al carbón,155.3463922,123.9819556,0,309.274362,5.693119814,19.95506501,0
Morelos,17,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,89.22681459,0
Morelos,17,Fuentes misceláneas,Caminos pavimentados y no pavimentados,485.4175209,108.4280713,0,0,0,0,0
Morelos,17,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,2397.218979
Morelos,17,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,0.84498,0
Morelos,17,Fuentes misceláneas,Incendios en construcción,0.101414421,0.094704582,0,1.610361312,0.038341936,0.099880743,0
Morelos,17,Fuentes misceláneas,Incendios forestales,183.1235302,155.3986835,16.87262341,1815.927655,54.2843642,126.7974201,18.21128905
Morelos,17,Fuentes misceláneas,Ladrilleras,54.91989604,50.11638701,4.538882304,10.83912192,2.506546944,1.219401216,0
Morelos,17,Manejo de Residuos,Aguas residuales,0,0,0,0,0,1504.466436,0
Morelos,17,Manejo de Residuos,Quema de residuos a cielo abierto,8.13023846,7.4455868,0.213953644,18.18605971,1.283721862,1.830587375,0
Morelos,17,Manejo de Residuos,Rellenos sanitarios,0,0,0,4.152573948,0,220.1877961,0
Morelos,17,Quema de combustibles en fuentes estacionarias,Combustión agrícola,0.17426469,0.174259926,0.006185551,1.43180195,2.522297766,0.088174872,0.000517554
Morelos,17,Quema de combustibles en fuentes estacionarias,Combustión comercial,7.352366196,7.352366196,0.261000959,60.22259098,105.73432,3.693039294,0
Morelos,17,Quema de combustibles en fuentes estacionarias,Combustión doméstica,1081.374652,1042.395838,31.17146256,12518.18727,842.4303147,2715.369846,0.049029516
Morelos,17,Quema de combustibles en fuentes estacionarias,Combustión industrial,0.929349699,0.345720681,0.047167779,5.161815378,17.6799918,0.234665042,0.614346334
Morelos,17,Uso de Solventes,Artes gráficas,0,0,0,0,0,655.0575705,0
Morelos,17,Uso de Solventes,Asfaltado,0,0,0,0,0,45.02984593,0
Morelos,17,Uso de Solventes,Lavado en seco,0,0,0,0,0,319.2839212,0
Morelos,17,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,3840.149334,0
Morelos,17,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,379.2681548,0
Morelos,17,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,39.25020548,0
Morelos,17,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,913.2765591,0
Morelos,17,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,409.6181839,0
Morelos,17,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,4418.523996,0
Nayarit,18,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,1888.509434
Nayarit,18,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,171.8302025,0
Nayarit,18,Agropecuarias,Corrales de engorda,90.6118932,10.3478782,0,0,0,0,0
Nayarit,18,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,4660.360491
Nayarit,18,Agropecuarias,Labranza,2400.254954,532.1365233,0,0,0,0,0
Nayarit,18,Agropecuarias,Quemas agrícolas,2253.288477,2131.312268,136.3918362,12494.82019,647.6909127,1160.374184,249.8916905
Nayarit,18,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,911.9095745,0
Nayarit,18,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,4221.804362,0
Nayarit,18,Fuentes industriales ligeras y comerciales,Actividades de construcción,95.28128437,9.528128437,0,0,0,0,0
Nayarit,18,Fuentes industriales ligeras y comerciales,Asados al carbón,99.63386188,79.51778517,0,198.3579962,3.651372299,12.79849608,0
Nayarit,18,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,46.32397317,0
Nayarit,18,Fuentes misceláneas,Caminos pavimentados y no pavimentados,324.721972,68.94740969,0,0,0,0,0
Nayarit,18,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,1728.106646
Nayarit,18,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,0.6403,0
