mean,CODIGO,ESTADO,system:index
0.029905773985717376,MX02,Baja California,00000000000000000000
0.029220200146545403,MX03,Baja California Sur,00000000000000000001
0.027938589423593806,MX18,Nayarit,00000000000000000002
0.025959703686676324,MX14,Jalisco,00000000000000000003
0.023322143506448772,MX01,Aguascalientes,00000000000000000004
0.024562122441252228,MX11,Guanajuato,00000000000000000005
0.024985876749259905,MX22,Querétaro,00000000000000000006
0.025573407201087903,MX13,Hidalgo,00000000000000000007
0.02731988675824517,MX16,Michoacán,00000000000000000008
0.024845821482339367,MX15,México,00000000000000000009
0.027339658672582715,MX09,Distrito Federal,0000000000000000000a
0.029844532572263185,MX08,Colima,0000000000000000000b
0.028576020907305433,MX17,Morelos,0000000000000000000c
0.02859209281957233,MX31,Yucatán,0000000000000000000d
0.028730508932289317,MX04,Campeche,0000000000000000000e
0.025353901596478764,MX21,Puebla,0000000000000000000f
0.02839439141107791,MX23,Quintana Roo,00000000000000000010
0.023051357628365292,MX29,Tlaxcala,00000000000000000011
0.02837710081463888,MX12,Guerrero,00000000000000000012
0.026490051989354634,MX20,Oaxaca,00000000000000000013
0.02969277856170441,MX27,Tabasco,00000000000000000014
0.027472440208462123,MX05,Chiapas,00000000000000000015
0.028767539403755923,MX26,Sonora,00000000000000000016
0.024864053372031156,MX06,Chihuahua,00000000000000000017
0.026970199256839994,MX07,Coahuila,00000000000000000018
0.029074073196972697,MX25,Sinaloa,00000000000000000019
0.023353352675924276,MX10,Durango,0000000000000000001a
0.02269640879914256,MX32,Zacatecas,0000000000000000001b
0.02541948593627433,MX24,San Luis Potosí,0000000000000000001c
0.027771672397167733,MX19,Nuevo León,0000000000000000001d
0.029649050165363313,MX28,Tamaulipas,0000000000000000001e
0.030089193739286015,MX30,Veracruz,0000000000000000001f
