mean,CODIGO,ESTADO,system:index
8.279180468354579E-5,MX02,Baja California,00000000000000000000
8.07749499897312E-5,MX03,Baja California Sur,00000000000000000001
1.3797037358435804E-4,MX18,Nayarit,00000000000000000002
1.3289596195781425E-4,MX14,Jalisco,00000000000000000003
1.0138870463831708E-4,MX01,Aguascalientes,00000000000000000004
1.1724238202338191E-4,MX11,Guanajuato,00000000000000000005
1.2083280573070264E-4,MX22,Querétaro,00000000000000000006
1.290542932469305E-4,MX13,Hidalgo,00000000000000000007
1.4672513025882077E-4,MX16,Michoacán,00000000000000000008
1.3949735655205403E-4,MX15,México,00000000000000000009
1.9927701358844998E-4,MX09,Distrito Federal,0000000000000000000a
1.599632141766087E-4,MX08,Colima,0000000000000000000b
1.798640488150872E-4,MX17,Morelos,0000000000000000000c
1.0039610633878404E-4,MX31,Yucatán,0000000000000000000d
1.0743036049304471E-4,MX04,Campeche,0000000000000000000e
1.2549915348316205E-4,MX21,Puebla,0000000000000000000f
7.802807675502208E-5,MX23,Quintana Roo,00000000000000000010
1.1720809568181759E-4,MX29,Tlaxcala,00000000000000000011
1.5296031149304463E-4,MX12,Guerrero,00000000000000000012
1.2373058591701207E-4,MX20,Oaxaca,00000000000000000013
1.3569838190107783E-4,MX27,Tabasco,00000000000000000014
1.215115524158002E-4,MX05,Chiapas,00000000000000000015
9.560282211360926E-5,MX26,Sonora,00000000000000000016
8.225830620903745E-5,MX06,Chihuahua,00000000000000000017
8.952209245271474E-5,MX07,Coahuila,00000000000000000018
1.2293342262465712E-4,MX25,Sinaloa,00000000000000000019
8.8081331803252E-5,MX10,Durango,0000000000000000001a
8.663540448666672E-5,MX32,Zacatecas,0000000000000000001b
1.0692319368280099E-4,MX24,San Luis Potosí,0000000000000000001c
1.1307240947179221E-4,MX19,Nuevo León,0000000000000000001d
1.1462987928633588E-4,MX28,Tamaulipas,0000000000000000001e
1.4227973336523593E-4,MX30,Veracruz,0000000000000000001f
