mean,CODIGO,ESTADO,system:index
0.13017106346208399,MX02,Baja California,00000000000000000000
0.1255304627836185,MX03,Baja California Sur,00000000000000000001
0.12153442551311262,MX18,Nayarit,00000000000000000002
0.1203489209739405,MX14,Jalisco,00000000000000000003
0.1201710351201575,MX01,Aguascalientes,00000000000000000004
0.11996937181830244,MX11,Guanajuato,00000000000000000005
0.12015398677474837,MX22,Querétaro,00000000000000000006
0.12029684036185886,MX13,Hidalgo,00000000000000000007
0.11973328826438351,MX16,Michoacán,00000000000000000008
0.11895556964042868,MX15,México,00000000000000000009
0.11873944866168105,MX09,Distrito Federal,0000000000000000000a
0.12053903303308695,MX08,Colima,0000000000000000000b
0.11928051956142913,MX17,Morelos,0000000000000000000c
0.12144833731955108,MX31,Yucatán,0000000000000000000d
0.12035426797118831,MX04,Campeche,0000000000000000000e
0.11942647630356296,MX21,Puebla,0000000000000000000f
0.12079929191869841,MX23,Quintana Roo,00000000000000000010
0.11876794057002357,MX29,Tlaxcala,00000000000000000011
0.11924927998448984,MX12,Guerrero,00000000000000000012
0.11875618039723629,MX20,Oaxaca,00000000000000000013
0.1201771963045579,MX27,Tabasco,00000000000000000014
0.11892948542831323,MX05,Chiapas,00000000000000000015
0.12819577725019993,MX26,Sonora,00000000000000000016
0.12553436887359584,MX06,Chihuahua,00000000000000000017
0.12426304171436936,MX07,Coahuila,00000000000000000018
0.12387859453267272,MX25,Sinaloa,00000000000000000019
0.12184373641837702,MX10,Durango,0000000000000000001a
0.12068138100072963,MX32,Zacatecas,0000000000000000001b
0.12111933242844243,MX24,San Luis Potosí,0000000000000000001c
0.12311797834915775,MX19,Nuevo León,0000000000000000001d
0.12299032735498458,MX28,Tamaulipas,0000000000000000001e
0.12102626064590048,MX30,Veracruz,0000000000000000001f
