mean,CODIGO,ESTADO,system:index
6.484315485566516E-5,MX02,Baja California,00000000000000000000
5.6116899535711146E-5,MX03,Baja California Sur,00000000000000000001
5.372743693003972E-5,MX18,Nayarit,00000000000000000002
5.667621400031868E-5,MX14,Jalisco,00000000000000000003
5.7588600137664314E-5,MX01,Aguascalientes,00000000000000000004
6.043534130492149E-5,MX11,Guanajuato,00000000000000000005
6.233675835880969E-5,MX22,Querétaro,00000000000000000006
6.476265978976006E-5,MX13,Hidalgo,00000000000000000007
5.453376803209789E-5,MX16,Michoacán,00000000000000000008
8.045319843989288E-5,MX15,México,00000000000000000009
1.7547593731719868E-4,MX09,Distrito Federal,0000000000000000000a
5.673156533669838E-5,MX08,Colima,0000000000000000000b
7.728675366760993E-5,MX17,Morelos,0000000000000000000c
4.9945147428245E-5,MX31,Yucatán,0000000000000000000d
4.8770639132235155E-5,MX04,Campeche,0000000000000000000e
5.997035497914736E-5,MX21,Puebla,0000000000000000000f
4.719673756971612E-5,MX23,Quintana Roo,00000000000000000010
6.972108524051447E-5,MX29,Tlaxcala,00000000000000000011
5.389235202561295E-5,MX12,Guerrero,00000000000000000012
5.0329359266625136E-5,MX20,Oaxaca,00000000000000000013
5.383729570425685E-5,MX27,Tabasco,00000000000000000014
5.0191534598622384E-5,MX05,Chiapas,00000000000000000015
6.0631685541855186E-5,MX26,Sonora,00000000000000000016
5.689312213073669E-5,MX06,Chihuahua,00000000000000000017
6.0093278008264916E-5,MX07,Coahuila,00000000000000000018
5.7571549787257924E-5,MX25,Sinaloa,00000000000000000019
5.284142434152393E-5,MX10,Durango,0000000000000000001a
5.2151248253784584E-5,MX32,Zacatecas,0000000000000000001b
5.62064606104618E-5,MX24,San Luis Potosí,0000000000000000001c
6.397371660788567E-5,MX19,Nuevo León,0000000000000000001d
5.9234852657987546E-5,MX28,Tamaulipas,0000000000000000001e
5.8032640482255444E-5,MX30,Veracruz,0000000000000000001f
