mean,CODIGO,ESTADO,system:index
0.029438439310442637,MX02,Baja California,00000000000000000000
0.029569927835019306,MX03,Baja California Sur,00000000000000000001
0.02861230092386728,MX18,Nayarit,00000000000000000002
0.02677478327512957,MX14,Jalisco,00000000000000000003
0.02413111078462092,MX01,Aguascalientes,00000000000000000004
0.02555969005452342,MX11,Guanajuato,00000000000000000005
0.02608897550458139,MX22,Querétaro,00000000000000000006
0.026761957392112536,MX13,Hidalgo,00000000000000000007
0.028323032937056205,MX16,Michoacán,00000000000000000008
0.026047269001953952,MX15,México,00000000000000000009
0.028417893311241,MX09,Distrito Federal,0000000000000000000a
0.030837092841344074,MX08,Colima,0000000000000000000b
0.03038640884090348,MX17,Morelos,0000000000000000000c
0.02933109033183961,MX31,Yucatán,0000000000000000000d
0.02994906448625277,MX04,Campeche,0000000000000000000e
0.02703347995547755,MX21,Puebla,0000000000000000000f
0.02925755796230869,MX23,Quintana Roo,00000000000000000010
0.02421109954217749,MX29,Tlaxcala,00000000000000000011
0.030758767388511472,MX12,Guerrero,00000000000000000012
0.028766564002107444,MX20,Oaxaca,00000000000000000013
0.03203415483377952,MX27,Tabasco,00000000000000000014
0.029459469693619674,MX05,Chiapas,00000000000000000015
0.028689396016409845,MX26,Sonora,00000000000000000016
0.025255327311079444,MX06,Chihuahua,00000000000000000017
0.02771489802000632,MX07,Coahuila,00000000000000000018
0.029720201143892653,MX25,Sinaloa,00000000000000000019
0.024435107793499673,MX10,Durango,0000000000000000001a
0.02374348905287221,MX32,Zacatecas,0000000000000000001b
0.02634807472986428,MX24,San Luis Potosí,0000000000000000001c
0.02846890484357369,MX19,Nuevo León,0000000000000000001d
0.03019036665527168,MX28,Tamaulipas,0000000000000000001e
0.03197503005771629,MX30,Veracruz,0000000000000000001f
