mean,CODIGO,ESTADO,system:index
0.13045268100712726,MX02,Baja California,00000000000000000000
0.1264547615518729,MX03,Baja California Sur,00000000000000000001
0.1224689298262557,MX18,Nayarit,00000000000000000002
0.12114939033932512,MX14,Jalisco,00000000000000000003
0.12121999759314725,MX01,Aguascalientes,00000000000000000004
0.12095424001851737,MX11,Guanajuato,00000000000000000005
0.12121695545865224,MX22,Querétaro,00000000000000000006
0.12122978770459684,MX13,Hidalgo,00000000000000000007
0.1205252928343313,MX16,Michoacán,00000000000000000008
0.1198150141939583,MX15,México,00000000000000000009
0.11962541972550224,MX09,Distrito Federal,0000000000000000000a
0.12121015698402501,MX08,Colima,0000000000000000000b
0.1200760172640223,MX17,Morelos,0000000000000000000c
0.1230567542237296,MX31,Yucatán,0000000000000000000d
0.12186025145289005,MX04,Campeche,0000000000000000000e
0.12027414934085416,MX21,Puebla,0000000000000000000f
0.12231640279155369,MX23,Quintana Roo,00000000000000000010
0.1196953889120012,MX29,Tlaxcala,00000000000000000011
0.120055168876312,MX12,Guerrero,00000000000000000012
0.11982875708470914,MX20,Oaxaca,00000000000000000013
0.12147778359938793,MX27,Tabasco,00000000000000000014
0.12020386597531052,MX05,Chiapas,00000000000000000015
0.12896948836026592,MX26,Sonora,00000000000000000016
0.12675657972237953,MX06,Chihuahua,00000000000000000017
0.12613785210405054,MX07,Coahuila,00000000000000000018
0.12519548395831673,MX25,Sinaloa,00000000000000000019
0.12339658120241234,MX10,Durango,0000000000000000001a
0.12208938670176551,MX32,Zacatecas,0000000000000000001b
0.12249635540691145,MX24,San Luis Potosí,0000000000000000001c
0.12527656136472978,MX19,Nuevo León,0000000000000000001d
0.12501894676955502,MX28,Tamaulipas,0000000000000000001e
0.12205679433909425,MX30,Veracruz,0000000000000000001f
