mean,CODIGO,ESTADO,system:index
0.030941518796903166,MX02,Baja California,00000000000000000000
0.030489267393351477,MX03,Baja California Sur,00000000000000000001
0.029105160666856728,MX18,Nayarit,00000000000000000002
0.02700422590602473,MX14,Jalisco,00000000000000000003
0.02441437506112153,MX01,Aguascalientes,00000000000000000004
0.025576661442797386,MX11,Guanajuato,00000000000000000005
0.026101781573344383,MX22,Querétaro,00000000000000000006
0.026652391274752225,MX13,Hidalgo,00000000000000000007
0.02868327012943514,MX16,Michoacán,00000000000000000008
0.025946210367603598,MX15,México,00000000000000000009
0.027779746740614647,MX09,Distrito Federal,0000000000000000000a
0.031384261632404244,MX08,Colima,0000000000000000000b
0.030358797505264944,MX17,Morelos,0000000000000000000c
0.030149783131726848,MX31,Yucatán,0000000000000000000d
0.030811141146577736,MX04,Campeche,0000000000000000000e
0.026754863530777568,MX21,Puebla,0000000000000000000f
0.03001580928122696,MX23,Quintana Roo,00000000000000000010
0.023967871367466236,MX29,Tlaxcala,00000000000000000011
0.03079187114910927,MX12,Guerrero,00000000000000000012
0.02856340634992952,MX20,Oaxaca,00000000000000000013
0.0324384606179913,MX27,Tabasco,00000000000000000014
0.02968935438440997,MX05,Chiapas,00000000000000000015
0.030044858337460782,MX26,Sonora,00000000000000000016
0.025900628044166485,MX06,Chihuahua,00000000000000000017
0.027837886345736997,MX07,Coahuila,00000000000000000018
0.030221605769336867,MX25,Sinaloa,00000000000000000019
0.02443713257019532,MX10,Durango,0000000000000000001a
0.02383528290406758,MX32,Zacatecas,0000000000000000001b
0.026537108416141483,MX24,San Luis Potosí,0000000000000000001c
0.02863962934000113,MX19,Nuevo León,0000000000000000001d
0.03050731664273329,MX28,Tamaulipas,0000000000000000001e
0.03201434387166907,MX30,Veracruz,0000000000000000001f
