mean,CODIGO,ESTADO,system:index
8.569651072671289E-5,MX02,Baja California,00000000000000000000
8.743337753383109E-5,MX03,Baja California Sur,00000000000000000001
1.4707441999508216E-4,MX18,Nayarit,00000000000000000002
1.431426549929861E-4,MX14,Jalisco,00000000000000000003
1.0848760627605148E-4,MX01,Aguascalientes,00000000000000000004
1.2913953684535125E-4,MX11,Guanajuato,00000000000000000005
1.37133940490108E-4,MX22,Querétaro,00000000000000000006
1.49746547651467E-4,MX13,Hidalgo,00000000000000000007
1.5964153857463766E-4,MX16,Michoacán,00000000000000000008
1.5620836042644977E-4,MX15,México,00000000000000000009
2.1634248112438999E-4,MX09,Distrito Federal,0000000000000000000a
1.748390701402313E-4,MX08,Colima,0000000000000000000b
1.9493866417773944E-4,MX17,Morelos,0000000000000000000c
1.179145903058447E-4,MX31,Yucatán,0000000000000000000d
1.2619913009261365E-4,MX04,Campeche,0000000000000000000e
1.4467213631033367E-4,MX21,Puebla,0000000000000000000f
9.04570220722556E-5,MX23,Quintana Roo,00000000000000000010
1.3668230322716682E-4,MX29,Tlaxcala,00000000000000000011
1.757201021436389E-4,MX12,Guerrero,00000000000000000012
1.442308962809363E-4,MX20,Oaxaca,00000000000000000013
1.6657798939043026E-4,MX27,Tabasco,00000000000000000014
1.4559682237152313E-4,MX05,Chiapas,00000000000000000015
1.0175510406926886E-4,MX26,Sonora,00000000000000000016
9.213396079715862E-5,MX06,Chihuahua,00000000000000000017
1.0626108906526652E-4,MX07,Coahuila,00000000000000000018
1.2953542474457297E-4,MX25,Sinaloa,00000000000000000019
1.0208537731799996E-4,MX10,Durango,0000000000000000001a
9.776195936757025E-5,MX32,Zacatecas,0000000000000000001b
1.2408929848840532E-4,MX24,San Luis Potosí,0000000000000000001c
1.284442965832439E-4,MX19,Nuevo León,0000000000000000001d
1.295439077329654E-4,MX28,Tamaulipas,0000000000000000001e
1.6887579641843386E-4,MX30,Veracruz,0000000000000000001f
