mean,CODIGO,ESTADO,system:index
0.13171606378742481,MX02,Baja California,00000000000000000000
0.1272899610569208,MX03,Baja California Sur,00000000000000000001
0.12332479457890672,MX18,Nayarit,00000000000000000002
0.12205154682330348,MX14,Jalisco,00000000000000000003
0.12211302833122854,MX01,Aguascalientes,00000000000000000004
0.12184502612375898,MX11,Guanajuato,00000000000000000005
0.12226698094197218,MX22,Querétaro,00000000000000000006
0.12244389890415351,MX13,Hidalgo,00000000000000000007
0.12154493499072443,MX16,Michoacán,00000000000000000008
0.12115259782904668,MX15,México,00000000000000000009
0.12111650059045889,MX09,Distrito Federal,0000000000000000000a
0.12219050745857157,MX08,Colima,0000000000000000000b
0.12158327754274853,MX17,Morelos,0000000000000000000c
0.12421021343921776,MX31,Yucatán,0000000000000000000d
0.1231473769193484,MX04,Campeche,0000000000000000000e
0.12170675683168093,MX21,Puebla,0000000000000000000f
0.12371197636778497,MX23,Quintana Roo,00000000000000000010
0.12107135958410237,MX29,Tlaxcala,00000000000000000011
0.12142728851966572,MX12,Guerrero,00000000000000000012
0.12134157658959677,MX20,Oaxaca,00000000000000000013
0.12280038738473205,MX27,Tabasco,00000000000000000014
0.12164185686032787,MX05,Chiapas,00000000000000000015
0.13024531012143012,MX26,Sonora,00000000000000000016
0.12792303758549112,MX06,Chihuahua,00000000000000000017
0.12724616741854208,MX07,Coahuila,00000000000000000018
0.12589561178902556,MX25,Sinaloa,00000000000000000019
0.12427784383072513,MX10,Durango,0000000000000000001a
0.12298934484303088,MX32,Zacatecas,0000000000000000001b
0.12340974118177106,MX24,San Luis Potosí,0000000000000000001c
0.1261908397773065,MX19,Nuevo León,0000000000000000001d
0.12578061251438297,MX28,Tamaulipas,0000000000000000001e
0.1233383609796909,MX30,Veracruz,0000000000000000001f
