SECTOR,CVE_ENT_1,ENTFED,PM10,PM2.5,SOX,CO,NOX,COV,NH3
Manejo de desechos y remediación,2,Baja California,1.82719231,1.42069231,0.000379815,8.782468985,0.231556476,3.757947007,0.003373301
Manejo de desechos y remediación,5,Coahuila de Zaragoza,0.0264816,0.0262872,0.067827214,0.084,0.436,4.56316,0.0086274
Manejo de desechos y remediación,6,Colima,0.07705,0.07705,0,0.0104,0.0342,0.0002,0
Manejo de desechos y remediación,8,Chihuahua,0.115374,0.081807,0,23.0256,0,0,0
Manejo de desechos y remediación,10,Durango,0.0875,0.0875,0.0068,0.9671,1.1568,0.0627,0.0366
Manejo de desechos y remediación,12,Guerrero,0.003306532,0.003276041,0.010637818,0.0084696,0.04065408,0.000338784,0.00135316
Manejo de desechos y remediación,14,Jalisco,0.758254218,0.572754218,0.008578102,0.800831135,4.748408364,0.070732397,0.076254021
Manejo de desechos y remediación,15,México,4.551635141,3.485467488,0.678660216,12.08850882,5.901697008,0.058845473,0.001587855
Manejo de desechos y remediación,16,Michoacán de Ocampo,0.237978998,0.135078998,3.406283262,0.362707667,1.725656413,0.017336731,0.055490956
Manejo de desechos y remediación,19,Nuevo León,0.7163082,0.5331529,0.364528,0.7963,2.0532,61.8370577,0.0610128
Manejo de desechos y remediación,20,Oaxaca,0.0271,0.0078,1.06E-07,0.001,0.0058,0.0001,0
Manejo de desechos y remediación,21,Puebla,0.426942897,0.425751297,0.030569323,4.471275986,6.66808242,0.30211539,0.006847634
Manejo de desechos y remediación,22,Querétaro,4.1151,2.6803,74.0179,0.6203,6.8236,0.0347,0.0993
Manejo de desechos y remediación,24,San Luis Potosí,0.113379548,0.11326601,0.047586837,1.147983712,1.48048112,0.07445736,0.047653039
Manejo de desechos y remediación,26,Sonora,0.000602133,0.000602133,4.75E-05,0.006655156,0.007922805,0.000435754,0.000254025
Manejo de desechos y remediación,27,Tabasco,1.3223,0.331,7.4895,6.6157,26.4453,14.8388,1.0573
Manejo de desechos y remediación,29,Tlaxcala,0,0,0,0,0.6,0.4,0
Manejo de desechos y remediación,30,Veracruz de Ignacio de la Llave,0.0024,0.0011,0.010500379,0.0127,0.0577,0.2024,0.0015
Metálico,1,Aguascalientes,6.129112214,4.3975165,0.0131,1.9572,2.3968,25.4298,0.0703
Metálico,2,Baja California,36.03033031,29.24709542,0.012431356,782.9845204,114.7300958,1875.93283,0.057921411
Metálico,4,Campeche,0.096,0.024,0.5453,0.48,1.92,0.0192,0.0769
Metálico,5,Coahuila de Zaragoza,273.2138525,205.021732,6.125926379,72.83394979,183.5028983,1392.319578,2.024244461
Metálico,8,Chihuahua,19.34746536,12.63783213,0.275327117,15.82834034,18.81885075,486.6254048,0.477697253
Metálico,9,Distrito Federal,19.06237607,16.92864878,2.325567961,8.863179733,22.24268168,635.3491299,0.428387125
Metálico,10,Durango,2.827111895,2.669943134,0.009727014,0.127393971,0.209400366,18.68514768,0.001198304
Metálico,11,Guanajuato,7.67271701,7.672636552,0.523523353,41.22854236,241.7273253,3.562009954,4.397244615
Metálico,13,Hidalgo,0.817502863,0.439800769,0.404197559,36.98801001,1.729994996,0.375442123,0.002882233
Metálico,14,Jalisco,16.83508046,15.83479984,6.757093418,1.548451696,4.601070531,110.8636089,0.106560482
Metálico,15,México,107.8420973,83.48908173,8.755432262,507.0462241,728.2222198,1330.65764,14.12536928
Metálico,16,Michoacán de Ocampo,0.2983,0.2152,7.69E-06,0.0717,0.4227,0.733847,0
Metálico,17,Morelos,0.6396,0.5567,0,3.2099,5.6354,51.6426,0
Metálico,19,Nuevo León,66.95784269,54.67257925,1.035696616,217.1093262,363.6917693,322.0014883,5.371960042
Metálico,21,Puebla,18.09680939,14.33557569,0.313909723,10.31916117,20.77635378,13.71563246,0.35782383
Metálico,22,Querétaro,31.87569162,29.44746349,1.029696219,12.70855572,26.607224,938.7841004,0.458806617
Metálico,24,San Luis Potosí,0.571122533,0.568422533,0.040957243,5.801175362,7.206075432,0.585218149,0.219250595
Metálico,25,Sinaloa,0.0277,0.0277,1.66E-05,0.1551,0.9144,0.0158,0
Metálico,26,Sonora,4.473115388,3.853735438,0.098090503,10.0475331,30.15683765,13.57849581,1.219463097
Metálico,28,Tamaulipas,2.224052399,2.097634899,0.074063002,10.23399923,12.589272,87.9242751,0.394244382
Metálico,30,Veracruz de Ignacio de la Llave,0.1646,0.1127,0.354428179,0.9532,3.2417,30.824716,0.0641
Metalúrgica (incluye la siderúrgica),1,Aguascalientes,541.7114204,410.8151321,6.715259244,13.18277394,32.8696775,35.64988593,0.353221
Metalúrgica (incluye la siderúrgica),2,Baja California,3.213930989,2.449080113,9.725431319,20.17689673,58.024607,1.956412445,0.772539402
Metalúrgica (incluye la siderúrgica),5,Coahuila de Zaragoza,21774.9155,19412.66771,11107.08201,76185.36743,28662.19864,3343.037956,362.623103
Metalúrgica (incluye la siderúrgica),6,Colima,510.4746438,345.0544083,1381.545515,28.703763,175.8706624,4.33785212,4.582127885
Metalúrgica (incluye la siderúrgica),8,Chihuahua,32.63261578,27.23720822,14.28764785,66.04865815,103.9421253,93.22380438,2.506957287
Metalúrgica (incluye la siderúrgica),9,Distrito Federal,8.562728194,5.350016278,0.372113267,14.3118191,37.53325954,1.849037301,0.850032621
Metalúrgica (incluye la siderúrgica),10,Durango,1829.701277,1249.020318,112.2892858,28.49466363,55.93244107,1.129336411,1.183141443
Metalúrgica (incluye la siderúrgica),11,Guanajuato,413.2443626,307.9493791,35.06891796,154.3444345,316.2207671,10.14283257,6.490622604
Metalúrgica (incluye la siderúrgica),12,Guerrero,0.137321088,0.011535003,21.95374685,73.22805598,336.3563418,21.59492146,1.73E-05
Metalúrgica (incluye la siderúrgica),13,Hidalgo,73.51806849,45.85801534,74.91522966,82.70916485,235.6438419,311.691411,2.850472379
Metalúrgica (incluye la siderúrgica),14,Jalisco,89.22177727,66.80271139,115.9025081,91.05854746,159.3550205,4.996359547,1.78985337
Metalúrgica (incluye la siderúrgica),15,México,265.7099372,150.2713452,128.2040831,1472.11007,547.5597656,899.1948516,16.33441281
Metalúrgica (incluye la siderúrgica),16,Michoacán de Ocampo,1505.53657,1238.526244,11791.69494,3764.592906,11409.08677,291.8077356,165.3224906
Metalúrgica (incluye la siderúrgica),17,Morelos,1.919721,1.732648,0,0.0408,0.0718,16.44574,0
Metalúrgica (incluye la siderúrgica),19,Nuevo León,574.2710582,320.6728895,1272.961175,861.8252165,1477.121297,217.9192191,44.34920323
Metalúrgica (incluye la siderúrgica),21,Puebla,216.3548325,114.6067871,5.981449167,409.3091762,561.2710202,132.1965763,15.66181208
Metalúrgica (incluye la siderúrgica),22,Querétaro,49.67349152,48.01375757,0.952313913,188.2288933,255.3828141,155.2086914,5.077379015
Metalúrgica (incluye la siderúrgica),24,San Luis Potosí,118.6777187,104.4078469,170.4341031,310.3737185,42459.99624,166.4359912,18.89904845
Metalúrgica (incluye la siderúrgica),26,Sonora,1901.961743,1424.346338,96.17290657,394.8452988,1462.417755,89.44252571,6.070145999
Metalúrgica (incluye la siderúrgica),28,Tamaulipas,24.7881868,13.25303782,0.127148802,17.724938,21.1619859,1.160931482,0.677743071
Metalúrgica (incluye la siderúrgica),29,Tlaxcala,23.39738998,20.48266054,72.19894075,36.89285089,65.07119743,2.426968749,1.408147729
Metalúrgica (incluye la siderúrgica),30,Veracruz de Ignacio de la Llave,64.41165409,60.22620208,106.42448,355.0548,791.16554,44.80633,13.5061
Metalúrgica (incluye la siderúrgica),32,Zacatecas,5.635832614,5.237083517,15.65712471,20.3147418,75.00570907,0.852724571,2.02712142
Mezclas químicas,1,Aguascalientes,0.0016,0.0016,0,0.0166,0.0292,0.1434,0
Mezclas químicas,2,Baja California,0.0088,0.0088,0.0007,0.0979,0.1166,0.0064,0.0037
Mezclas químicas,9,Distrito Federal,3.180119516,3.115619268,0.338880688,3.436435323,5.525454999,247.9779342,0.112536761
Mezclas químicas,10,Durango,0.0028,0.0025,0.002,0.0273,0.0519,0.0001,0.0003
Mezclas químicas,11,Guanajuato,0.212894507,0.212855562,0.030061447,2.317183445,2.797599549,0.151444743,0.089761501
Mezclas químicas,13,Hidalgo,0.529815091,0.448846084,3.820204637,2.786159179,6.218892501,1.447167362,0.044980954
Mezclas químicas,14,Jalisco,0.126480345,0.068069545,0.442473694,0.657857038,3.143642912,0.066832127,0.068266137
Mezclas químicas,15,México,96.80649528,20.69691035,214.2027594,217.9028872,353.2483399,816.0804402,1.158372865
Mezclas químicas,16,Michoacán de Ocampo,0.0049,0.0028,0.015701253,0.0255,0.1241,0.0018,0.0022
Mezclas químicas,17,Morelos,0.020346512,0.014946512,0.0409,0.1134,0.2799,1.11011,0.0058
Mezclas químicas,19,Nuevo León,0.0826,0.0812,0.007,0.5788,0.6962,575.96406,0.0224
Mezclas químicas,21,Puebla,0.019,0.0104,0.0659,0.126,0.382,0.0073,0.0113
Mezclas químicas,22,Querétaro,0.138959598,0.132229278,0.404487838,0.50534463,1.908818742,0.026093373,0.058574793
Mezclas químicas,24,San Luis Potosí,0.132326443,0.132326443,0.010446824,1.462555423,1.741137408,0.095762557,0.055825218
Mezclas químicas,27,Tabasco,0.602515,0.39912124,0.000002592,0.0242,0.1426,0.0025,0
Mezclas químicas,28,Tamaulipas,0.070831012,0.070830974,0.001749892,0.424562965,2.19162351,0.039007059,0.013511493
Mezclas químicas,29,Tlaxcala,0.00055255,0.00044255,0.000029336,0.008622767,0.036274085,0.000664836,0.00009912
Mezclas químicas,31,Yucatán,10.8917,8.7062,0,0,0,0,0
Minerales no metálicos,1,Aguascalientes,23.31916278,15.25341928,45.68494157,11.66032,47.75502217,6.5524,0.4842
Minerales no metálicos,2,Baja California,32.46599804,24.67164904,17.27975324,19.32336534,34.33748775,615.8319823,0.010172762
Minerales no metálicos,5,Coahuila de Zaragoza,35.300521,25.736207,14.5291,29.6199,36.439,1.9382,1.1469
Minerales no metálicos,6,Colima,16.140624,9.41018328,0,0,0,0,0
Minerales no metálicos,8,Chihuahua,127.7166438,75.62356126,2.48044,349.9215652,41.41014504,1.4516871,0.1021
Minerales no metálicos,9,Distrito Federal,257.7611417,176.5714111,0.031258052,2.292599986,3.610533782,205.7472248,0.032263362
Minerales no metálicos,10,Durango,0.0012,0.0012,0,0.0128,0.0224,0,0
Minerales no metálicos,11,Guanajuato,20.47458106,20.47390449,1.521314845,121.6764292,606.4746278,10.02809662,11.41682918
Minerales no metálicos,13,Hidalgo,20.84758471,10.84966052,335.0832754,8.782981425,153.2924468,1.645726904,0.533220958
Minerales no metálicos,14,Jalisco,49.38589433,31.6977053,395.8420919,11.2211822,63.12249786,51.01197538,1.387903135
Minerales no metálicos,15,México,62.26473588,40.97027397,4.952137706,93.93160687,118.7513259,38.84076282,1.507697236
Minerales no metálicos,16,Michoacán de Ocampo,17.261644,12.671879,13.05782809,0.3522,6.0479,0.0315,0.0144
Minerales no metálicos,17,Morelos,6.049944414,3.501558184,0.012809815,0.047442964,0.200764746,0.012311877,0
Minerales no metálicos,18,Nayarit,1.20433475,0.79443507,0,0,0,0,0
Minerales no metálicos,19,Nuevo León,277.9899741,186.6035021,82.76484352,353.8188,828.275799,75.8991326,8.7833
Minerales no metálicos,20,Oaxaca,4.4374,2.92865067,0,0,0,0,0
Minerales no metálicos,21,Puebla,0.5632,0.366005,0,0.0054,0.0321,0.0006,0
Minerales no metálicos,22,Querétaro,289.619685,177.4816374,0.386427648,54.1115,64.4183,664.068313,2.0684
Minerales no metálicos,23,Quintana Roo,22.975,16.42850088,0,0,0,0,0
Minerales no metálicos,24,San Luis Potosí,86.193375,70.35557971,0.7062,0.6707,2.544,5.522191,0.1014
Minerales no metálicos,26,Sonora,19.7126424,14.2970054,1.1806,48.0735,59.3136,72.26634,1.9269
Minerales no metálicos,27,Tabasco,52.6086203,27.51541619,6.191355443,3.081919186,10.7990366,1.173316142,0.113823655
Minerales no metálicos,28,Tamaulipas,2.805976507,1.957610507,0.042934243,6.189472448,8.2216672,0.411785696,0.22932598
Minerales no metálicos,29,Tlaxcala,42.84034,17.940769,0.08906,1.69055,76.82877,0,0
Minerales no metálicos,30,Veracruz de Ignacio de la Llave,27.5457424,19.4940232,0.019932204,3.5658,7.8963,22.0404,0.1065
Minerales no metálicos,32,Zacatecas,0.963474,0.515895,0,0,0,0,0
"Muebles, colchones y persianas",9,Distrito Federal,7.287268234,5.977495249,0.079637899,4.320895146,7.126889947,294.7654902,0.03084969
"Muebles, colchones y persianas",14,Jalisco,0.1715,0.1715,0.000100518,0.9604,5.6594,0.0972,0
"Muebles, colchones y persianas",15,México,3.045147466,2.658291617,0.259614054,64.95999042,114.4665255,206.8009305,0.003127332
"Muebles, colchones y persianas",28,Tamaulipas,0.102530889,0.102530889,0.008094544,1.133236138,1.34909064,0.074199985,0.043255219
Otras industrias,1,Aguascalientes,0.4576,0.4576,0.36,5.0565,14.1287,0.33,0.1926
Otras industrias,2,Baja California,0,0,0,0,0,0,0
Otras industrias,3,Baja California Sur,1.882509581,1.865150374,6.056434512,4.822002,23.1456096,0.19288008,0.770395186
Otras industrias,4,Campeche,0.711923992,0.705359119,2.290411205,1.8235758,8.75316384,0.072943032,0.291346627
Otras industrias,5,Coahuila de Zaragoza,0.000556305,0.000556305,3.59E-05,0.002966962,0.017616336,0.000257392,0.000319565
Otras industrias,8,Chihuahua,0.103763955,0.103763955,0.008191891,1.146864768,1.3653152,0.075092336,0.043775419
Otras industrias,9,Distrito Federal,10.92245572,7.071610196,41.66826268,3.005718246,10.84834637,770.5081703,0.221589477
Otras industrias,13,Hidalgo,0.001221178,0.001221178,0.002036671,0.012965386,0.022763686,0.001714874,0
Otras industrias,14,Jalisco,0.242903513,0.212191574,4.367112,0.0366,0.42212,0.0055632,0.00584746
Otras industrias,15,México,0.115508901,0.060971102,0.96506478,719.046527,0.991631847,7.836003867,0.017396855
Otras industrias,24,San Luis Potosí,0.414880795,0.41105505,1.334759746,1.062707462,5.100993428,0.042508315,0.169785148
Otras industrias,26,Sonora,1.158229542,1.158229542,0.091439174,12.80148442,15.2398624,0.838192432,0.488628088
Otras industrias,28,Tamaulipas,0.004123317,0.004123317,0.000325525,0.045573501,0.054254168,0.002983979,0.001739524
Otras industrias,32,Zacatecas,0.03911808,0.03875736,0.1258512,0.1002,0.48096,0.004008,0.01600862
Papel y cartón,1,Aguascalientes,0.0602,0.0531,0.0538,0.586,1.1352,22.2220419,0.0076
Papel y cartón,2,Baja California,4.89282,3.02292,0.172031104,1.81496,20.12137,22.49683,0
Papel y cartón,5,Coahuila de Zaragoza,0.0045,0.0045,2.70E-06,0.0252,0.1484,0.0025,0
Papel y cartón,7,Chiapas,4.86635856,4.06032432,131.7713664,1.1482,12.67592,21.793776,0.18355364
Papel y cartón,8,Chihuahua,0.405022419,0.328732419,0.011273875,24.77734253,2.3217792,0.103343856,0.060244771
Papel y cartón,9,Distrito Federal,1.374558213,1.293532346,0.530885141,5.63726242,8.766855009,756.0570209,0.185551962
Papel y cartón,11,Guanajuato,0.603800637,0.603184497,0.256960153,5.948383653,8.397925353,0.388249086,0.258094809
Papel y cartón,13,Hidalgo,10.52256411,10.52054411,0.92712663,116.2725739,138.5147441,7.621633187,4.42459255
Papel y cartón,14,Jalisco,57.5017,41.7862,913.1989,7.6658,74.6462,485.0663,1.2275
Papel y cartón,15,México,43.63346335,29.14182186,9.08293648,20.20092789,33.11251808,473.5793736,0.551195526
Papel y cartón,16,Michoacán de Ocampo,0.0183,0.0101,0.062604419,0.0963,0.4633,0.0063,0.0088
Papel y cartón,19,Nuevo León,0.4957,0.4957,0.0369,5.4672,6.67,471.146435,0.198
Papel y cartón,21,Puebla,0.0847,0.0465,0.29,0.4442,2.1349,0.0292,0.0409
Papel y cartón,22,Querétaro,2.9473,1.9208,52.76110603,0.5279,5.3109,5.297851,0.0755
Papel y cartón,25,Sinaloa,13.6143,8.9456,240.5583021,3.3711,30.0773,2.2604,0.3296
Papel y cartón,26,Sonora,0.238056326,0.238056326,0.015312691,1.271767072,7.551516993,0.110574032,0.13629
Papel y cartón,29,Tlaxcala,2.466697,1.97173,0.05615,0.56506,1.61517,0,0
Papel y cartón,30,Veracruz de Ignacio de la Llave,0.4819,0.4378,0.0207,2.8964,3.4481,0.1896,0.1107
Papel y cartón,31,Yucatán,1.7717,1.15,31.7455,0.3149,3.1186,0.0169,0.0504
Petróleo y petroquímica,1,Aguascalientes,0.0121,0.0015125,0.0114,0.037,0.1724,1.4941,0
Petróleo y petroquímica,2,Baja California,1.4643,0.183125,1.3725,4.4815,20.819,114.0063759,0.0008
Petróleo y petroquímica,3,Baja California Sur,0.0087,0.0010875,0.0081,0.0265,0.1332,95.49589042,0
Petróleo y petroquímica,4,Campeche,1960.28775,1915.345032,84316.63011,4772.179651,20402.55831,304.1772,14.0133
Petróleo y petroquímica,5,Coahuila de Zaragoza,0.0159,0.0019875,0.0147,0.0483,0.2251,47.52517075,0
Petróleo y petroquímica,6,Colima,3.8621,3.8551,0.0628,6.4527,24.6967,60.16321545,0.0174
Petróleo y petroquímica,7,Chiapas,207.0441278,204.6910548,55.71949,2799.574287,14867.32091,2640.856141,25.568
Petróleo y petroquímica,8,Chihuahua,8.1723,8.16635,0.118,12.8886,50.0744,82.71973662,0.0033
Petróleo y petroquímica,9,Distrito Federal,0.0638,0.00815,0.068,0.1987,0.9174,530.3541,0.0014
Petróleo y petroquímica,10,Durango,0,0,0,0,0,80.23189754,0
Petróleo y petroquímica,11,Guanajuato,1209.3158,813.6589684,22797.1145,1339.8902,2982.2947,1132.412268,66.663
Petróleo y petroquímica,12,Guerrero,0.0109,0.0013625,0.0102,0.0334,0.1551,248.9826345,0
Petróleo y petroquímica,13,Hidalgo,1596.9739,1139.138575,41805.9523,1298.8543,4326.457,2703.686702,74.8953
Petróleo y petroquímica,14,Jalisco,0.0158,0.00205,0.0159,0.0488,0.2262,49.76302779,0.0002
Petróleo y petroquímica,15,México,0.0762,0.0701625,0.0066,0.7571,1.3907,170.9223,0
Petróleo y petroquímica,16,Michoacán de Ocampo,0.1697,0.0386125,0.817,0.7885,3.2151,630.7237177,0.111
Petróleo y petroquímica,17,Morelos,0.0116,0.00145,0.0109,0.0354,0.1646,141.7686,0
Petróleo y petroquímica,18,Nayarit,0.0051,0.0006375,0.0048,0.0156,0.0725,13.42237394,0
Petróleo y petroquímica,19,Nuevo León,1139.2052,797.0360091,19808.40277,1123.6855,3542.0095,709.8129,56.4372
Petróleo y petroquímica,20,Oaxaca,3651.8589,2427.966657,103944.4621,1206.9096,5389.4183,2123.655896,91.1609
Petróleo y petroquímica,21,Puebla,41.0529,41.0146625,1.45,189.0897,470.1589,312.9667,5.4982
Petróleo y petroquímica,22,Querétaro,0.0129,0.0016125,0.0121,0.0395,0.1834,59.50843809,0
Petróleo y petroquímica,24,San Luis Potosí,0.0217,0.0027125,0.0204,0.0668,0.3105,45.62245051,0
Petróleo y petroquímica,25,Sinaloa,0.039,0.0057625,0.0708,0.133,0.5946,79.71124093,0.0058
Petróleo y petroquímica,26,Sonora,0.1287,0.0160875,0.1202,0.3937,1.8296,131.9528177,0
Petróleo y petroquímica,27,Tabasco,742.74365,622.7735866,87161.51212,6856.451008,35738.5278,5207.341045,45.4809
Petróleo y petroquímica,28,Tamaulipas,2068.299028,1360.305041,16474.41809,97404.6057,22649.2424,4852.294535,59.7501
Petróleo y petroquímica,29,Tlaxcala,3.6509,3.6509,0.0498,5.7197,22.3203,0.1465,0
Petróleo y petroquímica,30,Veracruz de Ignacio de la Llave,1969.703975,1532.59772,35723.44573,53797.8044,29645.6868,5984.810934,215.6746
Petróleo y petroquímica,31,Yucatán,0.0163,0.0020375,0.0152,0.0496,0.2304,183.2209384,0
Petróleo y petroquímica,32,Zacatecas,0.0067,0.0008375,0.0064,0.0208,0.0966,20.03018173,0
Pinturas y tintas,1,Aguascalientes,0.0004,0.0004,0,0.0039,0.0068,0.016000363,0
Pinturas y tintas,8,Chihuahua,0.000071744,0.000071744,0.000005664,0.00079296,0.000944,0.00005192,0.000030267
Pinturas y tintas,9,Distrito Federal,277.8737806,270.5809044,13.70089667,12.35697413,53.33631908,2388.54859,1.939203134
Pinturas y tintas,11,Guanajuato,0.122815267,0.122786894,0.01935227,1.331304925,1.613335514,0.086967983,0.051773808
Pinturas y tintas,13,Hidalgo,2.783310547,2.674979466,0.012651882,14.22392467,83.7806288,1.438561664,1.45707257
Pinturas y tintas,14,Jalisco,93.19420231,51.21969911,0.015073382,0.012193536,0.0578304,312.0004927,0.001924587
Pinturas y tintas,15,México,212.1862959,121.4180209,1.740594284,51.50843315,91.61902299,1371.402036,0.231189394
Pinturas y tintas,16,Michoacán de Ocampo,0.193991088,0.116394653,0,0,0,2216.9655,0
Pinturas y tintas,19,Nuevo León,29.50583382,21.21601588,0.475953338,23.13403769,28.8861647,551.3603405,0.894890322
Pinturas y tintas,21,Puebla,0.003395108,0.003364885,0.010551962,0.009022515,0.044021645,0.000390229,0.00140884
Pinturas y tintas,22,Querétaro,0.533015533,0.488027013,0.019982,2.4675,2.96444,244.4516868,0.094
Pinturas y tintas,28,Tamaulipas,0.022164342,0.022164342,0.001430438,0.118209825,0.701870836,0.010255024,0.012732129
Plástico y hule,1,Aguascalientes,3.902266353,2.752633111,17.3165,130.1511732,3418.981,469.2416,0.023
Plástico y hule,2,Baja California,50.40131,35.674716,2919.169119,73.40076,275.86882,1457.653387,3.8255
Plástico y hule,3,Baja California Sur,0.0374,0.0094,0.2127,0.1872,0.7488,0.0075,0.03
Plástico y hule,5,Coahuila de Zaragoza,9.602342915,7.710340283,0.238449338,28.75748232,37.17222162,17.99610881,1.077028263
Plástico y hule,6,Colima,0,0,0,0,0,0.02025,0
Plástico y hule,8,Chihuahua,0.696348881,0.543372681,0.00768293,1.192600938,25.73768359,131.3371676,0.042460899
Plástico y hule,9,Distrito Federal,53.08450558,43.17244203,3.207377277,9.06074455,18.48494675,2275.925055,0.34554903
Plástico y hule,10,Durango,0.1213,0.1213,0.0088,1.3374,1.6503,3.4693,0.047
Plástico y hule,11,Guanajuato,2.017497143,1.858162251,22.71616594,8.176371689,13.38847342,0.559331883,0.360000918
Plástico y hule,13,Hidalgo,0.633140817,0.632995377,1.063154589,6.716984744,11.79440754,6.992868539,0.00008631
Plástico y hule,14,Jalisco,13.84565827,10.09115827,147.2610001,2.968570226,23.07285447,396.3850218,0.2427216
Plástico y hule,15,México,227.4270547,123.9458084,22.68362715,64.54409503,110.3008188,3924.385288,1.587691667
Plástico y hule,16,Michoacán de Ocampo,21.8603,15.3475,87.82774245,4.1113,15.541,4.062785,0.3013
Plástico y hule,17,Morelos,1.020176554,0.694235109,52.01513161,0.873147218,5.315223801,2.318835394,0.070197868
Plástico y hule,19,Nuevo León,14.53924561,11.25049041,0.0578,8.8763,11.2705,559.0884905,0.2772
Plástico y hule,21,Puebla,8.920512455,6.440991611,72.9017,13.7398,23.0521,88.093656,0.5939
Plástico y hule,22,Querétaro,22.42495105,18.16918173,0.007205929,1.151742923,3.954014058,19.40111236,0.023352033
Plástico y hule,24,San Luis Potosí,0.026140762,0.026140762,0.00210585,0.289018944,0.3440416,0.018970288,0.011078134
Plástico y hule,25,Sinaloa,6.9481,4.6489,118.132571,3.1358,23.3979,129.72618,0.1697
Plástico y hule,26,Sonora,0.0327,0.0327,0.004219035,0.1813,1.0613,11.5556871,0.0006
Plástico y hule,28,Tamaulipas,1.270669137,1.100071984,0.065777132,7.465321227,9.012491255,15.00476775,0.284108393
Plástico y hule,29,Tlaxcala,12.32027834,8.735868332,0.008511445,17.8673123,9.832243832,0.001983246,7.72E-06
Plástico y hule,30,Veracruz de Ignacio de la Llave,0.1494,0.0375,0.8491,0.7473,2.9894,22.8898,0.1198
Plástico y hule,31,Yucatán,0.0114,0.0114,0.00080076,0.1191,0.1751,0.008,0.0043
Química,1,Aguascalientes,1.486889525,0.795302728,0.5164,0.484,1.8704,300.4051968,0.0728
Química,2,Baja California,14.63864006,14.63863163,0.898855552,83.89716123,448.0134602,6.838473721,7.899043134
Química,4,Campeche,714.4099,714.4099,9.742,1119.2268,1004.55789,28.6627,0
Química,5,Coahuila de Zaragoza,141.85089,139.619926,1.812935998,192.0684498,1661.35087,12.57047679,7.394477158
Química,6,Colima,7.300448858,4.664092542,36.86988988,0.309816461,3.568647739,15.27203883,0.049455839
Química,8,Chihuahua,0.196392966,0.195782766,0.222756607,1.567317488,2.677722371,0.098109644,0.08138988
Química,9,Distrito Federal,106.5768844,105.3953753,3.205381721,84.01829848,122.379744,5.472321563,3.547016417
Química,10,Durango,12.30079243,8.067034829,16.76126,10.4802,8.394554103,0.6701,0.5803
Química,11,Guanajuato,117.6414719,104.1987637,263.3768207,234.8406067,441.2401008,534.7124657,9.007430739
Química,13,Hidalgo,31.92211798,31.56811218,4.297005926,46.5094992,122.3982515,1344.617709,1.397112899
Química,14,Jalisco,308.8490739,232.7401523,5755.258488,268.1962797,740.4289266,6249.018365,16.62387222
Química,15,México,182.7046355,147.5559751,70.00897007,554.7151144,748.5281866,1569.164748,23.73217276
Química,16,Michoacán de Ocampo,495.5923429,321.2065692,6200.56644,77.67736847,547.0640522,15.93505361,9.574340838
Química,17,Morelos,17.15368446,7.136762055,84.899,33.5117,189.2272,272.5659541,0.938
Química,19,Nuevo León,200.93823,115.0123055,108.508338,349.6789897,1328.241635,3626.482824,12.11384609
Química,21,Puebla,22.89597907,18.77191794,294.3527586,41.61172993,77.9201466,161.521506,1.969952877
Química,22,Querétaro,37.0509283,31.16014932,1939.914997,129.5928341,209.1849078,645.3260718,5.8936363
Química,24,San Luis Potosí,6.710613598,4.632293191,6.822924295,21.31580037,26.070343,319.4928477,0.823908812
Química,26,Sonora,22.36484847,16.48709758,398.5492264,4.739941892,41.51170047,803.8711522,0.620135938
Química,27,Tabasco,18.4262042,18.4262042,1.4547872,203.6586037,548.2931426,13.334899,7.7841771
Química,28,Tamaulipas,258.6227634,229.4222827,2378.706434,1211.080171,693.0744491,13995.67277,13.75966124
Química,29,Tlaxcala,19.49095277,17.85241983,94.60950022,28.12392857,28.52592605,1278.128555,1.094100473
Química,30,Veracruz de Ignacio de la Llave,152.5457163,140.275307,561.7033222,384.6485806,800.0909228,591.3202537,15.5766264
Química,31,Yucatán,2.432926299,2.432926299,0.192033655,26.89071173,32.0127092,1.760658506,1.02735797
SECTOR,0,ENTFED,0,0,0,0,0,0,0
Tratamiento de residuos peligrosos,1,Aguascalientes,0.0051,0.0051,0,0.0544,0.0954,0,0
Tratamiento de residuos peligrosos,2,Baja California,0.069434368,0.069434368,0.050828889,0.338709297,0.618572328,0.003065567,0.00070218
Tratamiento de residuos peligrosos,5,Coahuila de Zaragoza,0.076757249,0.058104814,0.03884368,0.978675956,3.45811005,0.012742356,0.010200881
Tratamiento de residuos peligrosos,6,Colima,0.008797891,0.00872414,0.025730918,0.0294864,0.11403472,0.001219456,0.003273044
Tratamiento de residuos peligrosos,9,Distrito Federal,0.006801986,0.006760946,0.014470156,0.023940938,0.12918182,0.00154396,0.003172098
Tratamiento de residuos peligrosos,11,Guanajuato,0.152804606,0.103504606,0.69752944,0.155524564,0.90344585,32.9415218,0.0163323
Tratamiento de residuos peligrosos,13,Hidalgo,0.125358482,0.095126304,0.188909307,0.820300158,2.062218646,0.03671508,0.028223986
Tratamiento de residuos peligrosos,14,Jalisco,0.031856198,0.027828403,0.572736,0.0048,0.05536,0.0007296,0.00076688
Tratamiento de residuos peligrosos,15,México,4.120848276,4.103318685,0.142058681,123.9035961,217.0507379,5.392937274,0.075298681
Tratamiento de residuos peligrosos,16,Michoacán de Ocampo,0.000323531,0.000323531,0.00002088,0.001725501,0.01024516,0.000149692,0.00018585
